GO	[-4.84 -0.44]	[-0.44 -0.26]	[-0.26 -0.16]	[-0.16 -0.08]	[-0.08 -0.00]	[-0.00 0.01]	[0.01 0.10]	[0.10 0.20]	[0.20 0.37]	[0.37 0.79]	[0.79 5.66]
GNF2_HPN GNF2_HPN	6.187	-0.893	-3.589	-1.867	-4.457	6.187	-1.480	-2.899	-1.158	0.479	3.865
GNF2_HPX GNF2_HPX	5.612	-1.180	-2.932	-1.895	-4.496	5.612	-1.504	-3.625	-0.912	0.615	4.672
GNF2_LCAT GNF2_LCAT	5.925	-0.952	-3.228	-1.601	-4.063	4.462	-1.244	-2.569	-1.244	0.473	4.462
CAR_HPX CAR_HPX	1.880	-0.473	-3.045	-2.120	-3.045	7.309	-1.495	-3.045	-1.044	1.196	2.709
MORF_CTSB MORF_CTSB	1.539	-1.687	-2.883	-1.131	-1.388	10.573	-4.009	-1.687	-0.910	1.539	2.314
GNF2_HCK GNF2_HCK	-0.860	-2.148	-0.860	-0.609	-1.604	-3.888	-2.148	-0.860	1.710	6.997	5.804
MORF_LCAT MORF_LCAT	3.512	1.032	-3.553	-1.840	-2.865	4.799	-1.840	-2.865	-1.137	1.032	2.090
GNF2_GSTM1 GNF2_GSTM1	4.526	-1.224	-2.697	-1.224	-2.697	3.606	-0.916	-2.697	-1.224	0.393	5.021
GNF2_TST GNF2_TST	3.919	-0.588	-2.523	-1.473	-3.287	3.046	-0.588	-3.287	-0.815	0.323	4.890
GNF2_ITGB2 GNF2_ITGB2	-2.374	-2.374	-1.543	-0.647	-0.400	-2.374	-1.010	-0.647	3.372	5.855	2.358
MORF_EPHA7 MORF_EPHA7	3.210	0.415	-2.005	-0.988	-2.487	4.427	-1.602	-3.772	-1.602	1.110	2.501
GNF2_TNFRSF1B GNF2_TNFRSF1B	-0.814	-2.667	-1.217	-0.330	-1.793	-2.667	-0.814	-0.529	2.370	4.447	3.874
GNF2_CASP1 GNF2_CASP1	-1.665	-2.153	-1.273	-0.510	-0.707	-3.557	-0.707	-0.358	1.978	5.380	3.927
MORF_WNT1 MORF_WNT1	1.812	0.290	-1.176	-2.627	-2.028	5.701	-1.554	-2.028	-1.176	0.420	3.294
GNF2_S100A4 GNF2_S100A4	-0.432	-1.955	-0.731	0.370	-1.955	-1.955	-0.731	-1.955	1.629	3.719	3.719
GNF2_PECAM1 GNF2_PECAM1	-0.624	-2.332	-0.981	-0.624	-0.981	-2.332	-0.981	-0.981	2.425	4.646	3.457
GNF2_CARD15 GNF2_CARD15	-0.406	-1.370	-0.629	-0.406	-0.629	-2.877	-1.974	-1.370	0.766	3.997	5.779
GNF2_MYL2 GNF2_MYL2	4.941	-0.703	-0.703	-1.329	-1.329	1.653	-1.329	-1.329	-1.329	0.247	2.187
GNF2_DNM1 GNF2_DNM1	1.161	-0.314	-2.157	-3.087	-1.070	1.478	-2.157	-0.735	-0.314	0.883	5.260
MORF_BCL2L11 MORF_BCL2L11	1.779	-2.428	-1.388	-0.327	-1.131	4.326	-1.687	-2.031	-1.131	1.539	2.607
MORF_IL9 MORF_IL9	1.118	0.870	-2.867	-1.604	-2.148	2.827	-0.860	-2.148	-0.609	1.710	2.053
GNF2_FGR GNF2_FGR	-1.329	-1.329	-0.703	0.247	-1.329	-1.329	-0.363	-1.329	2.187	3.446	2.187
GNF2_CCNA1 GNF2_CCNA1	1.103	-0.889	-0.889	-0.889	-1.308	4.750	-1.901	-1.901	-0.588	0.238	3.624
GNF2_MLF1 GNF2_MLF1	0.578	-1.036	-0.507	-0.735	-1.036	4.662	-1.430	-2.641	-0.507	0.266	3.648
GNF2_CD14 GNF2_CD14	0.215	-0.766	-0.766	-0.408	-1.412	-1.412	-1.412	-0.766	1.082	4.629	2.020
GNF2_CD7 GNF2_CD7	2.797	0.584	-0.895	-1.579	-0.895	0.584	-1.579	-0.895	-1.579	0.584	2.797
GNF2_CEBPA GNF2_CEBPA	1.944	-0.529	-1.217	-1.793	-1.217	1.558	-0.529	-1.793	-0.814	0.440	4.447
GNF2_PTPN6 GNF2_PTPN6	-1.196	-1.196	-0.731	-1.955	-0.731	-1.955	0.886	0.886	0.370	2.579	2.579
MORF_RAB3A MORF_RAB3A	0.974	0.376	-0.775	-1.085	-1.488	3.059	-2.014	-2.014	-1.085	1.242	2.635
GNF2_CD97 GNF2_CD97	-0.895	-1.579	-1.579	-0.266	-0.501	-1.579	-0.501	-0.266	1.283	2.234	3.414
MORF_DMPK MORF_DMPK	1.102	-1.813	-0.972	-0.770	-1.813	3.636	-1.210	-0.461	-0.972	1.536	2.046
MORF_ZNF10 MORF_ZNF10	4.337	0.272	-0.896	-0.558	-1.403	0.456	-1.403	-1.403	-0.896	0.456	2.154
GNF2_IL2RB GNF2_IL2RB	2.218	0.409	-1.128	-1.128	-1.128	0.961	-1.128	-1.128	-1.128	0.409	3.313
GNF2_CYP2B6 GNF2_CYP2B6	2.428	-0.473	-1.264	-1.264	-1.264	1.521	-0.473	-1.264	-0.785	0.334	2.952
GNF2_TTN GNF2_TTN	0.685	-1.079	-1.079	-1.079	-1.079	1.583	-0.521	-0.241	-0.521	0.371	3.524
GNF2_PTPN4 GNF2_PTPN4	1.950	0.334	-1.264	-0.785	-0.785	0.334	-1.264	-1.264	-0.785	0.547	4.133
GCM_MAPK10 GCM_MAPK10	0.682	-0.636	-1.783	-1.289	-1.289	-0.636	-0.428	-0.278	0.682	1.490	3.513
GNF2_MAPT GNF2_MAPT	0.785	-0.575	-1.704	-0.994	-0.994	1.133	-0.994	-0.318	-0.318	1.133	2.530
GNF2_MMP1 GNF2_MMP1	0.795	-0.363	1.653	-0.363	-0.703	0.247	-0.363	-0.703	-1.329	-1.329	2.786
