GO	[-2.86 -0.24]	[-0.24 -0.14]	[-0.14 -0.09]	[-0.09 -0.05]	[-0.05 -0.02]	[-0.02 0.02]	[0.02 0.06]	[0.06 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	1.761	2.144	4.573	0.605	0.835	-1.128	-2.242	-3.188	-3.188	-1.128	-0.809
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	2.982	1.150	4.842	0.821	-0.472	-0.472	-2.044	-2.044	-2.044	-1.267	-2.079
GNF2_EIF3S6 GNF2_EIF3S6	2.337	2.337	2.801	1.912	-0.548	-0.548	-1.836	-2.720	-1.836	-0.840	-2.767
MORF_ACTG1 MORF_ACTG1	1.172	2.251	4.186	1.494	-0.490	0.448	-1.074	-3.103	-2.167	-2.167	-2.214
MORF_NPM1 MORF_NPM1	1.452	2.933	4.355	0.904	-0.593	0.492	-1.166	-2.849	-2.128	-1.585	-2.908
MORF_TPT1 MORF_TPT1	1.526	2.383	3.986	0.854	-0.648	-0.234	-0.648	-2.382	-1.548	-2.382	-2.423
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	5.234	0.682	3.460	0.682	-0.791	-0.314	-0.791	-1.763	-2.636	-1.763	-1.802
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	2.378	1.481	4.724	0.525	-0.493	-0.493	-1.302	-2.086	-2.086	-0.813	-2.122
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.241	1.029	4.497	0.727	-0.316	-0.316	-1.371	-2.171	-2.171	-0.869	-2.208
GNF2_FBL GNF2_FBL	2.591	2.184	2.184	0.665	0.471	-0.288	-0.943	-3.486	-1.323	-0.943	-3.546
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.378	1.108	4.073	0.789	-0.285	-0.285	-1.302	-2.086	-2.086	-1.302	-2.122
GCM_TPT1 GCM_TPT1	1.238	1.675	3.996	1.675	-0.526	-0.929	-1.624	-1.624	-1.624	-0.929	-1.652
GCM_NPM1 GCM_NPM1	1.017	1.718	3.090	2.592	0.502	-1.131	-1.691	-1.691	-2.551	-1.131	-1.728
KEGG_RIBOSOME KEGG_RIBOSOME	2.683	0.928	4.520	0.629	-0.412	-0.412	-1.918	-1.918	-1.918	-1.164	-1.190
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	2.875	1.281	3.365	1.281	-0.672	-0.275	-0.994	-1.438	-2.975	-1.438	-2.101
