GO	[-3.28 -0.31]	[-0.31 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.01]	[0.01 0.06]	[0.06 0.11]	[0.11 0.19]	[0.19 0.31]	[0.31 2.54]
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	-2.049	-0.787	-0.270	-1.270	-0.473	4.876	1.539	1.154	-0.473	-1.270	-0.495
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	-2.007	-0.760	-0.452	-1.235	-0.452	4.317	1.593	1.593	-0.452	-1.235	-0.473
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	-2.091	-0.815	-0.285	-1.304	-0.815	4.100	1.914	0.791	-0.494	-0.815	0.301
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	-2.091	-0.285	-0.285	-1.304	-0.815	4.757	1.487	0.791	-0.494	-0.815	-0.516
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	1.407	-0.233	-0.832	-1.500	1.887	0.994	0.382	-0.832	0.994	-1.500	-1.534
KEGG_RIBOSOME KEGG_RIBOSOME	-1.166	-0.706	-0.412	-1.166	-0.706	4.549	1.707	0.931	-0.412	-1.166	-0.431
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-2.091	-0.494	-0.285	-1.304	-0.494	4.100	1.487	0.791	-0.494	-0.815	-0.301
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	4.193	-0.551	-1.123	-0.551	0.648	-0.551	1.040	-0.551	0.347	-0.551	-1.148
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	-0.914	-0.914	-0.406	1.368	1.368	0.492	0.492	-0.914	-0.914	1.368	-0.934
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	-0.390	-0.238	-0.610	-0.919	-0.610	3.624	2.178	0.566	-0.390	-1.952	-0.957
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-1.769	-0.510	0.288	-0.793	-1.194	3.487	1.269	0.953	0.462	-1.194	-0.536
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	1.497	2.228	0.896	-0.580	-0.580	-0.580	0.435	-0.580	-0.580	-0.580	-0.593
REACTOME_INTERLEUKIN_1_SIGNALING REACTOME_INTERLEUKIN_1_SIGNALING	1.040	-0.551	-0.551	-1.123	2.078	0.648	0.347	-0.551	1.040	-1.123	-1.148
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	-1.732	-0.300	0.482	-0.300	-0.768	3.036	1.678	0.710	-0.768	-1.164	-0.801
REACTOME_CELLULAR_RESPONSE_TO_STARVATION REACTOME_CELLULAR_RESPONSE_TO_STARVATION	-1.805	-0.529	-0.529	-1.225	-0.817	2.891	1.582	0.659	-0.329	-0.529	0.626
BIOCARTA_GPCR_PATHWAY BIOCARTA_GPCR_PATHWAY	-0.622	-0.622	-0.622	-0.622	1.394	1.394	-0.622	-0.622	0.827	0.827	-0.230
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1 REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	3.264	-0.373	0.240	0.240	-0.373	-0.373	-0.373	0.714	-0.373	-0.373	-0.381
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	2.464	0.797	-0.331	-0.331	-0.331	-0.331	0.797	-0.331	-0.331	-0.331	-0.338
