GO	[-7.31 -0.93]	[-0.93 -0.40]	[-0.40 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.29]	[0.29 0.75]	[0.75 6.09]
GSE17721_CTRL_VS_LPS_24H_BMDC_UP GSE17721_CTRL_VS_LPS_24H_BMDC_UP	-2.298	0.245	-1.478	-1.478	0.245	1.625	-0.365	-0.955	3.031	1.247	0.237
GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP	1.185	0.262	0.424	-2.722	-0.549	-1.837	-1.837	1.527	-0.344	1.911	0.613
GSE30083_SP2_VS_SP3_THYMOCYTE_UP GSE30083_SP2_VS_SP3_THYMOCYTE_UP	-0.830	-0.830	0.567	-0.830	0.567	-0.830	0.256	4.603	0.256	-0.830	-0.358
GSE14308_TH1_VS_INDUCED_TREG_UP GSE14308_TH1_VS_INDUCED_TREG_UP	-0.898	1.336	-0.332	-0.332	0.990	-0.332	3.771	-0.332	-1.407	-2.214	-0.573
GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	-2.552	-2.552	1.344	-0.743	-0.287	0.735	-0.287	-0.472	1.016	1.016	0.715
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN	1.237	-0.929	-0.283	-0.526	-0.526	0.320	-1.625	3.334	-0.929	-0.929	1.214
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP	0.479	-2.172	-0.870	-2.172	-0.536	1.028	1.382	1.787	-0.316	0.287	0.277
GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	-0.704	-1.331	-0.704	-1.331	0.798	-1.331	0.798	1.193	1.662	-0.363	0.782
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP	-0.473	0.821	2.981	-0.786	1.149	0.821	-1.268	-0.270	-0.786	-2.045	-0.485
GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN	-0.515	-1.337	-2.129	2.307	-0.515	1.844	1.067	0.501	-0.300	-0.515	-0.860
GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN	-0.997	-0.997	-0.463	0.427	1.757	1.757	1.221	-0.463	-0.997	-0.997	-0.209
