GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	1.066	-1.212	-0.468	-0.608	-0.608	-3.681	0.885	-2.608	1.066	-0.468	6.771
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	0.865	-1.498	-0.301	-0.728	-0.728	-0.413	-2.286	-0.413	0.865	-0.939	7.355
BURTON_ADIPOGENESIS_3 BURTON_ADIPOGENESIS_3	2.499	0.915	-3.778	0.349	-0.572	-1.127	-0.572	-1.127	-0.572	-0.258	3.342
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	6.006	-0.528	-0.391	-1.808	0.433	-1.452	-0.528	-1.452	-0.391	-0.528	2.123
EGUCHI_CELL_CYCLE_RB1_TARGETS EGUCHI_CELL_CYCLE_RB1_TARGETS	0.930	0.930	-0.870	0.236	-0.870	-0.870	0.236	-0.870	-0.870	-0.870	4.356
PUJANA_BRCA_CENTERED_NETWORK PUJANA_BRCA_CENTERED_NETWORK	5.317	0.323	0.462	-0.810	-0.411	-1.461	-0.411	-2.501	-0.585	-0.411	1.313
KRASNOSELSKAYA_ILF3_TARGETS_UP KRASNOSELSKAYA_ILF3_TARGETS_UP	-1.533	-0.250	0.940	1.333	-0.477	2.305	0.940	-0.250	-0.860	-1.533	-1.532
MARTIN_INTERACT_WITH_HDAC MARTIN_INTERACT_WITH_HDAC	2.145	-0.283	-0.925	0.858	-0.283	-1.616	-1.616	-1.616	1.657	0.555	0.320
ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN	0.614	-0.860	0.940	-1.533	-0.477	-0.250	0.359	-1.533	1.333	-1.533	2.307
LE_EGR2_TARGETS_UP LE_EGR2_TARGETS_UP	2.580	0.998	-0.940	-0.678	-0.476	-4.027	-0.476	0.279	-0.476	0.412	1.546
CHEN_ETV5_TARGETS_TESTIS CHEN_ETV5_TARGETS_TESTIS	0.457	-0.434	-0.953	1.283	-0.434	-0.953	-0.953	0.200	-0.953	0.200	3.984
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53 WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	2.136	1.272	0.389	-1.907	0.389	-1.907	-0.228	-1.158	-0.411	-0.702	1.273
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	1.022	0.491	-0.867	-0.867	0.362	-0.867	-1.125	-0.486	-0.656	-0.867	6.128
LINDSTEDT_DENDRITIC_CELL_MATURATION_A LINDSTEDT_DENDRITIC_CELL_MATURATION_A	-0.273	0.756	-0.273	-2.488	0.519	-0.714	0.756	-0.714	3.632	-1.642	-0.273
PYEON_HPV_POSITIVE_TUMORS_UP PYEON_HPV_POSITIVE_TUMORS_UP	5.403	-0.457	0.451	-1.336	-0.958	-0.457	-0.671	-1.336	-0.671	0.451	1.115
XIE_ST_HSC_S1PR3_OE_UP XIE_ST_HSC_S1PR3_OE_UP	-3.648	1.749	2.006	-0.345	0.261	0.463	-0.595	0.591	0.353	0.463	-2.577
ISHIDA_E2F_TARGETS ISHIDA_E2F_TARGETS	1.799	0.431	0.239	-1.090	-0.650	-1.824	-0.373	-1.090	-0.650	0.431	3.390
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	-0.553	1.989	0.873	1.667	-1.859	-1.408	0.347	-2.433	0.873	0.347	-0.551
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN	0.301	-0.424	-1.323	-1.323	-0.424	-0.778	-1.023	1.938	1.649	-1.023	2.943
CADWELL_ATG16L1_TARGETS_DN CADWELL_ATG16L1_TARGETS_DN	-0.556	-1.397	-1.397	3.138	0.692	0.272	-1.397	-0.892	0.981	0.981	-0.331
HORTON_SREBF_TARGETS HORTON_SREBF_TARGETS	2.358	-0.204	-0.994	0.426	-0.994	-0.204	-0.462	-0.994	0.426	-0.994	1.746
KONG_E2F3_TARGETS KONG_E2F3_TARGETS	2.132	0.657	-0.652	-0.652	-0.934	-0.652	-0.442	-1.308	-0.934	-0.289	3.889
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	0.545	1.139	-0.848	-1.458	0.281	0.400	-1.458	-0.322	-1.872	0.545	3.401
