GO	[-9.50 -0.62]	[-0.62 -0.44]	[-0.44 -0.22]	[-0.22 -0.10]	[-0.10 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.34]	[0.34 0.87]	[0.87 15.11]
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	2.012	4.551	-1.260	-2.192	-4.203	3.160	-0.302	-1.528	-3.592	-0.302	1.547
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	2.714	2.128	0.646	-1.691	-3.516	0.976	-2.051	-2.952	-1.691	0.976	2.142
HOLLERN_EMT_BREAST_TUMOR_DN HOLLERN_EMT_BREAST_TUMOR_DN	3.690	0.870	0.262	0.262	-2.445	-0.661	-1.164	-1.928	-1.164	-0.661	4.135
MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3 MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3	4.246	1.440	-0.744	-1.635	-2.605	0.445	-0.552	-2.072	-0.983	0.445	2.020
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN	2.312	-1.420	-0.505	-0.505	0.782	-3.610	-0.505	0.782	-1.933	1.023	1.613
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	3.063	1.763	2.056	-1.439	-1.819	-1.439	-1.439	-0.867	-0.656	1.021	-0.348
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	4.116	2.540	-1.508	-1.928	-0.885	-0.661	-0.661	-1.164	-0.343	-0.343	1.337
OHGUCHI_LIVER_HNF4A_TARGETS_DN OHGUCHI_LIVER_HNF4A_TARGETS_DN	2.295	1.076	0.336	-0.486	-2.331	0.445	-1.578	-1.027	-0.813	-0.813	3.262
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	3.198	0.901	-0.458	-0.761	-1.192	-0.595	-0.458	-1.784	-0.761	-0.761	3.559
FLORIO_HUMAN_NEOCORTEX FLORIO_HUMAN_NEOCORTEX	4.433	0.625	-0.702	-1.907	-0.702	-0.228	-0.702	-1.158	-0.411	0.625	0.628
CUI_TCF21_TARGETS_UP CUI_TCF21_TARGETS_UP	2.389	-0.234	-0.828	-0.234	-1.492	-0.828	-0.234	-0.828	-0.453	-0.453	3.629
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP	2.052	-0.550	0.644	-0.260	-1.119	-1.119	-0.550	2.675	-0.260	-0.260	-1.116
SERVITJA_ISLET_HNF1A_TARGETS_UP SERVITJA_ISLET_HNF1A_TARGETS_UP	2.870	0.706	-0.277	-1.951	-1.951	-0.277	-0.648	-1.045	-0.648	0.706	1.996
DOANE_BREAST_CANCER_ESR1_UP DOANE_BREAST_CANCER_ESR1_UP	2.328	-0.930	0.261	-0.346	-0.493	-0.930	0.261	-2.705	-0.685	0.701	2.704
LEIN_CHOROID_PLEXUS_MARKERS LEIN_CHOROID_PLEXUS_MARKERS	4.246	1.027	-0.424	-1.120	-0.829	-0.829	-0.424	-1.120	-0.829	0.312	1.034
SU_KIDNEY SU_KIDNEY	2.069	0.396	-0.223	-0.621	-0.621	0.823	-0.621	-0.621	-0.621	1.385	-0.620
