GO	[-9.50 -0.62]	[-0.62 -0.44]	[-0.44 -0.22]	[-0.22 -0.10]	[-0.10 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.34]	[0.34 0.87]	[0.87 15.11]
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3 MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	1.635	3.622	-0.719	-1.926	-2.962	0.438	0.580	-3.653	-1.209	-0.539	3.640
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	2.714	2.128	0.646	-1.691	-3.516	0.976	-2.051	-2.952	-1.691	0.976	2.142
CERVERA_SDHB_TARGETS_1_UP CERVERA_SDHB_TARGETS_1_UP	1.300	0.254	0.661	-1.533	-1.186	-1.533	-1.957	-2.477	0.364	1.563	4.982
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	1.738	-0.310	0.293	-1.549	-1.860	-2.624	-0.672	-0.528	-0.844	1.299	6.138
HOLLERN_EMT_BREAST_TUMOR_DN HOLLERN_EMT_BREAST_TUMOR_DN	3.690	0.870	0.262	0.262	-2.445	-0.661	-1.164	-1.928	-1.164	-0.661	4.135
MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3 MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3	4.246	1.440	-0.744	-1.635	-2.605	0.445	-0.552	-2.072	-0.983	0.445	2.020
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP	-0.260	-0.823	0.463	-1.318	-1.636	-1.318	-0.358	-2.012	0.599	1.851	5.940
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	-0.354	-0.468	1.264	-1.487	-1.807	-2.178	-1.211	0.577	-0.608	2.242	4.240
XIE_ST_HSC_S1PR3_OE_UP XIE_ST_HSC_S1PR3_OE_UP	0.736	0.360	0.593	-0.728	-3.971	-1.681	-0.335	-1.132	-0.442	1.714	4.172
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	1.928	0.651	0.274	-1.211	-1.783	-0.810	-0.329	-1.211	-1.211	0.440	3.845
