GO	[-9.50 -0.62]	[-0.62 -0.44]	[-0.44 -0.22]	[-0.22 -0.10]	[-0.10 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.34]	[0.34 0.87]	[0.87 15.11]
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	-4.779	-4.004	-0.269	1.507	11.273	-3.355	1.076	4.345	-0.366	-1.926	-5.713
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-3.765	-5.456	-0.301	2.868	5.149	-2.144	2.247	6.040	-0.409	-3.765	-5.439
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	-4.203	-5.746	-0.829	3.160	3.160	-3.592	2.850	4.934	2.012	-2.597	-4.893
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	-4.315	-3.645	0.261	3.895	6.354	-3.072	0.462	3.539	0.901	-1.466	-7.341
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP	-5.559	-3.437	-0.756	3.701	6.479	-2.917	0.342	4.054	1.904	-2.917	-3.421
WINNEPENNINCKX_MELANOMA_METASTASIS_UP WINNEPENNINCKX_MELANOMA_METASTASIS_UP	-5.496	-2.628	-0.556	2.212	8.987	-3.799	1.430	2.511	0.822	-3.165	-3.151
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	-3.527	-3.527	-0.608	1.914	5.588	-4.267	-0.339	3.906	4.301	-2.397	-4.251
RAMALHO_STEMNESS_UP RAMALHO_STEMNESS_UP	-1.860	-4.947	-0.672	1.738	6.108	-4.236	1.299	4.501	1.510	-2.217	-4.928
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	-4.632	-2.224	-0.441	3.784	11.078	-2.686	-0.441	1.162	0.630	-1.201	-4.615
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	-4.638	-3.761	-1.274	2.414	5.603	-3.060	-0.430	5.140	1.813	-0.767	-3.747
FUJII_YBX1_TARGETS_DN FUJII_YBX1_TARGETS_DN	-2.167	-3.561	-0.647	0.649	8.564	-3.032	1.144	4.987	0.797	-1.815	-5.689
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	-5.335	-4.525	-0.402	0.799	2.083	-3.840	2.956	3.620	2.083	0.514	-4.507
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	-3.906	-6.401	0.285	1.533	4.626	-3.906	0.491	2.577	2.879	-0.318	-3.299
PUJANA_BRCA_CENTERED_NETWORK PUJANA_BRCA_CENTERED_NETWORK	-2.982	-2.982	-0.443	0.936	7.943	-2.351	0.735	4.765	-0.312	-1.432	-4.886
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	-4.350	-2.606	-1.807	1.971	3.157	-3.677	0.721	4.217	3.157	-0.354	-4.333
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	-2.341	-4.194	-0.436	2.911	5.720	-3.460	1.457	1.457	0.827	-0.759	-5.088
WHITEFORD_PEDIATRIC_CANCER_MARKERS WHITEFORD_PEDIATRIC_CANCER_MARKERS	-3.752	-4.858	-0.598	3.925	5.320	-1.815	0.426	1.730	1.190	-2.947	-1.400
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	-3.676	-2.878	-0.567	3.617	4.976	-2.878	-0.567	4.502	0.452	-1.358	-2.247
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER	-2.365	-3.107	-0.521	5.110	2.429	-1.798	1.164	0.921	1.740	-2.365	-4.139
