GO	[-9.50 -0.56]	[-0.56 -0.44]	[-0.44 -0.20]	[-0.20 -0.09]	[-0.09 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.32]	[0.32 0.83]	[0.83 5.93]
GOCC_IMMUNOGLOBULIN_COMPLEX GOCC_IMMUNOGLOBULIN_COMPLEX	-5.269	-0.358	-5.269	-6.494	-5.269	54.905	10.150	-6.494	-5.269	-4.347	-3.605
GOCC_T_CELL_RECEPTOR_COMPLEX GOCC_T_CELL_RECEPTOR_COMPLEX	-1.363	0.797	-2.120	-3.910	-3.910	39.528	1.692	-5.992	-2.610	-5.992	-0.479
GOCC_KERATIN_FILAMENT GOCC_KERATIN_FILAMENT	-1.651	2.303	-2.199	-2.922	-2.199	21.676	3.099	-3.946	-3.946	-2.922	-0.899
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX	-2.522	-4.112	2.110	3.295	6.388	-1.206	0.426	2.110	0.325	-4.816	-6.659
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	-3.694	-5.029	3.713	5.196	1.693	-5.029	0.598	1.069	1.468	-1.080	-4.318
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	-4.675	-4.675	1.078	1.489	1.970	-2.866	0.270	4.169	3.808	-0.572	-5.501
GOCC_ANCHORED_COMPONENT_OF_MEMBRANE GOCC_ANCHORED_COMPONENT_OF_MEMBRANE	1.700	5.934	-1.064	-2.390	-7.081	1.700	-1.064	-1.323	-1.626	0.548	1.955
GOCC_AZUROPHIL_GRANULE GOCC_AZUROPHIL_GRANULE	-5.191	-2.401	-1.012	0.367	1.408	-1.963	2.207	3.181	3.181	0.488	-3.537
GOCC_PRERIBOSOME GOCC_PRERIBOSOME	-3.238	-2.291	0.773	3.763	2.000	-0.820	0.773	0.773	0.558	-2.291	-2.293
GOCC_COLLAGEN_TRIMER GOCC_COLLAGEN_TRIMER	1.947	1.607	-0.338	-1.935	-2.623	2.317	-1.421	-2.623	-1.421	-0.505	3.601
