GO	[-22.21 -0.73]	[-0.73 -0.20]	[-0.20 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.28]	[0.28 0.73]	[0.73 24.45]
GO:0003735 structural constituent of ribosome	-6.840	0.268	8.678	-1.846	-6.840	-6.840	-6.840	-0.451	39.530	-2.243	-4.651
GO:0006413 translational initiation	-3.857	-0.622	6.823	-2.568	-5.927	-5.927	-5.927	0.495	38.212	-3.150	-4.739
GO:0005681 spliceosomal complex	-6.135	2.109	37.891	-4.037	-6.135	-6.135	-6.135	-0.283	2.734	-1.447	-3.314
GO:0006260 DNA replication	-3.217	7.722	26.031	-4.617	-6.799	-5.557	-5.557	-0.580	3.767	-1.197	-6.796
GO:0000775 chromosome, centromeric region	-4.001	4.265	31.275	-3.283	-4.001	-6.093	-6.093	-0.884	4.265	-3.283	-3.999
GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	-2.345	-2.345	5.725	-2.345	-4.890	-4.890	-3.782	0.291	35.857	-1.839	-4.888
GO:0030496 midbody	-3.483	0.643	29.045	-1.928	-6.342	-5.129	-6.342	-1.561	9.183	-2.361	-1.560
GO:0019083 viral transcription	-4.475	-0.464	4.982	-2.035	-4.475	-4.475	-4.475	0.406	32.346	-2.631	-4.473
GO:0006614 SRP-dependent cotranslational protein targeting to membrane	-3.729	-2.028	0.714	-2.028	-3.729	-3.729	-3.729	0.940	39.996	-1.503	-3.727
GO:0000776 kinetochore	-3.289	4.170	27.363	-2.630	-4.125	-5.263	-5.263	-1.296	4.170	-4.125	-2.628
GO:0004386 helicase activity	-2.083	13.328	19.129	-3.150	-5.927	-5.927	-5.927	-1.336	1.456	-1.677	-2.566
GO:0000784 nuclear chromosome, telomeric region	-2.662	1.643	28.081	-4.164	-5.305	-4.164	-5.305	-1.020	5.963	-1.683	-3.323
GO:0008168 methyltransferase activity	-3.956	8.969	12.849	-4.647	-6.458	-4.647	-4.647	-2.849	8.969	0.270	-2.011
GO:0006406 mRNA export from nucleus	-4.185	2.376	32.307	-1.824	-4.185	-4.185	-1.824	-3.139	1.403	-1.824	-3.137
GO:0007062 sister chromatid cohesion	-3.402	4.034	28.131	-2.035	-3.402	-4.475	-4.475	-0.650	1.455	-2.631	-4.473
GO:0042393 histone binding	-2.124	1.379	30.012	-4.164	-4.164	-4.164	-3.325	-2.124	4.999	-2.124	-2.660
GO:0006897 endocytosis	-2.624	-0.478	13.071	-2.624	-5.168	-7.422	-7.422	-0.788	14.952	0.564	-0.362
GO:0042254 ribosome biogenesis	-4.143	6.742	16.816	-3.101	-4.143	-4.143	-4.143	-0.360	3.649	-2.360	-4.142
GO:0000922 spindle pole	-3.934	2.489	23.839	-1.952	-3.114	-5.056	-5.056	-1.184	4.942	-1.529	-3.113
GO:0005635 nuclear envelope	-2.189	4.196	20.605	-2.648	-6.757	-5.518	-5.518	-0.937	3.453	0.505	-3.183
GO:1901796 regulation of signal transduction by p53 class mediator	-2.270	2.050	20.824	-4.356	-4.356	-5.512	-5.512	-0.485	5.124	0.256	-3.499
GO:0006417 regulation of translation	-1.206	-0.395	22.605	-2.388	-5.678	-5.678	-3.643	-0.937	8.975	-0.937	-2.387
GO:0000278 mitotic cell cycle	-2.313	1.445	24.004	-1.811	-4.848	-4.848	-3.744	-0.809	4.817	-1.811	-2.939
GO:0000785 chromatin	-4.724	1.540	21.912	-3.630	-3.630	-3.630	-3.630	-1.011	6.046	-1.331	-1.726
GO:0042787 protein ubiquitination involved in ubiquitin-dependent protein catabolic process	-2.388	2.208	22.605	-2.953	-5.678	-4.510	-4.510	-0.538	4.008	-0.717	-2.387
GO:0016874 ligase activity	-2.189	5.005	17.651	-3.820	-5.518	-5.518	-5.518	-0.937	4.196	-0.319	-1.461
GO:0006457 protein folding	-2.350	0.560	21.204	-4.025	-4.800	-4.025	-4.800	-0.276	6.391	0.560	-3.373
GO:0090305 nucleic acid phosphodiester bond hydrolysis	-0.776	2.572	13.189	-4.164	-2.662	-5.305	-5.305	-4.164	9.281	-0.423	-1.681
GO:0051028 mRNA transport	-1.884	3.464	25.397	-2.461	-4.268	-4.268	-1.884	-2.461	0.648	-0.398	-3.212
GO:0000777 condensed chromosome kinetochore	-2.326	3.274	20.573	-1.765	-3.064	-4.102	-4.102	-1.326	3.713	-3.064	-2.325
GO:0000086 G2/M transition of mitotic cell cycle	-3.501	3.824	18.400	-3.501	-5.512	-4.356	-3.501	-0.864	4.238	-0.864	-1.121
GO:0005814 centriole	-4.848	3.912	17.899	-2.313	-3.744	-2.940	-4.848	-0.596	4.354	-1.811	-1.810
GO:0005085 guanyl-nucleotide exchange factor activity	-0.818	2.137	7.924	-3.181	-7.505	-6.222	-5.242	-5.242	6.508	1.631	1.878
GO:0060964 regulation of gene silencing by miRNA	-2.286	1.312	25.096	-2.286	-3.231	-3.231	-3.231	-0.368	1.636	-3.231	-2.285
GO:0071013 catalytic step 2 spliceosome	-2.914	0.816	23.445	-2.193	-3.936	-3.936	-3.936	0.301	2.675	-1.224	-2.192
GO:0008022 protein C-terminus binding	-1.653	2.250	12.358	-1.653	-7.712	-5.427	-6.419	-1.110	7.560	0.606	-0.711
GO:0006888 ER to Golgi vesicle-mediated transport	-2.163	0.395	12.423	-1.773	-6.716	-5.479	-4.544	-0.720	9.482	1.667	-1.772
GO:0004518 nuclease activity	-1.228	2.751	11.646	-3.184	-3.184	-5.139	-5.139	-3.184	9.090	-0.523	-0.940
GO:0008033 tRNA processing	-3.770	8.329	7.680	-2.765	-3.770	-3.770	-3.770	-2.061	5.868	-0.390	-2.059
GO:0000082 G1/S transition of mitotic cell cycle	-3.176	1.370	22.713	-2.427	-4.226	-3.176	-3.176	-1.854	1.982	0.492	-1.853
GO:0070126 mitochondrial translational termination	-3.563	1.051	18.822	-1.389	-3.563	-3.563	-3.563	-0.488	4.660	-1.389	-2.578
GO:0006914 autophagy	-2.189	0.385	6.809	-3.820	-4.581	-4.581	-6.757	-0.735	14.224	0.983	0.385
GO:0097711 ciliary basal body docking	-3.936	6.065	11.294	-2.193	-3.936	-3.936	-3.936	-0.446	4.466	-1.224	-2.192
GO:0050821 protein stabilization	-2.305	2.943	7.214	-3.416	-6.259	-3.416	-4.145	-0.566	12.382	0.399	-2.303
GO:0006369 termination of RNA polymerase II transcription	-2.817	0.560	23.836	-1.924	-2.817	-2.817	-2.817	-0.605	2.116	-1.330	-2.815
GO:1904813 ficolin-1-rich granule lumen	-3.149	-0.922	10.449	-3.972	-5.097	-3.972	-3.972	-0.255	8.007	3.566	-1.205
GO:0031145 anaphase-promoting complex-dependent catabolic process	-3.355	-0.266	18.080	-1.736	-3.355	-2.396	-3.355	2.226	3.065	-2.396	-3.354
GO:0043209 myelin sheath	-1.538	0.513	12.270	-3.449	-6.301	-6.301	-4.181	0.659	7.649	-0.579	0.284
GO:0015630 microtubule cytoskeleton	-2.619	2.205	15.685	-3.786	-4.544	-2.619	-5.479	-1.773	4.249	1.667	-1.440
GO:0051726 regulation of cell cycle	-1.061	0.396	15.798	-3.395	-4.240	-4.240	-5.388	-1.365	5.330	1.860	-1.733
GO:0003729 mRNA binding	-1.683	1.643	13.189	-1.683	-5.305	-5.305	-4.164	-1.683	8.107	-0.580	-0.776
