GO	[-9.50 -0.47]	[-0.47 -0.22]	[-0.22 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.25]	[0.25 0.46]	[0.46 0.92]	[0.92 6.96]
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	-6.869	1.463	4.775	5.983	-8.189	-8.189	7.778	5.567	-2.263	-8.189	-5.855
MORF_ANP32B MORF_ANP32B	-3.494	8.209	10.819	2.658	-7.938	-7.938	4.322	0.543	-2.514	-6.632	-7.942
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	-5.702	1.343	4.597	8.554	-8.022	-6.711	7.584	1.343	-0.646	-6.711	-6.714
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	-3.587	3.823	5.327	6.600	-8.064	-8.064	4.178	0.636	-0.398	-4.198	-8.068
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN	-3.525	2.923	9.656	3.568	-7.980	-7.980	5.036	1.366	-2.540	-4.131	-4.838
GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN	-6.355	1.338	2.916	2.612	-7.646	-7.646	4.674	9.793	-1.325	-2.329	-5.369
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-2.620	1.299	5.273	8.405	-8.105	-8.105	4.878	0.766	-0.309	-5.777	-5.780
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN	-4.098	3.611	3.611	8.707	-7.938	-7.938	3.278	1.847	-2.514	-2.115	-5.631
GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP	-2.885	1.460	6.537	4.099	-7.813	-7.813	6.537	1.687	-1.404	-2.434	-7.817
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN	-3.556	2.588	6.223	1.343	-8.022	-8.022	10.103	1.343	-1.010	-4.870	-3.559
GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_DN GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_DN	-4.941	2.243	4.878	3.779	-8.105	-8.105	5.681	2.812	-0.527	-4.941	-4.234
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_UP GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_UP	-3.618	1.299	4.878	7.446	-8.105	-6.790	6.537	0.927	-0.842	-3.618	-5.780
GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_DN GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_DN	-3.999	1.687	5.255	6.537	-7.813	-6.513	2.472	4.470	-1.404	-3.999	-5.518
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP	-2.567	4.983	1.144	8.063	-5.702	-6.711	6.664	0.519	-0.813	-4.164	-8.026
