GO	[-9.50 -0.47]	[-0.47 -0.22]	[-0.22 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.25]	[0.25 0.46]	[0.46 0.92]	[0.92 6.96]
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	1.510	-1.547	-1.547	-2.620	-1.547	-0.407	-2.213	-1.043	0.927	2.243	7.913
GO_LIGAND_GATED_CHANNEL_ACTIVITY GO_LIGAND_GATED_CHANNEL_ACTIVITY	0.351	-0.884	-2.861	-1.843	-2.304	-0.256	-0.884	-0.670	0.801	4.626	4.622
NABA_ECM_GLYCOPROTEINS NABA_ECM_GLYCOPROTEINS	0.677	-0.784	-1.767	-2.970	-0.483	-0.784	-1.465	-0.620	0.543	1.185	9.210
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	0.650	-1.010	-0.293	-3.028	-0.293	-2.164	-3.028	-0.646	2.588	2.588	3.194
PTEN_DN.V1_UP PTEN_DN.V1_UP	1.911	-1.527	-1.008	-1.248	-0.490	-1.008	-1.248	-1.851	-0.372	2.177	6.601
MIKKELSEN_IPS_ICP_WITH_H3K27ME3 MIKKELSEN_IPS_ICP_WITH_H3K27ME3	2.690	-2.155	-1.361	-0.316	-0.534	0.477	-2.155	-0.534	-0.864	0.287	5.047
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_UP GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_UP	-1.526	0.508	1.124	-0.827	-4.198	-3.057	0.636	2.012	0.508	-0.516	3.480
GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN	1.256	-0.550	-1.903	-0.550	-3.681	0.368	-0.325	-1.314	-0.872	3.042	4.396
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP	1.385	1.177	-2.715	-0.835	-3.219	-2.715	0.409	0.662	-0.512	1.385	2.991
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	0.853	-1.973	-1.062	-2.383	-0.385	-0.385	-0.844	-1.973	0.853	3.861	3.497
NABA_ECM_AFFILIATED NABA_ECM_AFFILIATED	-0.871	-1.103	-1.103	-0.677	-0.871	-0.284	-0.871	-0.517	-0.871	4.428	5.263
GNF2_EGFR GNF2_EGFR	-0.363	-0.702	-1.325	-0.363	-0.702	-0.363	-1.325	-1.325	0.794	2.771	3.425
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	2.193	-1.340	-0.521	-1.340	-0.675	-0.394	-0.521	-1.644	-1.340	3.115	3.111
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP	2.095	-1.135	-1.712	-0.908	-0.717	-0.425	-1.712	-0.557	-0.557	3.324	2.988
GSE30083_SP3_VS_SP4_THYMOCYTE_UP GSE30083_SP3_VS_SP4_THYMOCYTE_UP	0.663	0.416	-1.221	-0.633	-4.835	-1.485	1.366	-0.285	-0.285	1.366	2.620
GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	-0.746	-0.746	0.920	0.604	-3.608	-3.038	0.920	-0.582	1.310	0.604	2.306
BORCZUK_MALIGNANT_MESOTHELIOMA_DN BORCZUK_MALIGNANT_MESOTHELIOMA_DN	-0.290	0.456	-0.290	-0.432	-2.880	-2.880	-0.290	0.840	0.840	-0.623	4.057
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN	-0.312	-0.868	-1.165	-1.539	-0.868	-0.312	-0.312	-2.008	0.977	3.664	2.837
MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3 MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	-0.552	-1.229	-0.406	-0.734	-0.957	-1.229	-0.957	-0.552	0.566	2.494	5.266
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	0.766	-0.842	-2.213	-1.857	-0.527	-0.671	0.386	-0.671	0.386	1.104	5.268
CUI_TCF21_TARGETS_UP CUI_TCF21_TARGETS_UP	-0.250	-0.476	-0.476	-1.533	-0.476	-0.860	0.359	0.614	-1.533	0.614	4.907
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP	0.372	0.277	0.372	-0.327	-2.520	-1.735	0.277	-0.924	-0.569	2.064	3.278
LEE_LIVER_CANCER_SURVIVAL_UP LEE_LIVER_CANCER_SURVIVAL_UP	0.927	-0.607	-0.781	-0.346	-3.288	-0.991	-0.463	-0.346	0.754	1.561	2.362
