GO	[-5.03 -0.97]	[-0.97 -0.41]	[-0.41 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.42]	[0.42 0.98]	[0.98 4.42]
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	-1.194	0.679	1.615	0.286	-0.794	1.258	2.934	-0.512	-2.641	-1.768	-0.507
GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN	-0.301	-0.552	-1.669	0.528	-0.301	0.301	5.308	-0.301	0.528	-1.669	-0.959
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP	-1.543	-0.866	-0.866	2.328	0.944	-0.866	1.804	0.615	0.358	-0.479	-1.536
GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP	-1.877	0.248	1.144	-1.877	0.405	-0.869	0.606	3.218	0.405	0.405	-1.867
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP	0.964	-0.681	-0.394	-0.681	1.331	0.225	-1.880	0.964	-0.681	-1.880	2.244
GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	2.597	-0.734	-1.201	-1.201	2.597	-0.433	-1.201	-0.242	-0.734	-0.433	1.244
GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	1.382	-1.099	1.382	-1.837	0.430	1.004	-1.099	-1.099	-1.099	0.430	1.012
GSE6259_CD4_TCELL_VS_CD8_TCELL_DN GSE6259_CD4_TCELL_VS_CD8_TCELL_DN	0.225	0.225	0.656	-1.133	3.337	-0.681	-0.681	2.232	-0.681	-1.133	-1.126
GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_UP GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_UP	-1.104	2.187	1.383	-2.514	0.330	0.520	-0.721	-0.455	-0.721	-0.721	1.394
chr22q13 chr22q13	1.943	0.490	0.875	-0.915	-0.915	-0.915	1.362	0.216	-0.915	0.216	-0.911
GSE32034_LY6C_HIGH_VS_LOW_MONOCYTE_UP GSE32034_LY6C_HIGH_VS_LOW_MONOCYTE_UP	-0.300	3.866	0.302	-1.207	-0.613	-0.300	0.302	-0.613	-1.207	-0.613	1.380
GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING	-0.386	2.110	0.453	-1.375	-0.386	-1.375	2.110	-0.386	-0.737	-0.737	0.761
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	-0.437	0.542	-0.261	-0.697	-1.074	-2.471	-0.437	1.085	2.723	1.085	-0.691
GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP	2.213	-0.376	1.804	-0.591	-0.376	-0.591	-0.376	0.237	1.436	-1.914	-1.903
GO_MACROMOLECULAR_COMPLEX_DISASSEMBLY GO_MACROMOLECULAR_COMPLEX_DISASSEMBLY	3.549	-0.866	-1.543	0.358	-0.866	0.358	0.358	-0.479	-0.866	1.342	-0.475
GO_TRANS_GOLGI_NETWORK GO_TRANS_GOLGI_NETWORK	1.064	0.499	-0.302	0.499	-1.340	0.301	-2.133	-0.302	-1.340	-0.302	2.827
RODWELL_AGING_KIDNEY_DN RODWELL_AGING_KIDNEY_DN	-0.321	0.540	1.308	-1.249	-0.321	0.540	0.282	2.381	-1.249	-0.643	-1.244
GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_DN GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_DN	0.796	1.191	-0.706	0.796	0.246	0.246	-1.333	1.659	-1.333	-0.364	-1.327
GSE360_DC_VS_MAC_L_DONOVANI_DN GSE360_DC_VS_MAC_L_DONOVANI_DN	-1.445	1.673	0.667	-0.929	1.673	-1.445	0.257	-0.350	-1.445	1.287	-0.346
