GO	[-5.46 -0.65]	[-0.65 -0.36]	[-0.36 -0.21]	[-0.21 -0.09]	[-0.09 0.00]	[0.00 0.01]	[0.01 0.13]	[0.13 0.29]	[0.29 0.54]	[0.54 1.06]	[1.06 6.41]
MORF_NPM1 MORF_NPM1	-4.577	-0.925	0.520	4.311	3.921	-3.814	9.652	2.533	-5.517	-6.759	-6.799
MORF_RFC4 MORF_RFC4	0.679	7.855	8.954	1.044	0.293	-5.083	-0.567	-0.744	-4.172	-5.083	-6.333
GCM_MLL GCM_MLL	-4.195	-0.309	1.392	5.782	0.293	-7.223	3.063	3.403	-0.704	-1.697	-5.992
GNF2_HCK GNF2_HCK	-2.134	-3.866	-2.850	-0.855	-2.134	-2.850	-0.606	0.867	1.113	5.189	8.129
MORF_RAB1A MORF_RAB1A	-5.661	-1.208	0.427	0.681	1.400	-3.516	2.396	5.993	2.396	-1.777	-5.702
MODULE_92 MODULE_92	1.308	-1.176	-5.005	-4.099	0.311	9.137	-3.371	-1.176	-0.923	1.550	2.371
MODULE_62 MODULE_62	-2.700	-0.538	-1.078	0.971	1.535	-2.002	3.957	3.035	0.541	-2.700	-2.719
MODULE_436 MODULE_436	0.428	-1.233	-0.735	-5.751	-0.406	0.428	-0.406	-2.432	0.311	4.862	3.562
MORF_CDH4 MORF_CDH4	2.269	0.598	-1.190	-1.904	0.767	5.457	-1.514	-1.190	-4.497	1.415	-0.937
GNF2_VAV1 GNF2_VAV1	-1.492	-0.828	-1.492	-1.492	0.986	-1.492	0.381	1.863	0.986	3.629	-1.501
MODULE_324 MODULE_324	0.646	-1.442	-1.442	-2.839	0.492	1.252	-1.127	-1.442	-0.486	1.026	6.114
MORF_MAP3K14 MORF_MAP3K14	1.117	0.272	-1.904	-1.904	0.272	6.691	-2.420	-0.867	-0.867	0.389	0.881
GNF2_SPINK1 GNF2_SPINK1	0.685	-1.077	-1.077	-1.077	1.581	2.798	-0.520	-1.077	-1.077	-1.077	2.139
CAR_HPX CAR_HPX	0.464	-1.488	-1.039	-1.039	0.464	4.728	-0.710	-2.110	-1.488	0.302	3.128
MODULE_113 MODULE_113	0.434	-0.617	-2.574	-0.850	0.786	4.687	-1.983	-1.145	-1.516	0.786	2.145
MODULE_199 MODULE_199	0.847	-1.537	-1.537	-1.537	-0.645	-1.537	-0.234	-0.645	-0.234	3.914	3.329
MORF_CCNF MORF_CCNF	-0.368	2.827	0.775	1.645	0.775	-0.820	1.028	-0.820	-1.172	-3.240	-2.309
GNF2_KISS1 GNF2_KISS1	0.334	-0.471	-2.032	-1.260	0.547	6.939	-0.782	-1.260	-0.471	-0.471	0.807
MODULE_28 MODULE_28	-1.326	-0.702	1.186	0.795	2.778	-0.702	2.182	-0.363	-1.326	-1.326	-1.334
MODULE_97 MODULE_97	-1.279	-0.476	2.995	2.216	-0.324	-4.033	1.550	0.280	-0.476	-0.476	-1.293
MODULE_247 MODULE_247	0.359	-0.476	-1.534	-0.476	-0.860	1.335	-1.534	-0.476	-1.534	3.513	1.779
GCM_ERBB2IP GCM_ERBB2IP	-0.738	1.329	-1.678	2.102	0.316	-1.678	-0.738	3.036	0.730	-1.123	-1.690
MODULE_298 MODULE_298	-0.240	-1.077	-1.077	-1.077	0.372	6.068	-0.520	-0.240	-1.077	-0.240	0.679
MODULE_410 MODULE_410	-0.234	-1.492	-1.492	-1.492	0.647	0.986	-0.828	-0.453	-0.453	0.647	4.303
MODULE_105 MODULE_105	-1.133	3.953	2.665	-0.457	0.342	-2.353	0.444	-1.133	-0.740	0.562	-1.153
MODULE_426 MODULE_426	0.391	0.257	-0.751	-1.450	0.999	1.573	-3.657	-0.751	-0.751	1.908	0.985
GNF2_DNM1 GNF2_DNM1	0.881	-0.732	-1.065	-1.065	-0.313	2.631	-1.519	-0.732	-0.732	-0.488	4.059
MODULE_248 MODULE_248	2.909	-1.348	-1.717	-1.348	0.716	0.292	-1.045	-1.717	0.409	1.625	1.342
GNF2_CCNA1 GNF2_CCNA1	0.583	-1.303	-1.303	-1.892	0.820	3.093	0.239	-1.303	-0.885	0.583	1.407
MODULE_316 MODULE_316	0.520	0.343	-1.394	-1.394	-0.421	2.885	-2.001	-0.421	-0.647	-0.263	2.861
GCM_CDH5 GCM_CDH5	1.863	-1.492	-0.234	-0.828	-0.234	4.327	-0.828	-0.234	-0.828	-0.828	-0.237
MODULE_552 MODULE_552	2.403	3.188	0.304	-0.745	-0.298	-0.745	-0.745	-0.298	-0.745	-0.745	-0.300
MODULE_186 MODULE_186	4.567	-0.828	-0.828	-0.828	-0.351	0.567	-0.828	-0.351	0.256	0.567	-0.354
MODULE_320 MODULE_320	0.256	3.677	1.523	-0.351	-0.828	-0.828	-0.828	-0.351	-0.828	-0.351	0.254
GNF2_SMC1L1 GNF2_SMC1L1	-0.260	1.033	3.375	0.645	-0.550	-1.119	0.347	-0.550	-0.260	-1.119	-1.125
MODULE_318 MODULE_318	0.980	3.980	0.324	0.324	-0.279	-1.160	-0.279	-0.579	-0.579	-0.579	-1.167
MODULE_36 MODULE_36	-1.146	-0.543	0.679	2.266	0.845	-1.761	0.845	0.845	0.679	-1.428	-1.783
MODULE_545 MODULE_545	0.256	0.256	-0.828	-0.351	1.523	2.871	0.256	-0.828	-0.828	-0.351	-0.833
MODULE_257 MODULE_257	-0.357	-2.019	0.760	0.760	0.602	-2.987	0.940	-0.482	2.147	-0.482	-0.366
MODULE_462 MODULE_462	-0.621	-0.223	-0.621	-0.621	0.396	-0.621	-0.223	-0.621	0.396	3.776	0.393
