GO	[-6.60 -0.72]	[-0.72 -0.21]	[-0.21 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.51]	[0.51 6.33]
GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_DN GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_DN	-0.354	0.455	-0.354	-1.792	1.050	0.455	-1.792	-1.792	3.546	-0.354	0.439
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	-1.750	0.479	-1.750	0.754	3.652	0.479	0.479	-1.750	-0.601	-0.336	0.258
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP	0.352	-0.452	-1.232	-0.759	1.194	-0.255	2.031	3.068	-1.232	-2.002	-0.781
WELCSH_BRCA1_TARGETS_UP WELCSH_BRCA1_TARGETS_UP	-0.588	1.113	1.810	-0.588	-2.805	-0.891	1.441	-0.891	-0.891	0.238	1.396
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-0.509	-1.763	-2.636	0.461	-0.314	0.288	0.288	-0.509	-0.314	1.263	3.383
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP	1.376	-1.205	1.895	-0.299	-0.299	-1.205	-1.205	0.303	0.934	0.574	-1.226
GSE17721_12H_VS_24H_LPS_BMDC_DN GSE17721_12H_VS_24H_LPS_BMDC_DN	0.340	-0.266	1.740	-1.582	-0.501	0.905	-1.582	-0.896	0.340	-0.896	2.204
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN	-1.477	-1.477	0.920	1.248	0.643	-0.602	-1.477	-0.602	1.248	-0.954	1.998
GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_DN GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_DN	-0.955	1.849	0.825	-0.955	0.199	1.291	0.199	-0.955	-0.955	-0.955	0.806
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP	-0.580	1.292	-2.255	1.292	0.259	-0.348	0.259	-1.441	0.669	-1.441	1.633
GGAANCGGAANY_UNKNOWN GGAANCGGAANY_UNKNOWN	0.877	-0.913	-0.913	3.370	-0.913	-0.913	-0.406	0.217	-0.406	0.877	0.210
GOCC_HISTONE_DEACETYLASE_COMPLEX GOCC_HISTONE_DEACETYLASE_COMPLEX	-1.122	-1.122	2.072	-1.122	0.347	0.647	0.347	0.647	1.038	-0.550	-1.141
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	1.088	1.088	-0.767	-1.414	2.603	-0.767	-1.414	-0.767	0.216	0.216	0.415
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	-2.086	-0.493	-0.285	-0.493	-0.493	-0.493	-0.285	5.416	0.318	0.318	-0.297
WOOD_EBV_EBNA1_TARGETS_UP WOOD_EBV_EBNA1_TARGETS_UP	-1.205	-0.611	1.376	0.934	3.147	-0.299	-0.611	-1.205	-0.299	-0.611	-0.309
MIR4738_3P MIR4738_3P	-0.648	-1.012	-0.648	-0.399	1.526	3.986	-1.548	0.592	-0.648	0.381	-0.670
GSE411_UNSTIM_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP GSE411_UNSTIM_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	-1.372	0.454	0.454	-1.372	0.231	2.702	1.593	-0.735	-0.385	-0.385	-0.753
GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP	-1.624	0.558	0.864	0.864	0.558	0.558	-1.624	-0.929	1.675	-0.929	-0.542
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP	-0.652	-0.652	0.432	-1.834	-0.652	-1.096	1.822	-0.652	2.311	0.689	0.417
GSE25087_TREG_VS_TCONV_ADULT_UP GSE25087_TREG_VS_TCONV_ADULT_UP	-2.086	0.789	-0.285	-0.285	-0.813	-0.493	-0.493	-0.813	0.525	4.073	0.305
GSE14415_ACT_VS_CTRL_NATURAL_TREG_UP GSE14415_ACT_VS_CTRL_NATURAL_TREG_UP	1.139	2.115	1.593	-1.372	0.231	-0.385	-1.372	-0.735	-0.735	0.231	-0.397
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	3.147	0.934	0.303	-0.611	-0.611	-0.611	0.574	-1.205	0.574	-1.205	-0.626
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	-0.746	0.657	0.657	-0.298	-0.746	-0.746	-0.746	0.304	0.304	3.208	-0.759
HP_ABNORMALITY_OF_THE_SCROTUM HP_ABNORMALITY_OF_THE_SCROTUM	-1.372	0.231	1.593	0.231	0.454	-1.372	0.454	1.139	0.758	-0.735	-1.396
GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN	-2.171	-0.536	-0.536	-0.536	-1.371	0.479	2.241	1.383	0.727	0.479	-0.555
GSE2585_THYMIC_MACROPHAGE_VS_MTEC_UP GSE2585_THYMIC_MACROPHAGE_VS_MTEC_UP	-0.735	-0.385	0.454	3.350	-1.372	-0.385	0.231	-0.385	0.231	-1.372	1.112
GSE25087_TREG_VS_TCONV_FETUS_DN GSE25087_TREG_VS_TCONV_FETUS_DN	-0.249	1.809	1.809	-0.249	-0.863	0.947	-1.540	-1.540	-0.477	-0.249	-0.259
GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_UP GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_UP	0.890	1.854	-1.074	-2.167	1.172	-0.737	0.289	1.172	-1.533	-0.313	-0.330
DURAND_STROMA_NS_UP DURAND_STROMA_NS_UP	-0.663	0.765	0.363	0.363	-0.663	1.951	-0.663	1.298	-0.663	-0.663	-0.675
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHORYLATION GOBP_PHOSPHATIDYLINOSITOL_PHOSPHORYLATION	-0.663	-0.663	1.298	-0.663	-0.247	-0.663	-0.247	0.765	2.714	-0.247	-0.675
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	-0.543	-2.279	-0.803	0.253	0.399	1.716	0.584	2.505	0.399	-0.803	-1.191
GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_UP GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_UP	0.687	-0.521	0.687	-1.080	1.591	0.372	-1.080	-0.521	1.591	-0.521	-1.098
GSE45365_NK_CELL_VS_CD8A_DC_UP GSE45365_NK_CELL_VS_CD8A_DC_UP	-0.929	-1.624	0.864	2.726	-0.929	-0.283	0.558	0.320	-0.929	0.864	-0.542
MORF_PPP1CC MORF_PPP1CC	-0.541	0.545	0.545	-0.364	1.257	0.378	-0.778	-2.027	2.678	0.246	-2.077
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN	0.684	2.509	0.684	0.404	0.404	-1.456	-0.430	-0.799	-0.799	0.404	-1.481
GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN	0.347	-1.122	-0.550	-1.122	0.647	-0.259	-1.122	-0.259	1.038	-0.259	2.657
GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_UP GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_UP	1.386	-1.834	-1.834	0.432	-0.373	0.432	0.432	0.432	-1.096	1.386	0.229
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_UP THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_UP	-1.372	-0.385	0.454	0.231	-0.735	-0.735	-1.372	0.758	0.231	2.702	0.738
WP_EPO_RECEPTOR_SIGNALING WP_EPO_RECEPTOR_SIGNALING	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	1.261	-0.414	1.261	-0.414	2.022
GOMF_SOLUTE_CATION_SYMPORTER_ACTIVITY GOMF_SOLUTE_CATION_SYMPORTER_ACTIVITY	-0.539	-0.539	-0.539	-0.539	-0.539	-0.176	-0.176	2.383	1.610	0.477	-0.548
DELASERNA_MYOD_TARGETS_DN DELASERNA_MYOD_TARGETS_DN	-0.539	-0.176	-0.539	-0.539	2.383	0.477	-0.539	-0.539	-0.176	-0.539	1.587
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	-0.455	3.783	-0.455	-0.455	-0.455	0.187	-0.455	0.187	-0.455	0.580	0.183
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	-0.207	-0.207	-0.207	-0.207	-0.207	-0.207	5.226	-0.207	-0.207	-0.207	-0.210
HP_HYPOKALEMIA HP_HYPOKALEMIA	0.273	-0.331	-0.331	-0.331	-0.331	0.797	-0.331	3.579	-0.331	-0.331	-0.337
MIR1296_5P MIR1296_5P	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	4.482	-0.248	0.361	-0.252
