GO	[-2.13 -0.33]	[-0.33 -0.22]	[-0.22 -0.15]	[-0.15 -0.10]	[-0.10 -0.04]	[-0.04 0.02]	[0.02 0.07]	[0.07 0.14]	[0.14 0.23]	[0.23 0.39]	[0.39 2.90]
GOBP_VIRAL_GENE_EXPRESSION GOBP_VIRAL_GENE_EXPRESSION	0.720	2.218	2.218	0.523	0.361	1.219	-0.380	-2.069	-1.121	-3.797	-2.042
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.782	2.234	1.378	0.285	0.476	-0.539	-0.318	-2.176	-0.318	-2.176	-2.157
GOCC_CYTOSOLIC_RIBOSOME GOCC_CYTOSOLIC_RIBOSOME	1.476	2.891	1.899	-0.286	0.316	-0.496	-0.286	-1.306	-0.817	-2.092	-2.073
GOBP_TRANSLATIONAL_INITIATION GOBP_TRANSLATIONAL_INITIATION	1.036	3.702	1.635	-0.340	0.579	0.265	-0.741	-1.967	-0.511	-1.444	-2.637
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.105	2.105	1.287	0.257	0.435	-0.583	-0.350	-1.446	-0.350	-2.261	-2.241
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	0.824	3.145	1.435	0.583	0.583	-0.592	-0.377	-2.813	-0.592	-1.319	-1.894
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	1.816	2.723	1.427	-0.437	0.542	-0.698	-0.261	-1.625	-0.698	-1.075	-2.451
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	1.332	2.169	1.726	-0.334	0.694	-0.560	0.271	-2.219	-0.901	-1.411	-1.395
GOCC_FICOLIN_1_RICH_GRANULE GOCC_FICOLIN_1_RICH_GRANULE	3.884	1.122	0.819	0.361	-1.046	0.361	-0.674	-2.431	-1.046	-0.248	-1.031
GOMF_MRNA_3_UTR_BINDING GOMF_MRNA_3_UTR_BINDING	-0.432	1.459	-0.219	1.459	1.950	-0.219	-1.460	-1.460	-1.460	-0.802	0.409
GOBP_CYTOPLASMIC_TRANSLATION GOBP_CYTOPLASMIC_TRANSLATION	0.369	2.091	2.597	-0.242	-0.242	0.888	-1.202	-1.202	-0.735	-0.735	-1.948
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.585	1.712	1.340	-0.288	0.314	-0.474	-0.288	-1.697	-0.474	-1.697	-1.678
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX	0.606	0.606	2.271	0.606	0.606	0.606	0.248	-0.571	-1.879	-2.770	-1.270
GOMF_SINGLE_STRANDED_RNA_BINDING GOMF_SINGLE_STRANDED_RNA_BINDING	0.823	0.823	2.091	-0.553	1.608	-0.965	-0.553	-1.670	-1.670	-0.553	0.307
