	logFC	SE	t.value	p.value
AAK1_+_69870290.23-P1P2	-0.652208786226366	0.815096361230972	-0.800161572603992	0.50755870747617
ABCC11_-_48280980.23-P2	-0.362702169031379	0.866993409589872	-0.418344782116572	0.716336477097456
ABCD3_-_94883974.23-P1P2	-0.362702169031379	0.126723166367007	-2.8621615086617	0.103469434735557
ABHD4_-_23067680.23-P1P2	0.00578062805172485	0.419471325928804	0.0137807466074713	0.990256003231177
ABLIM1_+_116418018.23-ENST00000277895.5	1.22226033168978	0.417167015743778	2.92990645367918	0.0994214045614443
ACRV1_+_125550697.23-P1P2	0.208887420360051	0.111164801539266	1.87907878633928	0.20100211360075
ACTA1_-_229569824.23-P1	0.798261878412302	0.579730455877575	1.37695349678312	0.302394738942295
AFAP1L2_+_116164197.23-P1P2	1.22226033168978	0.866993409589872	1.40976888425019	0.294007011652147
AGPAT4_-_161695108.23-P1P2	-1.09966776319759	0.337720854356434	-3.25614408767599	0.082775378809432
ALDH3B1_+_67777856.23-P1P2	1.833456542358	0.942793630603179	1.94470611896794	0.191240541492469
AMN_+_103395419.23-P2	0.0488589499265849	0.589528509520333	0.0828780103719474	0.941496771972446
ANGPT2_+_6420366.23-P1P2	1.833456542358	0.775753074149041	2.36345378891241	0.141889604603417
ANGPTL6_-_10213192.23-P1P2	0.00578062805172485	0.419471325928804	0.0137807466074713	0.990256003231177
ANKAR_-_190539475.23-P1P2	-0.786700622308856	0.579730455877575	-1.35701102871674	0.307636524332234
ANKRD49_+_94227214.23-P1P2	0.429779081329199	1.26474457393166	0.339814924046808	0.766364634063092
ANP32B_-_100746010.23-P1P2	0.00578062805172223	0.696633543508975	0.00829794675491069	0.99413256658069
APH1B_-_63569807.23-P1P2	-0.181417129339025	0.325038124709018	-0.558141078070254	0.632891008457598
APOBEC3F_-_39437244.23-P1P2	0.827119627340447	0.370145652587012	2.23457879772345	0.15500667638756
APOBEC3G_-_39473646.23-P1P2	-0.48847155252936	1.11329018178403	-0.438763909465717	0.703680840708493
ARHGEF10_-_1772493.23-P1P2	2.52797768773095	1.21759990646594	2.07619734060949	0.173517880557298
ARL15_+_53606225.23-P1P2	-1.58509459036783	0.815096361230972	-1.94467141035201	0.191245534601767
ARL4D_+_41476709.23-P1P2	2.80722283241094	0.11561404041376	24.2809854440208	0.001691858923108
ARMCX6_-_100872948.23-P1P2	-0.731184966114482	0.696633543508975	-1.04959770158564	0.404027661333152
ATXN1_-_16761442.23-P1P2	-1.09966776319758	0.126723166367007	-8.67771690625851	0.0130209190978773
BCR_+_23522602.23-P1P2	-0.362702169031379	0.126723166367007	-2.8621615086617	0.103469434735557
BOP1_-_145512657.23-P2	-0.731184966114483	0.954764371274222	-0.765827661895939	0.523815254501368
BPIFA2_+_31755961.23-P1P2	-1.09966776319758	0.126723166367007	-8.67771690625851	0.0130209190978773
BRCC3_+_154300154.23-P1P2	1.95922592585598	0.126723166367007	15.4606768598396	0.00415745984306066
C12orf61_+_62997180.23-P1P2	1.22226033168978	0.417167015743778	2.92990645367918	0.0994214045614443
C14orf159_-_91580717.23-P1P2	0.374263425134826	0.57043918305064	0.656096979757439	0.579153703681268
C17orf96_+_36831156.23-P1P2	-0.0419291544876175	1.36583658394522	-0.0306985147275123	0.978297984450042
C19orf40_-_33463225.23-P1P2	-4.96095932399211	3.30371476600105	-1.50163064167826	0.272021221376158
C2_-_31895533.23-P1	1.30623265034682	0.604575363765115	2.16057869479164	0.163301428549572
C4orf51_+_146601766.23-P1P2	-2.25400629889234	0.834496343418294	-2.70103795740961	0.114085454175197
C7orf71_+_26678435.23-P1P2	0.374263425134825	0.126723166367007	2.95339388893511	0.0980704286312601
C7orf73_-_135347263.23-P1P2	-0.9738983796996	0.805607676301076	-1.20889908121435	0.350226743773091
CALM2_-_47403403.23-P1P2	1.22226033168978	0.126723166367007	9.64512146224279	0.0105791324787383
CAPN11_+_44126596.23-P1	1.59074312877288	0.649206902212801	2.45028683975923	0.133904167915788
CAPN3_+_42652246.23-ENST00000349748.3	-0.973898379699602	0.709786036407119	-1.37210135131623	0.30365992039841
CATSPER2_+_43940624.23-P1P2	0.00578062805172485	0.419471325928804	0.0137807466074713	0.990256003231177
CAV1_+_116165104.23-P2	-0.0419291544876187	1.35598060542013	-0.030921647640106	0.978140317918278
CCDC11_-_47792838.23-P1P2	2.77069110131607	0.934023079531359	2.96640539407897	0.0973332362257321
CCDC152_-_42756987.23-P1P2	0.374263425134825	0.866993409589872	0.431679665606534	0.708054347087287
CD274_+_5450537.23-P1P2	-1.94766466975254	0.186597444157247	-10.4377885696614	0.00905426759236413
CDC14B_-_99382112.23-P1P2	0.4297790813292	1.02578608510545	0.41897534736496	0.71594339035671
CDH5_+_66400649.23-P1P2	-0.6054155826165	0.932134166338161	-0.649494036888319	0.582648268487274
CDK6_-_92463259.23-P2	0.569267056180609	0.606797762870799	0.938149563187856	0.447202026663834
CDKN2D_+_10679673.23-P1P2	-0.00498595272309806	0.938357630401797	-0.00531348876117	0.996242822584375
CEACAM16_+_45202688.23-ENST00000587331.1	1.833456542358	0.709786036407119	2.58311159745945	0.122854018162028
CECR5_-_17639981.23-P1P2	-1.58509459036783	0.405126380355152	-3.912592877754	0.059548482973175
CEP170_+_243418462.23-P1P2	-0.731184966114482	0.60124592166884	-1.21611630077253	0.347993820615101
CERS6_-_169312772.23-P1P2	-0.307186512837004	0.928045188209117	-0.331003831214074	0.772103993205976
CGB2_-_49535595.23-ENST00000359342.6	0.616976838719948	0.420566979107847	1.4670120798089	0.280056343607924
CHRNB4_+_78933567.23-P1P2	-0.521443263959464	1.09626684160598	-0.475653594699237	0.681210378725005
CHRND_-_233390951.23-P1P2	1.22226033168978	0.57043918305064	2.14266545498028	0.165400328445007
CKM_-_45826086.23-P1	0.853777534606675	0.4706827066252	1.81391311511797	0.211363053710188
CLDN20_+_155585305.23-P1P2	2.62593779271858	0.209333182736319	12.5442978432439	0.00629493681258236
COL17A1_+_105845226.23-P1P2	-0.731184966114482	0.649206902212801	-1.12627417179679	0.377025441014597
COL27A1_-_116918272.23-P1P2	1.833456542358	0.864291815701375	2.12133970153373	0.167947369431334
CPNE5_+_36807795.23-P1P2	0.304009697831218	0.294770991181999	1.03134198047159	0.410773911174038
CPT2_-_53662888.23-P1P2	-0.6054155826165	0.324135571855925	-1.86778507261647	0.202748627345735
CREBL2_+_12765011.23-P1P2	-0.362702169031379	0.126723166367007	-2.8621615086617	0.103469434735557
CRTC1_+_18794936.23-P1P2	0.00578062805172449	0.603974333190007	0.00957098296080395	0.993232448027245
CRYBA1_+_27574104.23-P1P2	2.01474158205036	1.20145434136111	1.67691897452206	0.235554222405479
