GO	[-6.82 -0.76]	[-0.76 -0.25]	[-0.25 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.35]	[0.35 0.84]	[0.84 8.92]
chrYp11 chrYp11	-1.331	-3.631	-3.631	-0.271	3.256	7.727	6.055	-0.392	-4.726	-1.011	-3.637
chrXq27 chrXq27	-0.576	-1.196	-3.273	0.539	3.198	1.277	3.198	0.367	-2.323	-0.841	-1.199
chr7q34 chr7q34	0.262	-0.759	-3.634	-0.594	1.743	1.998	4.254	-0.759	-0.956	-0.456	-0.960
chr16q22 chr16q22	-0.446	4.694	1.771	-0.581	-1.440	-0.940	-2.543	0.363	0.752	0.752	-2.126
MT MT	-1.532	0.614	1.332	1.788	-1.532	-1.532	-1.532	1.332	0.614	0.359	-0.861
chr13q31 chr13q31	0.576	-1.706	-2.990	-0.676	0.997	2.202	2.973	-0.475	-1.706	-0.475	0.410
chr10p12 chr10p12	-0.901	-1.868	-1.483	4.128	-0.685	-0.685	1.696	-1.164	0.341	-0.685	2.281
chr5p15 chr5p15	-0.501	-1.872	-0.381	0.832	1.197	0.832	4.058	0.539	-1.024	-1.872	-1.877
chr15q15 chr15q15	-0.749	1.844	1.573	-1.249	-1.975	-0.975	-1.579	-0.417	3.138	0.301	0.413
chrXq23 chrXq23	1.277	-0.576	-2.323	-1.196	2.333	0.994	0.994	0.748	-1.673	-0.841	-0.578
chr2p12 chr2p12	-0.782	-2.029	-0.270	-0.782	3.489	0.334	2.410	-0.471	-0.471	-0.270	-0.783
chr16q24 chr16q24	0.967	0.967	0.967	-0.551	-3.256	-1.632	-1.274	0.321	1.710	0.768	-0.401
chr1q22 chr1q22	1.062	-0.389	-0.389	1.727	-2.817	-1.330	-0.605	1.062	1.062	-0.240	-0.607
chr21q11 chr21q11	-0.392	-1.864	-1.123	-0.392	2.204	0.226	2.204	-0.675	-0.675	0.226	0.652
chr1p35 chr1p35	-0.624	0.519	2.127	-1.762	-1.762	-0.829	-1.389	0.860	0.860	1.067	0.517
