GO	[-6.76 -0.61]	[-0.61 -0.44]	[-0.44 -0.22]	[-0.22 -0.10]	[-0.10 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.34]	[0.34 0.87]	[0.87 8.56]
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP	-4.402	-5.971	0.341	2.358	1.194	-4.402	2.358	2.358	8.057	-1.373	-8.317
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-5.123	-4.402	0.341	4.263	5.818	-4.402	1.010	3.569	1.010	-1.373	-6.991
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	-5.123	-5.971	-1.373	3.244	7.123	-4.402	1.010	3.569	1.194	-0.264	-5.119
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN	-5.933	-2.316	0.859	2.390	3.611	-4.369	1.417	5.066	1.636	-3.206	-6.951
GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN	-5.820	-3.654	0.609	3.084	4.090	-4.982	0.285	2.779	3.740	-0.685	-6.832
GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP	-3.235	-5.971	-0.586	2.358	7.584	-5.123	0.559	5.013	1.194	-1.373	-3.775
GSE21063_WT_VS_NFATC1_KO_BCELL_DN GSE21063_WT_VS_NFATC1_KO_BCELL_DN	-3.235	-5.123	0.559	10.070	3.569	-5.971	0.559	1.394	-0.264	-0.457	-4.398
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP	-1.354	-4.369	-0.447	3.954	7.189	-1.951	1.029	3.954	-0.342	-4.369	-6.951
GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP	-4.369	-5.933	0.571	2.390	4.681	-3.747	0.707	1.636	5.464	-2.316	-4.365
GSE27786_NKCELL_VS_ERYTHROBLAST_UP GSE27786_NKCELL_VS_ERYTHROBLAST_UP	-3.747	-5.088	0.453	6.738	0.707	-5.088	0.453	4.681	2.123	-0.447	-5.929
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN	-4.369	-3.747	1.417	3.954	5.066	-6.955	0.859	0.571	1.871	-0.447	-5.929
