GO	[-5.46 -0.65]	[-0.65 -0.36]	[-0.36 -0.21]	[-0.21 -0.09]	[-0.09 0.00]	[0.00 0.01]	[0.01 0.13]	[0.13 0.29]	[0.29 0.54]	[0.54 1.06]	[1.06 6.41]
MORF_NPM1 MORF_NPM1	-4.577	-0.925	0.520	4.311	3.921	-3.814	9.652	2.533	-5.517	-6.759	-6.799
MORF_RFC4 MORF_RFC4	0.679	7.855	8.954	1.044	0.293	-5.083	-0.567	-0.744	-4.172	-5.083	-6.333
GCM_MLL GCM_MLL	-4.195	-0.309	1.392	5.782	0.293	-7.223	3.063	3.403	-0.704	-1.697	-5.992
GNF2_HCK GNF2_HCK	-2.134	-3.866	-2.850	-0.855	-2.134	-2.850	-0.606	0.867	1.113	5.189	8.129
MORF_RAB1A MORF_RAB1A	-5.661	-1.208	0.427	0.681	1.400	-3.516	2.396	5.993	2.396	-1.777	-5.702
MODULE_92 MODULE_92	1.308	-1.176	-5.005	-4.099	0.711	7.489	-3.371	-1.176	-0.923	1.550	2.371
MODULE_62 MODULE_62	-2.700	-0.538	-1.078	0.971	1.865	-2.700	3.957	3.035	0.541	-2.700	-2.719
MORF_MAP2K7 MORF_MAP2K7	2.448	0.541	-1.556	-2.264	1.013	6.625	-3.207	-1.029	-2.264	1.207	-1.047
MODULE_436 MODULE_436	0.428	-1.233	-0.735	-5.751	-0.735	0.731	-0.406	-2.432	0.311	4.862	3.562
MODULE_324 MODULE_324	0.646	-1.442	-1.442	-2.839	-0.656	2.727	-1.127	-1.442	-0.486	1.026	6.114
GNF2_VAV1 GNF2_VAV1	-1.492	-0.828	-1.492	-1.492	0.986	-1.492	0.381	1.863	0.986	3.629	-1.501
MODULE_199 MODULE_199	0.847	-1.537	-1.537	-1.537	-0.398	-2.365	-0.234	-0.645	-0.234	3.914	3.329
GNF2_SPINK1 GNF2_SPINK1	0.685	-1.077	-1.077	-1.077	1.090	3.515	-0.520	-1.077	-1.077	-1.077	2.139
MODULE_298 MODULE_298	-0.240	-1.077	-1.077	-1.077	-0.520	8.092	-0.520	-0.240	-1.077	-0.240	0.679
MORF_MAP3K14 MORF_MAP3K14	1.117	0.272	-1.904	-1.904	0.531	5.639	-2.420	-0.867	-0.867	0.389	0.881
MORF_CCNF MORF_CCNF	-0.368	2.827	0.775	1.645	0.775	-0.820	1.028	-0.820	-1.172	-3.240	-2.309
GNF2_KISS1 GNF2_KISS1	0.334	-0.471	-2.032	-1.260	0.547	6.939	-0.782	-1.260	-0.471	-0.471	0.807
MODULE_113 MODULE_113	0.434	-0.617	-2.574	-0.850	1.837	2.910	-1.983	-1.145	-1.516	0.786	2.145
MODULE_28 MODULE_28	-1.326	-0.702	1.186	0.795	2.778	-0.702	2.182	-0.363	-1.326	-1.326	-1.334
MODULE_410 MODULE_410	-0.234	-1.492	-1.492	-1.492	-0.234	1.863	-0.828	-0.453	-0.453	0.647	4.303
GCM_ERBB2IP GCM_ERBB2IP	-0.738	1.329	-1.678	2.102	0.316	-1.678	-0.738	3.036	0.730	-1.123	-1.690
GNF2_HPX GNF2_HPX	1.709	-1.169	-1.169	-1.169	0.341	1.998	-0.904	-2.905	-0.904	0.981	2.959
MODULE_247 MODULE_247	0.359	-0.476	-1.534	-0.476	-0.476	0.942	-1.534	-0.476	-1.534	3.513	1.779
MODULE_97 MODULE_97	-1.279	-0.476	2.995	2.216	-0.476	-3.000	1.550	0.280	-0.476	-0.476	-1.293
MODULE_426 MODULE_426	0.391	0.257	-0.751	-1.450	0.559	2.274	-3.657	-0.751	-0.751	1.908	0.985
GNF2_CCNA1 GNF2_CCNA1	0.583	-1.303	-1.303	-1.892	0.583	3.600	0.239	-1.303	-0.885	0.583	1.407
MODULE_512 MODULE_512	1.335	-1.534	-1.534	-0.250	-0.476	1.793	-0.860	-0.250	-1.534	1.335	0.933
MODULE_248 MODULE_248	2.909	-1.348	-1.717	-1.348	0.716	0.292	-1.045	-1.717	0.409	1.625	1.342
MODULE_552 MODULE_552	2.403	3.188	0.304	-0.745	-0.745	-0.298	-0.745	-0.298	-0.745	-0.745	-0.300
GNF2_DNM1 GNF2_DNM1	0.881	-0.732	-1.065	-1.065	0.446	1.823	-1.519	-0.732	-0.732	-0.488	4.059
MODULE_239 MODULE_239	-1.933	-0.343	1.092	3.718	0.516	-1.933	0.682	-0.343	0.377	-0.343	-1.952
MODULE_102 MODULE_102	-0.324	3.863	1.058	-0.787	-0.787	-0.787	0.609	0.279	-0.787	-0.324	-0.791
MODULE_186 MODULE_186	4.567	-0.828	-0.828	-0.828	0.567	-0.351	-0.828	-0.351	0.256	0.567	-0.354
GCM_CDH5 GCM_CDH5	1.863	-1.492	-0.234	-0.828	0.381	3.629	-0.828	-0.234	-0.828	-0.828	-0.237
MODULE_320 MODULE_320	0.256	3.677	1.523	-0.351	-0.828	-0.828	-0.828	-0.351	-0.828	-0.351	0.254
GNF2_SMC1L1 GNF2_SMC1L1	-0.260	1.033	3.375	0.645	-0.550	-1.119	0.347	-0.550	-0.260	-1.119	-1.125
MODULE_545 MODULE_545	0.256	0.256	-0.828	-0.351	0.992	3.677	0.256	-0.828	-0.828	-0.351	-0.833
MODULE_318 MODULE_318	0.980	3.980	0.324	0.324	-0.279	-1.160	-0.279	-0.579	-0.579	-0.579	-1.167
MODULE_36 MODULE_36	-1.146	-0.543	0.679	2.266	0.679	-1.428	0.845	0.845	0.679	-1.428	-1.783
