GO	[-22.08 -0.63]	[-0.63 -0.19]	[-0.19 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.30]	[0.30 0.73]	[0.73 24.45]
NABA_ECM_GLYCOPROTEINS NABA_ECM_GLYCOPROTEINS	0.386	0.765	-1.042	8.869	-4.933	-8.094	-8.094	-5.768	0.386	3.431	5.673
DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS	2.206	0.750	-3.110	5.200	-5.805	-8.135	-8.135	-2.235	-0.317	1.483	9.831
HALLMARK_KRAS_SIGNALING_DN HALLMARK_KRAS_SIGNALING_DN	0.442	-0.351	-0.737	18.409	-3.226	-6.977	-8.302	-3.226	1.008	0.341	2.356
GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_UP GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_UP	-0.917	-0.457	4.988	0.341	-8.302	-8.302	-8.302	-0.264	6.639	0.558	3.239
ERBB2_UP.V1_UP ERBB2_UP.V1_UP	-0.769	-0.361	-0.361	1.631	-7.886	-7.886	-7.886	-1.183	5.954	6.387	2.405
GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP	-1.109	0.263	5.041	-0.447	-6.938	-8.260	-8.260	-1.109	4.658	3.936	2.388
GOMF_METALLOPEPTIDASE_ACTIVITY GOMF_METALLOPEPTIDASE_ACTIVITY	-0.411	0.502	0.293	10.297	-7.636	-7.636	-7.636	-1.611	2.605	0.782	2.052
GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN	1.390	-0.585	-0.585	8.493	-5.955	-8.302	-6.977	-2.335	0.341	2.627	4.620
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_UP GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_UP	-2.335	0.558	0.841	2.921	-5.955	-8.302	-8.302	-0.737	6.639	1.390	2.929
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN	2.381	-0.447	-2.310	10.092	-2.724	-8.260	-8.260	-1.628	0.452	1.631	2.966
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	2.479	-0.417	-2.643	12.574	-3.110	-8.135	-5.805	-1.877	-0.538	2.206	2.213
GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_DN GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_DN	-1.649	0.692	1.838	0.692	-5.955	-8.302	-8.302	-0.585	8.493	1.008	2.635
PRC2_EZH2_UP.V1_UP PRC2_EZH2_UP.V1_UP	-0.632	2.066	-0.286	5.420	-4.827	-7.969	-7.969	-2.994	1.363	1.363	4.643
GSE11924_TH1_VS_TH2_CD4_TCELL_DN GSE11924_TH1_VS_TH2_CD4_TCELL_DN	-0.573	1.211	1.211	1.865	-8.260	-8.260	-8.260	1.211	4.290	-0.724	2.669
DESCARTES_FETAL_PLACENTA_MEGAKARYOCYTES DESCARTES_FETAL_PLACENTA_MEGAKARYOCYTES	-0.447	1.631	2.381	-1.628	-6.938	-8.260	-6.938	-0.447	7.150	0.858	2.966
GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_DN GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_DN	-0.871	1.253	0.596	11.345	-5.843	-6.859	-8.177	-0.697	1.459	-0.550	2.182
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	1.505	0.479	-2.378	6.643	-2.823	-3.336	-5.432	-4.617	-1.363	0.370	12.401
GSE22886_IL2_VS_IL15_STIM_NKCELL_UP GSE22886_IL2_VS_IL15_STIM_NKCELL_UP	0.780	-0.301	-1.025	12.768	-4.191	-5.730	-8.052	-1.524	-0.516	2.269	2.554
GSE20715_0H_VS_24H_OZONE_LUNG_DN GSE20715_0H_VS_24H_OZONE_LUNG_DN	-1.992	-0.271	3.512	1.811	-4.423	-8.344	-8.344	-0.751	5.327	0.825	2.893
GSE21380_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP GSE21380_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP	-0.585	1.390	-0.917	3.230	-5.955	-8.302	-8.302	-0.457	5.382	1.606	2.092
GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN	-1.256	0.942	1.122	6.141	-6.740	-8.052	-8.052	-0.398	0.780	1.761	2.554
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP	1.274	-0.417	-0.684	9.297	-3.110	-8.135	-6.819	-2.643	1.483	0.484	3.733
