GO	[-22.08 -0.63]	[-0.63 -0.19]	[-0.19 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.30]	[0.30 0.73]	[0.73 24.45]
DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS	2.206	0.750	-3.110	5.200	-5.805	-8.135	-8.135	-2.235	-0.317	1.483	9.831
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN	2.381	-0.447	-2.310	10.092	-2.724	-8.260	-8.260	-1.628	0.452	1.631	2.966
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	2.479	-0.417	-2.643	12.574	-3.110	-8.135	-5.805	-1.877	-0.538	2.206	2.213
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	2.958	1.413	-1.109	9.064	-4.357	-8.260	-6.938	-3.197	0.452	2.381	0.573
GOMF_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY GOMF_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	4.385	1.459	-1.075	5.547	-5.003	-8.177	-6.859	-0.550	-1.312	2.446	1.068
GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_DN	2.188	-0.451	-0.451	15.882	-2.880	-5.507	-3.993	-2.880	-0.928	0.351	1.461
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	2.206	0.609	0.377	8.792	-3.110	-6.819	-6.819	-3.110	-0.684	0.908	2.486
DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS	2.983	0.355	-1.530	6.142	-3.283	-4.695	-5.640	-2.272	0.468	0.753	3.329
MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3 MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3	2.004	-0.551	-0.981	6.125	-1.632	-5.225	-5.225	-1.274	0.768	1.190	1.194
GSE36095_WT_VS_HDAC9_KO_TREG_DN GSE36095_WT_VS_HDAC9_KO_TREG_DN	2.448	-0.365	0.644	1.812	-1.207	-5.100	-5.100	-1.555	0.644	1.270	1.274
chr2q21 chr2q21	2.099	-0.579	-1.604	-0.429	-0.311	7.599	-0.579	-0.766	-0.995	-1.271	-0.577
DESCARTES_FETAL_EYE_LENS_FIBRE_CELLS DESCARTES_FETAL_EYE_LENS_FIBRE_CELLS	2.545	0.714	-1.503	2.545	-1.503	-1.503	-0.377	-1.503	-0.554	1.489	-0.552
