GO	[-5.24 -0.62]	[-0.62 -0.21]	[-0.21 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.31]	[0.31 0.70]	[0.70 8.14]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-8.302	0.558	48.721	2.085	-8.302	-8.302	-8.302	2.085	0.692	-8.302	-8.292
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-5.955	2.627	47.722	1.191	-8.302	-8.302	-8.302	1.390	-0.585	-5.955	-6.968
GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN	-5.145	4.937	40.753	-0.597	-8.344	-8.344	-8.344	0.432	1.368	-3.255	-5.983
MORF_PRKDC MORF_PRKDC	-4.757	1.015	33.135	1.203	-6.582	-7.886	-7.886	5.127	0.844	-7.886	-7.876
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	-5.507	0.580	30.087	2.188	-7.803	-7.803	-7.803	4.455	1.683	-6.504	-7.793
MORF_ANP32B MORF_ANP32B	-8.219	-0.437	16.666	2.697	-8.219	-8.219	-8.219	9.652	5.903	-5.880	-6.889
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	-4.390	3.553	37.313	0.558	-6.977	-8.302	-8.302	1.191	0.692	-4.390	-5.946
MORF_DAP3 MORF_DAP3	-5.768	0.496	25.647	1.102	-8.094	-8.094	-8.094	4.118	5.254	-4.224	-8.084
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP	-6.977	6.207	32.937	0.558	-8.302	-6.977	-6.977	-1.127	2.921	-3.226	-5.101
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	-4.390	6.207	34.661	0.558	-8.302	-8.302	-8.302	0.341	0.692	-3.226	-5.101
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	-6.388	1.910	43.620	0.367	-6.388	-6.388	-6.388	0.487	0.267	-4.257	-4.251
MORF_G22P1 MORF_G22P1	-7.137	-0.688	27.141	1.886	-7.137	-7.137	-7.137	5.756	2.744	-5.875	-5.867
MORF_HAT1 MORF_HAT1	-7.220	0.955	35.573	1.146	-7.220	-7.220	-7.220	2.090	0.784	-4.988	-3.532
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN	-7.017	1.368	24.713	0.432	-8.344	-8.344	-8.344	4.937	4.197	-3.799	-5.136
MORF_PPP1CC MORF_PPP1CC	-5.640	1.327	35.501	0.355	-5.640	-6.887	-6.887	4.047	0.355	-5.640	-5.632
MORF_NPM1 MORF_NPM1	-6.721	-3.157	4.654	1.928	-6.721	-6.721	-6.721	11.226	17.109	-3.790	-6.713
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	-6.977	-2.335	8.011	-0.351	-6.977	-6.977	-6.977	12.767	17.083	-1.969	-5.946
