GO	[-5.07 -0.98]	[-0.98 -0.44]	[-0.44 -0.08]	[-0.08 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.40]	[0.40 0.94]	[0.94 4.44]
BURTON_ADIPOGENESIS_3 BURTON_ADIPOGENESIS_3	-1.625	-0.283	0.557	-0.526	3.334	0.557	0.320	1.237	-0.929	-1.625	-0.946
FOSTER_KDM1A_TARGETS_DN FOSTER_KDM1A_TARGETS_DN	-0.341	0.264	-0.673	-1.289	0.841	-0.673	-0.673	4.344	-1.289	0.510	0.257
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN	0.609	2.591	1.443	-0.581	-1.164	-0.279	-0.279	-1.164	0.609	-1.164	-0.592
CHUNG_BLISTER_CYTOTOXICITY_UP CHUNG_BLISTER_CYTOTOXICITY_UP	1.221	-0.997	-0.463	-0.463	-0.203	1.757	1.757	-0.997	-0.997	-0.203	-0.472
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	0.215	0.720	0.215	-1.415	0.215	3.233	-0.408	-1.415	-0.767	-0.408	0.705
PID_LKB1_PATHWAY PID_LKB1_PATHWAY	1.831	-0.705	-0.705	1.212	0.708	-0.272	0.708	-0.272	-0.705	-0.705	-0.714
BIOCARTA_CALCINEURIN_PATHWAY BIOCARTA_CALCINEURIN_PATHWAY	-0.373	0.713	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	1.386	2.237	-0.378
KEGG_CARDIAC_MUSCLE_CONTRACTION KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.290	-0.290	-0.290	-0.290	-0.290	2.730	1.707	-0.290	-0.290	-0.290	-0.294
REACTOME_EGFR_DOWNREGULATION REACTOME_EGFR_DOWNREGULATION	-0.497	-0.497	1.055	0.166	-0.497	0.525	-0.497	-0.497	2.560	0.166	-0.504
REACTOME_O_LINKED_GLYCOSYLATION REACTOME_O_LINKED_GLYCOSYLATION	-0.456	-0.456	-0.456	1.151	-0.456	0.579	0.579	1.882	-0.456	-0.456	-0.462
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	-0.373	-0.373	-0.373	-0.373	3.259	-0.373	0.240	0.240	0.713	-0.373	-0.378
