GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.433	-4.235	-0.771	-0.771	-0.553	-1.408	-1.052	1.667	-0.385	0.346	14.121
REACTOME_HATS_ACETYLATE_HISTONES REACTOME_HATS_ACETYLATE_HISTONES	1.593	0.713	-0.438	-0.986	-1.424	-0.438	-1.424	-0.986	-0.276	-1.424	6.785
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	0.865	-1.498	-0.301	-0.728	-0.728	-0.413	-2.285	-0.413	0.865	-0.939	7.357
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	-0.958	-1.658	-0.300	-0.958	-0.958	0.302	-0.300	-0.549	0.302	0.527	6.821
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	-0.755	-1.225	-0.256	-1.225	-1.990	0.351	0.848	-0.451	0.351	-0.256	5.571
GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	2.055	0.293	-0.687	-0.687	-2.777	0.389	0.634	-1.328	0.951	-1.950	2.931
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	-0.746	1.129	0.304	-0.746	-0.746	-0.746	-0.746	0.655	-0.746	-0.298	4.063
KCCGNSWTTT_UNKNOWN KCCGNSWTTT_UNKNOWN	2.030	-1.381	1.137	-0.752	-1.029	-0.250	-0.752	-0.373	-0.752	-1.029	3.607
GSE10240_IL22_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP GSE10240_IL22_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP	0.752	0.277	1.096	-1.660	-1.367	-1.660	-0.715	-0.432	0.607	-0.326	3.853
TERAO_AOX4_TARGETS_HG_UP TERAO_AOX4_TARGETS_HG_UP	1.032	0.644	0.347	-1.119	-0.550	-0.550	-1.119	-1.119	1.032	-0.550	2.056
GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL6_STIM_MACROPHAGE_DN GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL6_STIM_MACROPHAGE_DN	1.116	0.285	-0.548	-1.097	-2.360	0.379	-1.347	-0.701	0.379	1.317	2.893
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	-0.378	-0.378	-0.378	0.236	-0.870	-0.378	0.236	1.436	-0.870	-0.870	3.503
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION	0.236	-0.378	0.236	-0.870	0.236	-0.870	-0.378	0.527	-0.870	-0.378	4.357
GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_DN GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_DN	-2.077	1.149	-2.497	0.632	0.284	-0.558	0.785	-0.910	0.498	0.284	2.106
