GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.433	-4.235	-0.771	-0.771	-0.553	-1.408	-1.052	1.667	-0.385	0.346	14.121
REACTOME_HATS_ACETYLATE_HISTONES REACTOME_HATS_ACETYLATE_HISTONES	1.593	0.713	-0.438	-0.986	-1.424	-0.438	-1.424	-0.986	-0.276	-1.424	6.785
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	0.865	-1.498	-0.301	-0.728	-0.728	-0.413	-2.285	-0.413	0.865	-0.939	7.357
GCM_CSNK2B GCM_CSNK2B	3.729	0.488	0.337	0.337	-0.404	-3.819	2.075	-0.833	-0.589	-0.833	-0.831
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	-0.958	-1.658	-0.300	-0.958	-0.958	0.302	-0.300	-0.549	0.302	0.527	6.821
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	-0.755	-1.225	-0.256	-1.225	-1.990	0.351	0.848	-0.451	0.351	-0.256	5.571
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	-1.326	-0.702	-1.326	0.247	-1.326	0.480	-1.326	0.794	2.178	0.480	1.650
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN	-0.495	3.245	-1.793	1.166	-1.223	-0.800	0.531	-0.380	0.415	-3.006	1.829
CAVIN1_TARGET_GENES CAVIN1_TARGET_GENES	2.351	1.547	0.907	-0.527	-1.784	-0.810	1.206	-2.654	-0.810	-0.527	0.276
GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	2.055	0.293	-0.687	-0.687	-2.777	0.389	0.634	-1.328	0.951	-1.950	2.931
