GO	[-7.27 -0.76]	[-0.76 -0.25]	[-0.25 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.35]	[0.35 0.84]	[0.84 8.92]
HAY_BONE_MARROW_FOLLICULAR_B_CELL HAY_BONE_MARROW_FOLLICULAR_B_CELL	2.028	0.659	-0.453	-0.608	-4.706	-4.706	-5.890	-0.453	0.832	1.485	6.418
DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS	2.073	0.468	-1.530	-1.238	-2.272	-2.738	-4.695	-1.530	0.355	4.435	7.099
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	2.221	-0.266	-1.574	-0.500	-1.574	-0.892	-1.574	-0.266	-0.892	-0.892	9.020
REACTOME_O_LINKED_GLYCOSYLATION REACTOME_O_LINKED_GLYCOSYLATION	3.070	0.526	-0.345	-1.235	-3.480	-2.098	-2.701	0.380	0.526	-0.493	5.345
GOBP_CILIUM_MOVEMENT GOBP_CILIUM_MOVEMENT	2.385	0.451	0.337	-2.477	-2.477	-1.336	-4.366	-0.493	1.325	2.697	1.565
GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	2.513	-0.671	0.765	-0.407	-1.855	-2.616	-1.042	-0.671	-0.671	-0.671	7.432
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	2.172	0.388	-0.585	-0.585	-1.889	-1.300	-1.300	0.239	-1.300	-0.585	7.271
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	2.349	0.442	-0.457	-0.585	-1.649	-2.751	-1.649	-1.127	-0.457	1.390	5.000
DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS	3.254	0.467	-1.332	-1.729	-2.839	-1.011	-1.729	-0.271	0.627	1.031	2.870
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	2.448	0.353	0.353	-2.504	-1.555	-0.922	-3.975	-0.255	1.529	1.270	1.040
GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY	3.136	1.572	-0.418	-1.250	-1.580	-0.566	-1.580	-1.976	-0.976	2.782	0.894
HALLMARK_KRAS_SIGNALING_DN HALLMARK_KRAS_SIGNALING_DN	2.349	-0.457	-0.917	-2.335	-0.351	0.341	-1.649	-2.335	-0.264	1.390	3.901
