GO	[-5.58 -0.84]	[-0.84 -0.37]	[-0.37 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.19]	[0.19 0.61]	[0.61 5.34]
GO_CYTOSOLIC_RIBOSOME GO_CYTOSOLIC_RIBOSOME	-0.241	-1.961	-1.961	2.097	1.239	2.097	0.371	0.601	-1.961	-1.199	-0.444
GO_MRNA_TRANSPORT GO_MRNA_TRANSPORT	0.466	-0.715	1.902	-3.062	0.301	0.919	-0.715	-0.715	-0.715	-0.473	2.257
GO_MIDBODY GO_MIDBODY	-0.287	0.501	-1.132	0.316	-0.472	1.718	-0.287	0.735	1.718	-1.132	-2.587
GO_GOLGI_CIS_CISTERNA GO_GOLGI_CIS_CISTERNA	-0.290	-0.290	0.313	5.466	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	-0.294
GO_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE GO_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	-0.223	-0.622	1.391	-0.622	0.397	-0.223	-0.622	-0.622	-0.622	-0.223	2.855
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	0.166	-0.497	-0.497	0.166	1.738	-0.497	0.166	-0.497	-0.497	2.560	-0.504
GO_METAL_CLUSTER_BINDING GO_METAL_CLUSTER_BINDING	-0.622	-0.223	-0.223	0.826	-0.622	2.884	-0.622	0.397	0.397	-0.622	-0.630
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	-0.331	3.578	-0.331	0.796	-0.331	-0.331	-0.331	0.273	-0.331	-0.331	-0.336
GO_FACE_DEVELOPMENT GO_FACE_DEVELOPMENT	2.560	-0.497	0.166	-0.497	-0.497	-0.497	0.166	0.525	-0.497	1.055	-0.504
GO_EUKARYOTIC_48S_PREINITIATION_COMPLEX GO_EUKARYOTIC_48S_PREINITIATION_COMPLEX	-0.331	0.273	-0.331	0.273	-0.331	0.273	-0.331	3.578	-0.331	-0.331	-0.336
GO_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY GO_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	-0.248	1.016	3.066	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.252
