GO	[-5.58 -0.85]	[-0.85 -0.37]	[-0.37 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.20]	[0.20 0.62]	[0.62 5.34]
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-0.454	-1.657	-2.511	1.051	1.386	1.386	0.762	3.164	-1.657	-1.102	-1.675
ROSS_LEUKEMIA_WITH_MLL_FUSIONS ROSS_LEUKEMIA_WITH_MLL_FUSIONS	-0.914	-0.406	-0.914	0.877	4.201	-0.406	-0.914	-0.914	0.877	-0.406	0.213
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	-0.789	-0.789	-0.324	0.279	1.622	-0.324	-0.789	-0.789	1.061	2.284	-0.795
PID_TCR_PATHWAY PID_TCR_PATHWAY	-0.997	-0.997	3.852	0.427	-0.463	-0.463	-0.204	-0.463	-0.997	1.220	-0.207
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	-1.122	-0.551	2.701	-0.260	0.347	0.347	1.514	-1.122	-1.122	-0.551	0.341
TSAI_RESPONSE_TO_IONIZING_RADIATION TSAI_RESPONSE_TO_IONIZING_RADIATION	-1.164	-1.164	0.324	-0.279	-1.164	0.983	1.442	0.983	0.324	0.609	-1.174
EHLERS_ANEUPLOIDY_UP EHLERS_ANEUPLOIDY_UP	-0.664	-0.664	-0.247	0.362	2.713	1.949	-0.247	-0.664	-0.664	-0.664	-0.251
JOHNSTONE_PARVB_TARGETS_1_DN JOHNSTONE_PARVB_TARGETS_1_DN	0.235	-0.378	0.235	-0.872	4.394	-0.872	0.235	-0.872	-0.378	-0.378	0.521
PID_NFAT_3PATHWAY PID_NFAT_3PATHWAY	-0.222	-0.492	0.729	-1.039	-0.492	-1.039	-1.039	-0.222	-0.222	1.670	2.248
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	0.304	-0.747	1.722	-0.747	-0.747	1.722	-0.747	-0.298	-0.747	0.304	0.650
CHENG_RESPONSE_TO_NICKEL_ACETATE CHENG_RESPONSE_TO_NICKEL_ACETATE	-0.622	0.396	-0.622	-0.622	-0.622	1.391	0.396	2.079	-0.622	-0.622	0.392
ELVIDGE_HIF1A_TARGETS_DN ELVIDGE_HIF1A_TARGETS_DN	-0.705	-0.272	2.557	0.332	-0.705	0.332	1.211	-0.705	-0.705	-0.705	0.328
GNATENKO_PLATELET_SIGNATURE GNATENKO_PLATELET_SIGNATURE	0.211	0.211	-0.414	2.046	-0.414	-0.414	-0.414	2.046	-0.414	-0.414	-0.418
