GO	[-6.06 -0.65]	[-0.65 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.34]	[0.34 0.99]	[0.99 4.64]
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN	-0.761	-0.761	-0.761	-0.453	-0.453	-2.005	-0.256	2.027	4.957	0.853	-2.005
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP	0.988	1.728	-0.559	-1.409	-0.559	-1.409	0.271	0.271	0.456	2.170	-2.217
GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	-0.737	-0.737	-1.375	-1.375	1.137	0.756	0.453	-1.375	2.111	0.453	0.453
GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_DN GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_DN	1.147	-0.474	1.529	0.547	0.819	-0.788	0.333	-0.788	-2.048	-2.048	0.819
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP	-1.584	2.815	-0.898	-0.503	0.903	-0.503	-0.267	1.288	-0.267	-1.584	0.338
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_DN GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_DN	1.309	-1.249	-0.643	-1.249	0.282	1.309	-0.321	0.884	1.309	-1.249	-0.643
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_6H_UP GSE2770_UNTREATED_VS_ACT_CD4_TCELL_6H_UP	0.282	-1.249	-1.249	-1.249	0.884	2.382	-0.321	1.309	-0.321	0.282	-0.643
GSE14308_TH2_VS_INDUCED_TREG_UP GSE14308_TH2_VS_INDUCED_TREG_UP	-2.005	0.351	-1.235	-0.453	-0.453	1.583	3.063	0.573	-0.453	-0.761	-0.256
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_UP GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_UP	-0.455	0.330	0.761	-1.659	-1.104	0.330	0.761	-1.659	2.655	1.049	-1.104
GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN	3.856	-1.166	-0.413	0.389	0.389	0.926	-0.228	-0.707	-1.921	-0.707	-0.228
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_DN GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_DN	-1.333	-0.364	-0.705	2.197	-0.364	1.191	-0.705	0.246	-0.364	-1.333	1.660
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_1H_DN GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_1H_DN	1.137	-0.386	-0.737	0.453	-0.386	-1.375	2.697	0.230	0.756	-0.737	-1.375
GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_DN GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_DN	0.380	-1.500	-0.833	0.648	1.400	-0.833	0.648	-0.455	-1.500	-0.234	1.877
GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_UP GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_UP	-1.879	0.225	0.225	0.965	-1.132	-0.680	1.756	0.225	2.233	-0.680	-0.680
GSE25123_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP GSE25123_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP	-0.256	0.573	-0.453	-1.235	4.957	-1.235	0.351	0.351	-0.453	-0.761	-0.453
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_DN GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_DN	0.330	-0.455	1.384	-0.720	-1.104	-0.455	-0.720	3.161	1.049	-1.659	-0.455
GSE13547_WT_VS_ZFX_KO_BCELL_UP GSE13547_WT_VS_ZFX_KO_BCELL_UP	-0.705	-0.705	-1.333	-0.364	0.246	0.246	0.797	2.197	-0.364	-1.333	1.660
GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP	-0.768	-0.768	0.427	0.215	2.599	-0.409	0.718	1.524	-1.417	-0.768	-0.768
GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_UP GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_UP	-0.914	2.613	-0.914	-0.407	0.216	-0.407	-0.914	1.363	-0.407	0.876	-0.407
GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP	0.656	-1.879	-1.879	0.965	0.409	0.225	0.656	-0.393	-1.132	0.965	0.656
