GO	[-2.13 -0.33]	[-0.33 -0.22]	[-0.22 -0.15]	[-0.15 -0.10]	[-0.10 -0.04]	[-0.04 0.02]	[0.02 0.07]	[0.07 0.14]	[0.14 0.22]	[0.22 0.38]	[0.38 2.90]
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	3.923	1.429	1.130	0.453	0.641	0.453	-0.461	-2.547	-3.534	-1.863	-1.365
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP	2.094	2.094	0.600	1.237	0.370	-0.733	-0.433	-0.433	-1.963	-1.963	-1.971
GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP	0.249	-1.285	-2.767	-0.570	0.249	-0.360	-0.360	0.406	-0.868	0.607	6.184
GSE39556_CD8A_DC_VS_NK_CELL_DN GSE39556_CD8A_DC_VS_NK_CELL_DN	-1.794	0.253	-1.794	-1.794	0.454	0.454	2.939	-0.355	-1.064	1.048	1.040
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN	-0.897	-1.584	-0.502	-0.502	-1.584	0.586	1.289	0.339	-1.584	2.248	1.728
GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_UP GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_UP	-1.920	-1.166	-0.706	-0.228	-0.228	-1.920	-0.228	2.163	-0.228	0.389	3.229
GSE17721_0.5H_VS_12H_GARDIQUIMOD_BMDC_UP GSE17721_0.5H_VS_12H_GARDIQUIMOD_BMDC_UP	2.522	1.584	2.028	-2.005	-1.234	-1.234	0.351	-0.760	-0.760	-0.256	-0.457
GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN	1.550	2.547	0.502	0.284	-1.710	0.284	-1.710	0.502	-0.318	-1.710	-0.581
GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_DN GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_DN	-0.602	-0.602	-1.752	0.477	-1.030	-0.336	-1.752	0.477	0.477	3.031	1.483
GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN	-0.602	-0.602	-1.030	-0.602	-1.752	0.753	-1.030	-0.336	0.753	0.753	4.295
GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_DN GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_DN	-0.478	-1.542	-1.542	-0.865	-0.865	-0.478	0.616	-0.250	0.616	2.331	2.319
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN	3.674	-0.928	1.289	-0.349	-2.258	-0.581	0.436	-0.349	-1.444	0.258	0.431
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_UP GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_UP	-1.269	1.964	0.548	1.530	1.530	-0.473	0.334	-0.473	-1.269	-0.787	-2.056
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_DN GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_DN	-1.163	0.480	-1.163	-1.730	-0.301	0.301	2.522	2.073	-1.730	-0.301	0.700
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN	0.521	1.317	1.317	1.317	-2.023	-0.424	-0.424	-0.424	0.744	-0.652	-2.949
GSE369_SOCS3_KO_VS_WT_LIVER_DN GSE369_SOCS3_KO_VS_WT_LIVER_DN	-2.894	-1.986	-0.944	0.770	1.356	0.542	-0.944	0.542	0.770	0.770	0.536
GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP	-0.705	-1.332	-0.364	-0.364	-1.332	0.481	-0.705	2.802	-0.705	1.660	0.792
GSE20366_TREG_VS_NAIVE_CD4_TCELL_HOMEOSTATIC_CONVERSION_DN GSE20366_TREG_VS_NAIVE_CD4_TCELL_HOMEOSTATIC_CONVERSION_DN	-1.963	-0.733	-1.963	-0.733	-0.433	0.890	-0.242	0.600	0.370	1.639	1.629
GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_UP GSE28737_BCL6_HET_VS_BCL6_KO_FOLLICULAR_BCELL_UP	-0.234	-1.500	1.878	-0.454	0.380	-0.832	3.015	-0.234	-0.234	-1.500	-0.458
GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_DN GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_DN	-0.433	-1.963	-0.242	-1.963	-1.200	1.237	-0.242	0.600	0.890	0.370	1.629
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP	0.932	-1.207	-1.207	-1.207	-0.300	-1.207	1.374	0.573	0.302	0.302	1.366
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_UP GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_UP	-0.602	-1.030	-0.602	-1.030	0.268	0.753	0.268	-0.602	-1.030	5.028	0.473
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	0.346	1.819	0.346	1.430	-0.260	1.087	-1.073	-0.436	-0.260	-1.622	-2.480
