GO	[-5.35 -0.84]	[-0.84 -0.36]	[-0.36 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.65]	[0.65 5.00]
GSE11924_TH2_VS_TH17_CD4_TCELL_UP GSE11924_TH2_VS_TH17_CD4_TCELL_UP	-1.081	-0.241	-0.241	2.165	-1.081	-1.081	-1.081	0.686	-1.081	0.371	2.806
GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP	-1.626	-0.527	1.673	-1.626	-0.527	0.556	0.320	-0.930	-0.930	0.320	3.974
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP	0.480	-0.301	-0.768	1.301	-0.492	-2.597	-0.768	-1.730	1.665	-0.301	2.506
GSE21033_1H_VS_12H_POLYIC_STIM_DC_UP GSE21033_1H_VS_12H_POLYIC_STIM_DC_UP	-1.584	2.816	2.816	-0.266	-0.502	-1.584	-0.897	-0.502	-0.266	-0.266	0.336
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP	0.454	-0.355	3.542	-0.355	-1.794	-1.794	1.048	-1.064	0.454	-0.627	0.450
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN	-0.696	-0.696	-0.696	0.543	0.346	1.819	0.543	3.242	-1.073	-2.470	-0.702
GSE7400_CTRL_VS_CSF3_IN_VIVO_TREATED_PBMC_UP GSE7400_CTRL_VS_CSF3_IN_VIVO_TREATED_PBMC_UP	-0.287	-0.473	-1.133	-0.744	0.315	6.132	0.315	0.734	-1.133	-1.133	-0.478
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP	-2.131	0.500	0.755	0.500	-0.843	-1.339	-0.516	-1.339	2.305	0.755	0.749
GSE37532_WT_VS_PPARG_KO_LN_TCONV_DN GSE37532_WT_VS_PPARG_KO_LN_TCONV_DN	-0.287	-0.744	-2.554	0.315	2.131	2.131	-1.133	-0.473	0.315	-0.744	0.727
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP	0.947	1.241	0.694	-3.022	-0.457	-2.097	0.483	0.947	-0.457	-0.457	0.477
GSE14308_TH2_VS_TH1_UP GSE14308_TH2_VS_TH1_UP	-0.626	-1.515	0.398	0.884	-2.343	0.232	0.615	0.398	-0.383	2.950	-0.632
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	0.302	1.892	-0.300	-1.207	-0.300	-0.612	-0.612	-0.300	-1.207	3.144	-0.302
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP	0.362	2.712	-0.664	-0.664	-0.247	-0.664	-0.664	-0.664	-0.247	1.949	-0.249
GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_UP GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_UP	-0.733	-0.242	0.600	1.639	0.370	-1.200	-1.200	-0.242	-1.200	3.154	-0.738
GSE12366_NAIVE_VS_MEMORY_BCELL_DN GSE12366_NAIVE_VS_MEMORY_BCELL_DN	-0.431	-1.458	0.403	1.952	0.403	-0.218	1.037	-1.458	0.403	0.403	-1.464
