GO	[-4.84 -0.52]	[-0.52 -0.29]	[-0.29 -0.16]	[-0.16 -0.06]	[-0.06 0.00]	[0.00 0.04]	[0.04 0.15]	[0.15 0.31]	[0.31 0.57]	[0.57 1.14]	[1.14 7.51]
MODULE_92 MODULE_92	0.709	-0.927	-3.383	-4.113	1.307	3.069	-4.113	-3.383	-1.181	4.214	4.688
MODULE_239 MODULE_239	-2.459	-0.664	1.897	1.603	2.557	-1.939	4.603	0.262	-1.171	-2.459	-3.075
MODULE_324 MODULE_324	0.822	0.491	-1.830	-2.849	-0.659	0.255	-2.291	-1.830	-0.353	3.872	4.789
MODULE_298 MODULE_298	-0.241	-1.079	-1.079	-1.079	0.684	7.047	-1.079	-1.079	-1.079	-0.521	1.592
MODULE_244 MODULE_244	-0.921	2.835	2.533	2.248	0.268	-0.733	1.495	-1.696	-1.696	-1.696	-2.849
MODULE_345 MODULE_345	0.320	-0.401	-0.554	-2.084	0.595	0.445	-4.120	-1.284	-0.401	2.687	3.898
MODULE_80 MODULE_80	1.185	-1.328	-1.328	-1.328	0.479	-0.703	0.246	-1.328	0.794	0.479	2.796
MODULE_352 MODULE_352	-0.705	4.283	0.706	1.207	-0.705	-0.705	-0.273	-0.705	-0.273	-0.705	-0.700
MODULE_201 MODULE_201	1.097	-0.493	-1.297	-2.077	0.782	0.317	-0.811	-1.297	-0.493	0.782	3.437
MODULE_491 MODULE_491	-0.579	0.538	-0.244	0.538	-2.335	-0.244	2.344	-0.384	1.601	-0.244	-3.265
MODULE_159 MODULE_159	-2.409	0.702	3.556	0.702	0.501	-0.891	1.212	-0.616	-0.616	-0.616	-1.728
MODULE_96 MODULE_96	0.614	-0.477	-0.477	-0.862	0.359	0.614	-1.536	-1.536	-0.862	3.511	0.950
MODULE_273 MODULE_273	-2.161	-0.317	1.018	0.721	-0.867	-0.536	2.698	0.286	1.018	-0.867	-1.353
MODULE_310 MODULE_310	-0.912	0.873	0.490	-0.912	0.216	0.490	-0.912	2.597	0.490	-0.912	-0.906
MODULE_308 MODULE_308	-0.649	0.519	0.342	1.640	0.342	-1.398	1.640	0.999	-0.649	-0.649	-2.892
MODULE_416 MODULE_416	-0.954	0.199	-0.954	-0.434	1.283	0.821	-0.954	0.457	-0.954	-0.434	2.491
MODULE_331 MODULE_331	-0.507	1.122	-0.328	2.155	-0.507	-1.095	1.775	0.851	-1.554	-1.095	-1.081
MODULE_36 MODULE_36	-1.435	0.300	0.677	1.030	0.531	-2.160	1.237	1.979	-0.411	-0.411	-2.131
MODULE_430 MODULE_430	-0.601	-0.366	0.245	0.415	-0.366	-2.286	0.911	2.983	0.245	0.415	-1.457
