GO	[-7.31 -0.95]	[-0.95 -0.40]	[-0.40 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.29]	[0.29 0.75]	[0.75 6.09]
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_PRO_BCELL_UP GSE37301_HEMATOPOIETIC_STEM_CELL_VS_PRO_BCELL_UP	1.663	-1.331	-0.363	-1.331	-1.331	-1.331	1.194	2.201	0.482	-0.363	0.238
MIR7702 MIR7702	1.947	-0.913	-0.913	0.492	-0.406	0.217	-0.913	3.370	-0.913	-0.913	0.210
GSE20366_TREG_VS_TCONV_DN GSE20366_TREG_VS_TCONV_DN	-0.218	0.684	0.404	0.684	-0.430	0.404	-1.456	3.796	-1.456	-0.799	-1.481
MIR450A_1_3P MIR450A_1_3P	-1.918	-0.705	1.286	0.390	-0.705	-1.918	1.700	0.928	-0.705	1.700	-0.725
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	-0.896	-0.896	-1.582	1.291	0.905	3.443	-1.582	-0.501	-0.266	-0.266	0.327
GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	-2.551	-2.551	1.345	-1.131	-0.286	0.502	-0.286	0.316	1.017	1.017	0.709
GCM_RAB10 GCM_RAB10	0.256	1.947	-0.351	2.325	0.392	-1.065	0.392	-3.700	-0.351	-0.757	0.241
HP_MALABSORPTION HP_MALABSORPTION	-0.575	1.552	-1.708	2.023	-0.575	-0.317	0.504	-1.708	-0.995	0.504	0.766
MORF_FBL MORF_FBL	-0.246	2.803	0.568	0.364	-0.417	-1.042	-1.042	-2.424	1.876	-0.417	-0.434
MIR26B_3P MIR26B_3P	0.360	-1.540	-1.540	-0.477	-0.863	-0.863	0.947	0.618	-0.249	2.917	0.599
GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_DN GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_DN	-2.297	0.643	0.920	-0.365	0.245	-1.477	-0.954	3.032	0.418	0.418	-0.623
MIR203A_5P MIR203A_5P	-0.406	-0.913	0.217	-0.913	3.370	0.492	-0.913	-0.913	0.492	0.877	-0.416
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_UP GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_UP	-1.834	0.239	-0.373	-0.652	1.822	-0.373	-0.652	-0.373	0.432	-1.096	3.378
GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN	-0.996	-0.996	-0.462	1.221	1.221	1.221	1.221	-0.462	-0.996	-0.996	-0.210
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	-0.434	2.494	0.199	-0.955	-0.955	-0.955	0.199	-0.955	0.458	0.199	1.816
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN	-0.434	-0.955	0.458	0.825	1.849	1.849	-0.955	-0.955	-0.434	-0.955	0.193
HP_NEOPLASM_OF_THE_RESPIRATORY_SYSTEM HP_NEOPLASM_OF_THE_RESPIRATORY_SYSTEM	3.073	1.495	-0.580	-0.199	-0.580	0.435	-0.580	-0.580	-0.580	-0.580	-0.204
GSE29949_MICROGLIA_VS_DC_BRAIN_DN GSE29949_MICROGLIA_VS_DC_BRAIN_DN	-0.830	-0.830	-0.830	1.531	-0.830	0.256	0.568	-0.830	0.256	0.256	2.130
