GO	[-1.00 -0.89]	[-0.89 -0.74]	[-0.74 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.31]	[0.31 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	-2.857	-2.857	-0.760	-0.976	-2.345	-0.976	0.388	0.283	1.228	0.660	12.435
GOBP_TRANSLATIONAL_ELONGATION GOBP_TRANSLATIONAL_ELONGATION	-1.278	-2.608	-1.278	-0.282	-2.608	-2.608	-0.400	-0.282	0.968	2.331	9.599
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.435	-3.186	-0.385	-0.553	-2.435	-1.860	0.492	0.346	0.873	0.873	9.753
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	-1.935	-2.624	-0.506	-0.731	-1.935	-1.935	0.404	-0.506	1.024	1.298	9.606
GOBP_MITOCHONDRIAL_TRANSLATION GOBP_MITOCHONDRIAL_TRANSLATION	-2.133	-2.133	-0.779	-0.581	-2.133	-1.324	0.420	-0.301	0.563	0.924	11.296
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-2.671	-1.409	0.760	-0.371	-0.503	-1.409	-0.503	0.338	0.338	-0.503	8.813
GOBP_TRNA_PROCESSING GOBP_TRNA_PROCESSING	-2.291	-0.793	0.775	-1.384	0.311	-1.057	-0.583	-0.291	0.439	-0.418	7.602
GOBP_RECOMBINATIONAL_REPAIR GOBP_RECOMBINATIONAL_REPAIR	7.782	0.445	-0.282	-0.552	0.445	-1.637	-0.282	-0.984	-0.282	-1.278	-0.977
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	3.082	-0.586	-2.780	-0.374	0.388	0.238	-0.586	-0.374	-0.374	-1.892	3.095
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	7.034	0.684	-0.520	-0.241	-0.520	-0.520	-1.077	-0.520	-1.077	-0.241	-0.518
GOBP_TRNA_WOBBLE_BASE_MODIFICATION GOBP_TRNA_WOBBLE_BASE_MODIFICATION	-0.298	-0.746	-0.746	-0.746	-0.746	-0.298	-0.746	0.304	-0.298	0.655	6.093
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	-0.611	-1.065	0.282	-4.257	-0.449	-0.321	-0.814	0.881	0.881	0.695	3.626
GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	-0.621	0.396	5.903	-0.223	0.396	-0.621	-0.223	-0.621	-0.621	-0.621	-0.619
GOBP_NCRNA_TRANSCRIPTION GOBP_NCRNA_TRANSCRIPTION	0.312	1.081	-2.885	-2.166	-0.624	0.456	-0.624	1.353	-0.624	-0.290	3.171
GOBP_RESPONSE_TO_GAMMA_RADIATION GOBP_RESPONSE_TO_GAMMA_RADIATION	2.341	-0.492	0.782	-2.074	2.849	-0.285	-0.810	-0.810	-0.492	-1.294	0.320
