GO	[-5.99 -0.79]	[-0.79 -0.28]	[-0.28 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.29]	[0.29 0.63]	[0.63 6.04]
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_10DY_UP GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_10DY_UP	-8.135	0.377	1.083	-1.058	-8.135	-8.135	-8.135	0.609	3.724	11.999	3.733
GSE28737_WT_VS_BCL6_HET_MARGINAL_ZONE_BCELL_DN GSE28737_WT_VS_BCL6_HET_MARGINAL_ZONE_BCELL_DN	-2.310	0.452	2.115	0.263	-8.260	-5.074	-5.917	0.858	4.658	2.115	2.388
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN	-1.855	1.102	7.418	-1.545	-5.768	-4.933	-5.768	0.293	3.431	0.496	2.811
GSE11924_TH1_VS_TH2_CD4_TCELL_DN GSE11924_TH1_VS_TH2_CD4_TCELL_DN	-2.310	1.211	2.958	0.452	-5.074	-5.917	-8.260	0.706	3.595	1.026	2.122
AKT_UP_MTOR_DN.V1_UP AKT_UP_MTOR_DN.V1_UP	-1.802	-0.974	3.482	-1.208	-2.599	-7.386	-4.339	-0.354	5.821	2.236	3.154
DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS	2.983	1.557	0.925	-1.530	-3.283	-4.695	-3.283	-1.872	0.355	1.117	4.849
GSE13306_TREG_RA_VS_TCONV_RA_DN GSE13306_TREG_RA_VS_TCONV_RA_DN	0.333	1.368	1.581	-0.467	-5.992	-3.255	-5.145	-0.467	0.678	2.317	3.521
NOTCH_DN.V1_UP NOTCH_DN.V1_UP	0.285	0.619	0.930	-1.967	-5.395	-1.967	-4.582	-0.421	1.764	3.867	3.195
GOBP_REGULATION_OF_AXONOGENESIS GOBP_REGULATION_OF_AXONOGENESIS	-0.310	1.036	1.481	-1.211	-3.419	-4.149	-3.419	-1.211	2.614	1.481	3.673
GSE7568_CTRL_VS_24H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN GSE7568_CTRL_VS_24H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN	1.211	0.571	0.858	-0.902	-1.350	-5.917	-5.074	0.263	0.350	1.026	5.858
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP	2.513	0.765	0.765	-0.841	-3.612	-4.933	-3.081	-0.671	0.496	0.622	5.673
FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON	0.276	1.160	3.411	-0.441	-5.562	-1.823	-3.858	-0.328	0.964	-0.441	3.074
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_DN GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_DN	-0.264	0.341	0.841	-0.264	-2.335	-2.751	-3.226	-2.335	2.349	0.692	6.220
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP	-0.632	1.580	3.228	-1.483	-2.536	-4.827	-2.136	-0.494	0.530	1.815	2.623
GSE8835_HEALTHY_VS_CLL_CD4_TCELL_DN GSE8835_HEALTHY_VS_CLL_CD4_TCELL_DN	-0.342	1.865	2.381	-1.350	-2.310	-2.724	-3.197	-0.724	2.662	-0.724	3.278
PTEN_DN.V2_UP PTEN_DN.V2_UP	-0.750	1.096	0.301	-2.450	-0.976	-2.450	-3.021	0.301	0.301	1.843	6.648
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	-0.334	2.995	-0.437	-1.923	-1.923	-4.323	-1.923	-0.334	0.874	1.893	3.647
GSE10325_MYELOID_VS_LUPUS_MYELOID_UP GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	0.925	1.102	3.767	-0.527	-1.855	-3.081	-2.210	-2.616	-0.407	0.496	3.440
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	3.321	-0.463	-1.530	-3.926	0.260	1.557	0.355	-1.530	-1.872	0.260	3.329
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP	1.274	0.908	-0.684	-0.856	-0.856	-3.643	-1.565	-1.058	-0.538	1.274	6.464
DESCARTES_MAIN_FETAL_SATB2_LRRC7_POSITIVE_CELLS DESCARTES_MAIN_FETAL_SATB2_LRRC7_POSITIVE_CELLS	0.871	1.542	1.296	0.871	-3.753	-2.003	-3.054	-1.271	0.536	-0.429	2.746
