GO	[-2.86 -0.24]	[-0.24 -0.14]	[-0.14 -0.09]	[-0.09 -0.05]	[-0.05 -0.02]	[-0.02 0.02]	[0.02 0.06]	[0.06 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
GSE14308_TH1_VS_NATURAL_TREG_UP GSE14308_TH1_VS_NATURAL_TREG_UP	2.072	-0.550	-1.122	-1.122	0.347	0.347	0.647	-0.259	-1.122	-1.122	2.033
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP	-1.101	0.277	-1.565	-1.101	0.431	-0.507	-2.205	0.862	1.807	0.626	2.135
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_7DY_UP THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_7DY_UP	-1.191	0.682	-1.763	0.461	-0.314	0.288	-2.636	-0.314	0.950	0.461	2.399
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	-1.498	-0.831	-0.831	-0.454	-0.831	-0.454	-0.454	1.403	0.381	1.403	2.372
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN	1.286	-0.227	0.928	-1.164	-1.918	-0.227	-1.164	0.629	-0.412	-0.705	2.117
GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN	-0.407	-0.407	-1.414	0.216	1.088	0.428	-0.767	0.428	-1.414	-0.407	3.178
GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN	-1.708	-0.575	-0.317	-0.317	-0.317	0.789	-0.575	-0.575	-0.995	2.023	2.498
GSE37301_MULTIPOTENT_PROGENITOR_VS_CD4_TCELL_UP GSE37301_MULTIPOTENT_PROGENITOR_VS_CD4_TCELL_UP	-0.385	-1.372	0.231	-0.735	-1.372	0.231	-0.735	0.231	0.758	1.593	2.073
MIR508_3P MIR508_3P	0.372	-1.080	-0.521	0.372	-0.240	0.687	-0.521	-1.080	-1.080	0.687	2.775
VANHARANTA_UTERINE_FIBROID_DN VANHARANTA_UTERINE_FIBROID_DN	-0.414	-0.414	-0.414	0.211	-0.414	1.261	-0.414	-0.414	-0.414	0.211	2.959
