GO	[-5.24 -0.62]	[-0.62 -0.21]	[-0.21 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.31]	[0.31 0.70]	[0.70 8.14]
LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2 LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2	2.059	6.009	2.943	-3.004	-5.025	-5.025	-5.992	-0.924	1.331	0.372	1.129
LAKE_ADULT_KIDNEY_C15_CONNECTING_TUBULE LAKE_ADULT_KIDNEY_C15_CONNECTING_TUBULE	2.188	1.428	3.446	-0.674	-4.878	-4.878	-4.878	-0.674	2.477	0.835	-0.291
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_6H_UP GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_6H_UP	2.513	2.237	3.431	-1.275	-5.768	-3.612	-3.081	-0.309	1.734	0.293	-0.307
AIZARANI_LIVER_C4_EPCAM_POS_BILE_DUCT_CELLS_1 AIZARANI_LIVER_C4_EPCAM_POS_BILE_DUCT_CELLS_1	2.952	0.542	2.096	-1.463	-4.792	-4.092	-0.976	-2.966	2.096	2.096	0.679
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	2.085	0.558	1.008	-2.335	-2.751	-5.109	-3.226	-0.585	2.627	0.841	3.239
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN	2.365	-0.976	0.676	-0.783	-2.966	-4.092	-2.966	-1.463	3.268	3.268	1.611
DESCARTES_FETAL_THYMUS_VASCULAR_ENDOTHELIAL_CELLS DESCARTES_FETAL_THYMUS_VASCULAR_ENDOTHELIAL_CELLS	3.152	0.273	-2.213	-1.762	-2.213	-2.213	-1.762	-1.389	0.859	2.126	5.756
DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS	2.206	0.484	-1.058	-1.058	-1.294	-2.643	-1.565	-1.294	-1.294	2.206	7.833
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	2.627	1.606	-1.969	-3.226	-0.917	-3.226	-1.649	-0.737	2.085	2.085	1.395
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	2.106	-0.766	-1.508	-1.508	-0.593	-0.972	-3.892	-0.593	0.268	3.724	4.107
DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS	2.497	1.031	-0.755	-1.729	-1.011	-2.839	0.467	-2.222	-1.011	1.273	3.674
HP_ABNORMALITY_OF_THE_INCISOR HP_ABNORMALITY_OF_THE_INCISOR	2.545	1.489	1.489	-1.503	-1.503	-2.729	-2.729	0.714	1.811	-1.101	-0.376
LINDVALL_IMMORTALIZED_BY_TERT_UP LINDVALL_IMMORTALIZED_BY_TERT_UP	2.172	-1.889	0.239	-0.585	-2.776	-2.776	-0.374	-0.374	3.579	0.581	0.819
GOBP_CILIUM_MOVEMENT GOBP_CILIUM_MOVEMENT	2.385	1.325	-0.493	-0.837	-1.336	-3.000	-3.000	-0.648	0.914	-0.367	4.135
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	2.627	0.841	-1.369	-2.751	-1.649	-1.369	-0.585	-1.969	1.008	1.191	3.563
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	4.782	0.737	-1.007	-0.474	-1.897	-1.897	-2.767	-0.796	0.737	0.345	2.631
