GO	[-5.24 -0.62]	[-0.62 -0.21]	[-0.21 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.31]	[0.31 0.70]	[0.70 8.14]
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	-5.145	-0.597	-0.467	-2.360	-7.017	-7.017	-8.344	-0.467	16.966	7.474	4.207
GSE29618_MONOCYTE_VS_PDC_UP GSE29618_MONOCYTE_VS_PDC_UP	-6.977	-0.917	2.349	-2.751	-6.977	-6.977	-8.302	-0.264	15.797	6.207	2.092
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	-5.109	-0.917	1.390	-0.917	-8.302	-8.302	-8.302	-0.737	15.797	5.382	3.239
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-5.109	-0.585	-0.585	-1.969	-6.977	-6.977	-8.302	0.442	11.631	8.011	5.393
HOXA9_DN.V1_UP HOXA9_DN.V1_UP	-3.520	-0.379	1.363	-1.787	-7.969	-7.969	-7.969	-0.992	7.158	13.565	2.339
GSE10325_BCELL_VS_MYELOID_DN GSE10325_BCELL_VS_MYELOID_DN	-5.074	-0.573	0.571	-0.573	-8.260	-8.260	-8.260	-0.342	12.864	5.041	4.300
AIZARANI_LIVER_C2_KUPFFER_CELLS_1 AIZARANI_LIVER_C2_KUPFFER_CELLS_1	-2.310	-1.628	0.571	-0.342	-6.938	-6.938	-8.260	-1.628	13.452	5.041	5.052
AIZARANI_LIVER_C25_KUPFFER_CELLS_4 AIZARANI_LIVER_C25_KUPFFER_CELLS_4	-2.489	-0.716	0.631	-0.907	-5.953	-7.220	-7.220	-2.489	14.269	5.633	3.671
GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN	-2.778	-1.144	1.368	-1.144	-5.992	-5.992	-8.344	-0.597	14.448	5.327	2.063
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN	-1.628	-0.573	1.026	-2.724	-8.260	-5.074	-8.260	0.263	9.064	4.290	5.448
GSE10325_CD4_TCELL_VS_MYELOID_DN GSE10325_CD4_TCELL_VS_MYELOID_DN	-4.390	0.558	-0.264	-0.585	-8.302	-6.977	-6.977	0.558	9.493	4.609	3.563
TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL	-3.154	-0.490	0.551	-2.223	-7.470	-5.210	-6.189	-0.372	12.390	6.584	2.459
