GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
MORF_ACTG1 MORF_ACTG1	-2.167	-1.074	-0.313	-0.737	1.494	3.652	1.854	0.890	-0.737	-2.167	-1.108
GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP	0.757	-2.129	-2.129	-2.129	-0.300	-0.514	1.068	2.308	-0.514	0.302	1.799
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	4.142	0.374	-0.609	0.799	0.374	-0.239	-0.609	-2.848	-0.390	-2.848	0.770
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	-1.232	-2.002	1.194	-1.232	0.352	0.856	-0.452	-2.002	1.586	1.586	0.338
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP	0.318	0.789	-0.285	-1.302	-0.285	-2.086	2.899	-0.813	-0.493	-1.302	2.324
GSE21360_NAIVE_VS_TERTIARY_MEMORY_CD8_TCELL_DN GSE21360_NAIVE_VS_TERTIARY_MEMORY_CD8_TCELL_DN	-0.672	-0.672	-1.289	0.841	-0.672	2.291	1.736	-1.289	0.511	0.511	-1.311
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	-0.705	-0.272	-0.705	-0.705	5.337	0.332	-0.705	0.332	-0.272	0.332	-0.717
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	0.967	2.237	0.967	0.226	0.967	0.226	-1.130	-0.678	-1.876	-0.392	-1.908
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	-0.913	-0.913	-0.406	1.947	1.365	0.217	0.492	-0.913	-0.913	1.365	-0.929
HP_ABNORMALITY_OF_LIMB_EPIPHYSIS_MORPHOLOGY HP_ABNORMALITY_OF_LIMB_EPIPHYSIS_MORPHOLOGY	-0.279	2.592	0.324	-1.163	-0.581	1.981	-1.163	-1.163	0.610	-0.279	-0.595
GSE22886_NEUTROPHIL_VS_DC_DN GSE22886_NEUTROPHIL_VS_DC_DN	0.407	-0.568	1.861	1.861	1.149	0.250	0.250	-1.282	-0.568	-0.866	-2.810
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP	0.335	1.967	-0.786	-0.472	-2.044	-0.270	0.549	-0.472	-1.267	-0.472	2.919
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN	-0.863	-0.477	-0.249	0.947	-0.863	4.248	0.618	-1.540	-0.249	-0.863	-0.259
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	-0.336	-0.601	0.754	-0.336	0.479	3.035	-1.028	-0.601	-1.028	1.495	-1.780
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP	-1.792	-0.626	-1.792	0.721	0.254	-0.354	2.388	-1.062	0.721	0.721	0.439
GOBP_VESICLE_BUDDING_FROM_MEMBRANE GOBP_VESICLE_BUDDING_FROM_MEMBRANE	-0.831	0.381	1.403	-1.498	-0.831	0.650	-0.831	1.880	-0.831	1.403	-0.851
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	1.495	2.224	0.895	-0.580	-0.580	-0.580	0.435	-0.580	-0.580	-0.580	-0.590
GALE_APL_WITH_FLT3_MUTATED_UP GALE_APL_WITH_FLT3_MUTATED_UP	-1.122	2.703	-1.122	0.647	1.515	0.347	-0.550	-1.122	-0.259	-0.259	-0.564
HP_NON_MOTOR_SEIZURE HP_NON_MOTOR_SEIZURE	0.269	-0.601	-0.336	-0.601	-0.601	2.468	-1.750	1.954	-0.601	1.094	-1.052
