GO	[-7.31 -0.90]	[-0.90 -0.38]	[-0.38 -0.08]	[-0.08 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.29]	[0.29 0.78]	[0.78 6.09]
GOBP_TRNA_TRANSPORT GOBP_TRNA_TRANSPORT	-0.242	2.813	-0.242	0.370	-1.084	-0.524	-1.084	-0.242	-0.524	2.161	-1.059
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	-0.242	-0.524	0.370	-1.084	-0.242	-1.084	1.585	-0.242	2.813	-0.242	-1.059
GOBP_DETECTION_OF_LIGHT_STIMULUS GOBP_DETECTION_OF_LIGHT_STIMULUS	-0.332	-0.332	3.572	1.529	-0.332	-0.332	-0.332	-0.332	-0.332	-0.332	-0.325
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	1.945	-0.666	-0.666	-0.666	-0.666	-0.248	1.945	-0.248	0.761	-0.666	-0.240
GOBP_HOMOLOGOUS_RECOMBINATION GOBP_HOMOLOGOUS_RECOMBINATION	-0.582	-0.582	-0.582	-0.200	-0.582	1.491	1.491	1.491	-0.582	-0.200	-0.569
GOBP_MOLTING_CYCLE GOBP_MOLTING_CYCLE	-0.541	2.377	0.967	0.475	-0.541	-0.541	-0.541	-0.541	-0.177	-0.541	0.488
GOBP_ERYTHROCYTE_DEVELOPMENT GOBP_ERYTHROCYTE_DEVELOPMENT	-0.332	-0.332	-0.332	-0.332	-0.332	-0.332	-0.332	0.272	1.529	-0.332	2.492
GOBP_RNA_SECONDARY_STRUCTURE_UNWINDING GOBP_RNA_SECONDARY_STRUCTURE_UNWINDING	-0.291	2.725	0.893	-0.291	-0.291	-0.291	-0.291	-0.291	-0.291	-0.291	0.319
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	-0.166	-0.166	-0.166	-0.166	-0.166	-0.166	-0.166	-0.166	4.172	-0.166	-0.162
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	-0.208	3.506	-0.208	-0.208	-0.208	-0.208	-0.208	-0.208	-0.208	0.420	-0.203
