GO	[-5.58 -0.84]	[-0.84 -0.37]	[-0.37 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.63]	[0.63 5.34]
MORF_NPM1 MORF_NPM1	-0.740	-1.044	-0.740	4.205	0.404	0.790	0.265	3.227	-3.665	-1.443	-1.035
MORF_ACTG1 MORF_ACTG1	-0.424	-1.411	-1.411	3.961	0.743	0.743	-0.424	2.934	-2.938	-1.411	-0.647
GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN	-0.894	-0.894	-0.591	0.584	-0.376	1.109	0.237	7.492	-1.914	-1.914	-0.585
MORF_TPT1 MORF_TPT1	-0.350	-0.929	-0.929	4.275	0.951	0.951	-0.350	1.287	-2.260	-1.445	-1.437
GNF2_NPM1 GNF2_NPM1	-1.099	-1.837	-1.099	0.238	1.817	2.306	0.238	2.306	-1.099	-1.837	0.241
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	-0.582	-1.445	-2.260	1.287	1.287	0.951	0.951	2.584	-1.445	-0.929	-1.437
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	-0.374	-1.837	-1.837	1.817	1.382	1.382	0.430	1.382	-1.837	-1.099	-0.649
REACTOME_TRANSLATION REACTOME_TRANSLATION	-0.346	-1.256	-2.726	1.181	1.523	0.883	0.883	2.330	-1.256	-1.256	-1.247
GO_CYTOSOLIC_RIBOSOME GO_CYTOSOLIC_RIBOSOME	-0.356	-1.795	-1.795	1.881	1.435	1.435	0.453	0.718	-1.795	-1.065	-0.352
MORF_NME2 MORF_NME2	-0.350	-1.445	-0.929	2.584	0.257	0.951	-0.582	3.106	-2.260	-0.929	-0.346
REACTOME_PEPTIDE_CHAIN_ELONGATION REACTOME_PEPTIDE_CHAIN_ELONGATION	-0.337	-1.031	-1.753	1.490	1.948	1.490	0.477	0.752	-1.753	-1.031	-1.025
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	0.572	-2.006	-2.006	1.190	1.190	1.582	0.572	0.853	-1.236	-0.761	-1.229
GNF2_EIF3S6 GNF2_EIF3S6	-0.745	-1.134	-0.745	4.191	0.732	0.499	0.315	1.713	-1.134	-1.695	-1.126
KEGG_RIBOSOME KEGG_RIBOSOME	-0.319	-0.998	-1.711	1.548	1.548	1.548	0.502	0.787	-1.711	-0.998	-0.992
GO_TRANSLATIONAL_INITIATION GO_TRANSLATIONAL_INITIATION	-0.946	-1.380	-1.380	1.040	1.040	1.040	0.769	3.002	-1.987	-0.632	-0.938
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.409	-1.880	-1.880	1.331	1.331	1.755	0.409	0.656	-1.133	-1.133	-0.676
