GO	[-2.85 -0.37]	[-0.37 -0.21]	[-0.21 -0.13]	[-0.13 -0.07]	[-0.07 -0.02]	[-0.02 0.03]	[0.03 0.07]	[0.07 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.98]
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.288	-1.772	-0.510	-1.196	-1.196	-1.196	0.463	-0.794	0.288	4.670	2.396
REACTOME_CLEC7A_DECTIN_1_SIGNALING REACTOME_CLEC7A_DECTIN_1_SIGNALING	1.144	1.601	-0.736	-0.736	-1.375	0.760	-1.375	-1.375	2.127	0.231	-0.403
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	0.529	-0.872	-0.872	0.936	2.060	1.449	-0.872	-0.872	-0.872	0.529	-0.894
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	-0.285	-2.094	-0.494	-0.494	-1.306	-0.816	0.526	-0.816	0.526	2.925	2.319
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.318	-1.306	-0.494	-1.306	-1.306	-1.306	0.526	-0.494	0.792	2.925	1.851
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	-0.270	-2.052	0.335	-0.788	-1.271	-1.271	0.551	-0.473	0.551	3.009	1.484
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	0.792	1.145	-0.576	-0.998	-0.576	0.792	-1.713	-1.713	2.569	0.285	-0.335
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	3.221	1.137	-0.298	-0.747	-0.747	-0.298	-0.747	-0.747	1.137	-0.298	-0.766
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	-0.747	-0.298	-0.747	0.304	5.096	0.658	-0.747	-0.298	-0.298	-0.298	-0.766
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	-0.385	-1.375	0.455	-0.736	-0.736	-0.385	0.231	-0.736	-0.736	2.719	2.646
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-0.285	-0.816	-0.285	-0.816	-1.306	-1.306	0.526	-0.816	0.526	2.925	1.851
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	1.764	1.764	-0.463	-0.463	-0.463	0.777	-0.998	-0.998	0.777	-0.463	-1.023
REACTOME_FOXO_MEDIATED_TRANSCRIPTION REACTOME_FOXO_MEDIATED_TRANSCRIPTION	0.998	-0.830	0.568	-0.830	-0.351	0.568	-0.830	-0.351	-0.830	-0.351	2.841
REACTOME_CYTOPROTECTION_BY_HMOX1 REACTOME_CYTOPROTECTION_BY_HMOX1	2.937	0.360	0.360	-1.544	-1.544	0.951	-0.249	-0.865	0.360	-0.478	-0.264
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	0.483	-1.166	0.483	-0.769	-0.769	-1.736	0.483	-1.166	0.302	2.097	2.016
REACTOME_EPH_EPHRIN_SIGNALING REACTOME_EPH_EPHRIN_SIGNALING	-1.333	-0.363	-0.705	0.247	5.021	0.247	-0.705	0.482	-0.363	-0.363	-0.380
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	2.280	1.678	0.399	-1.040	-1.040	0.399	-1.040	-0.492	-0.221	-0.221	-0.510
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21 REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	2.894	1.395	-0.222	-0.622	-0.622	-0.222	-0.622	-0.622	0.397	-0.222	-0.638
REACTOME_DEGRADATION_OF_DVL REACTOME_DEGRADATION_OF_DVL	1.956	1.956	0.363	-0.664	-0.664	-0.247	-0.664	-0.664	0.363	-0.247	-0.680
REACTOME_DEGRADATION_OF_AXIN REACTOME_DEGRADATION_OF_AXIN	1.729	2.425	-0.298	-0.298	-0.747	0.304	-0.747	-0.747	0.304	-0.298	-0.766
