GO	[-10.12 -1.00]	[-1.00 -0.50]	[-0.50 -0.14]	[-0.14 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.19]	[0.19 0.61]	[0.61 1.73]	[1.73 23.61]
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	-1.312	-2.260	-1.900	29.303	-1.075	-8.177	-8.177	-4.290	-1.312	1.459	5.559
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.737	0.692	-1.969	5.788	-6.977	-8.302	-8.302	-2.751	0.558	6.207	8.026
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	-0.585	-2.335	-0.264	8.987	-3.768	-8.302	-8.302	-3.768	1.191	5.382	5.000
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	-1.256	-1.832	-0.301	17.139	-0.516	-5.730	-5.730	-5.730	-0.516	0.635	6.153
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	0.285	-0.684	-0.856	18.912	-3.110	-8.135	-5.805	-3.110	0.908	0.609	2.486
GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN	-1.350	0.263	1.211	9.572	-6.938	-8.260	-6.938	-1.350	-0.342	4.658	2.388
GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_DN GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_DN	-0.585	0.442	-0.264	10.539	-5.109	-8.302	-8.302	-1.969	0.341	3.553	2.929
DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS	1.274	-0.538	-0.856	6.451	-4.968	-8.135	-8.135	-2.643	0.484	3.724	5.212
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP	0.301	0.396	-0.398	3.473	-5.730	-8.052	-8.052	-3.052	1.122	7.960	3.157
BUSSLINGER_GASTRIC_X_CELLS BUSSLINGER_GASTRIC_X_CELLS	-0.607	-0.361	0.691	3.992	-6.582	-7.886	-7.886	-2.087	1.631	5.127	3.652
MEK_UP.V1_UP MEK_UP.V1_UP	-0.527	-0.407	0.293	0.496	-4.933	-8.094	-8.094	-1.275	1.977	7.889	6.093
GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP	-1.294	1.274	3.390	0.484	-6.819	-8.135	-8.135	-1.294	2.768	4.072	2.213
GSE22886_IL2_VS_IL15_STIM_NKCELL_UP GSE22886_IL2_VS_IL15_STIM_NKCELL_UP	-0.301	0.301	-0.827	8.447	-4.898	-8.052	-8.052	-0.827	0.301	2.546	4.925
GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_UP GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_UP	-0.886	0.463	5.492	1.893	-6.898	-8.219	-8.219	-1.092	2.697	1.045	2.420
GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_DN GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_DN	-0.334	1.893	0.359	9.652	-5.039	-8.219	-8.219	-1.607	1.232	0.359	2.152
