GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.434	-4.236	-0.771	-0.771	-0.385	-1.859	-1.052	1.667	-0.385	0.346	14.133
GOBP_TRNA_WOBBLE_BASE_MODIFICATION GOBP_TRNA_WOBBLE_BASE_MODIFICATION	-0.298	-0.746	-0.746	-0.746	-0.746	-0.746	0.655	-0.746	0.304	-0.298	7.235
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	4.241	-0.288	-0.689	-2.072	-2.987	-0.454	-0.288	-0.689	-0.288	0.688	1.918
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	2.231	-0.846	-0.662	0.423	-1.064	-0.510	-0.385	-0.385	-0.285	-2.866	4.657
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	3.509	0.684	1.089	0.371	-0.520	-1.077	-1.077	-1.077	-0.520	-1.077	0.372
GOBP_CYTOPLASMIC_TRANSLATION GOBP_CYTOPLASMIC_TRANSLATION	1.256	0.998	-1.710	-0.476	-0.678	-0.678	-0.324	-0.324	-1.278	-0.940	4.848
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	-0.301	-0.489	-0.762	-0.301	0.478	-0.762	0.478	-1.713	0.971	-1.713	4.602
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	-3.298	-0.830	-1.488	0.805	0.312	-0.830	0.805	1.028	2.563	0.312	-0.289
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX	0.939	-0.733	0.372	-0.733	-0.733	-2.104	0.276	0.618	-0.927	-0.570	5.198
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	-0.756	-1.226	-0.256	-1.226	-1.226	-0.256	0.848	-0.451	0.351	0.351	4.874
GOCC_PROTEASOME_ACCESSORY_COMPLEX GOCC_PROTEASOME_ACCESSORY_COMPLEX	3.815	0.426	-0.204	-0.204	-0.462	-0.994	-0.994	-0.462	1.214	-0.994	-0.461
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	0.539	1.302	-1.243	-0.640	-1.243	-1.243	2.362	0.539	-0.640	0.283	0.283
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	0.785	0.346	-2.447	0.346	-1.064	-0.260	-0.260	-1.607	2.215	-0.434	1.415
GOMF_NUCLEAR_RECEPTOR_COACTIVATOR_ACTIVITY GOMF_NUCLEAR_RECEPTOR_COACTIVATOR_ACTIVITY	3.794	-0.316	-0.316	-0.865	-0.535	0.476	-2.156	-0.865	-0.535	0.476	1.020
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	-0.671	1.720	-1.285	0.509	0.264	2.880	-0.341	-0.671	-0.341	-1.285	-0.341
GOBP_INTERLEUKIN_12_PRODUCTION GOBP_INTERLEUKIN_12_PRODUCTION	-1.064	-2.447	0.541	0.785	0.346	0.346	1.792	-0.691	0.785	0.541	-1.604
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	-0.378	-0.378	-0.378	0.236	-0.870	-0.378	0.236	1.436	-0.870	-0.870	3.504
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	1.640	1.886	0.539	2.150	-0.285	-1.552	-0.382	-1.270	-1.028	-1.270	-0.644
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE	0.818	0.388	1.777	-1.302	-2.780	1.097	-0.885	0.581	-0.374	-0.586	0.390
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_PROCESS GOBP_MODULATION_BY_SYMBIONT_OF_HOST_PROCESS	-1.534	-0.250	0.940	-0.477	2.878	-1.534	-0.477	-0.477	-0.250	0.940	-0.249
GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	-0.870	-0.378	0.236	-0.870	0.527	-0.870	2.727	0.527	0.930	-0.378	-0.869
GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	-0.477	-0.477	-1.534	1.333	-0.250	-1.534	-0.861	1.789	0.940	0.614	-0.249
GOBP_RESPONSE_TO_WATER GOBP_RESPONSE_TO_WATER	-0.580	-0.580	2.212	-0.580	-0.580	1.489	-0.580	-0.580	0.892	-0.199	-0.199
GOMF_DIOXYGENASE_ACTIVITY GOMF_DIOXYGENASE_ACTIVITY	-0.427	-0.427	0.679	-0.633	2.182	-1.281	-2.438	-0.427	-0.427	0.679	1.818
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	-0.351	0.991	-0.828	-0.828	0.566	-0.828	-0.828	2.149	0.991	-0.351	-0.350
GOBP_REGULATION_OF_PROTEIN_FOLDING GOBP_REGULATION_OF_PROTEIN_FOLDING	-0.497	-0.497	0.167	-0.497	-0.497	-0.497	-0.497	0.524	0.167	0.524	3.499
GOBP_RETINAL_ROD_CELL_DIFFERENTIATION GOBP_RETINAL_ROD_CELL_DIFFERENTIATION	-0.497	-0.497	3.496	0.524	-0.497	0.167	-0.497	0.167	0.524	-0.497	-0.496
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	-0.456	1.875	-0.456	-0.456	-0.456	0.578	-0.456	0.187	1.875	-0.456	-0.455
GOMF_CARDIOLIPIN_BINDING GOMF_CARDIOLIPIN_BINDING	-0.373	-0.373	-0.373	-0.373	-0.373	0.240	3.245	-0.373	-0.373	0.240	0.713
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	-0.290	-0.290	-0.290	3.955	-0.290	0.313	0.313	-0.290	-0.290	-0.290	-0.289
GOCC_TRANSLOCON_COMPLEX GOCC_TRANSLOCON_COMPLEX	-0.248	-0.248	-0.248	-0.248	-0.248	1.014	-0.248	-0.248	3.056	-0.248	-0.248
