GO	[-2.13 -0.33]	[-0.33 -0.22]	[-0.22 -0.15]	[-0.15 -0.10]	[-0.10 -0.04]	[-0.04 0.02]	[0.02 0.07]	[0.07 0.14]	[0.14 0.23]	[0.23 0.39]	[0.39 2.90]
GOBP_VIRAL_GENE_EXPRESSION GOBP_VIRAL_GENE_EXPRESSION	0.719	2.217	2.217	0.522	-0.249	1.518	-0.563	-1.536	-1.123	-3.802	-2.018
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.781	2.233	1.377	0.284	0.476	-0.540	-0.318	-2.179	-0.318	-2.179	-2.139
GOBP_TRANSLATIONAL_INITIATION GOBP_TRANSLATIONAL_INITIATION	1.035	3.702	1.634	-0.341	0.578	0.264	-0.743	-1.971	-0.512	-1.447	-2.611
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.104	2.104	1.285	0.256	0.434	-0.584	-0.351	-1.449	-0.351	-2.264	-2.223
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	0.822	3.144	1.434	0.582	0.582	-0.593	-0.378	-2.817	-0.593	-1.321	-1.874
GOBP_CYTOPLASMIC_TRANSLATION GOBP_CYTOPLASMIC_TRANSLATION	0.368	2.090	2.595	-0.243	-0.243	0.887	-1.204	-1.204	-0.736	-0.736	-1.932
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.583	1.711	1.339	-0.289	0.313	-0.475	-0.289	-1.699	-0.475	-1.699	-1.660
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	-1.042	-0.223	-0.494	-1.042	-1.042	0.727	-1.042	1.666	2.264	0.727	-0.481
GOBP_MEMORY GOBP_MEMORY	-0.457	-0.457	-0.457	-0.457	-0.457	1.879	-0.457	1.879	-0.457	-0.457	1.167
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	-0.833	0.565	0.255	1.526	2.159	-0.833	0.255	-0.833	0.255	-0.833	-0.817
GOBP_POSITIVE_REGULATION_OF_TRANSLATION GOBP_POSITIVE_REGULATION_OF_TRANSLATION	-0.791	1.960	2.974	0.332	0.332	-0.476	-2.052	-0.791	-0.272	-0.476	-0.458
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	-1.126	0.345	-1.126	-0.553	-1.126	0.644	-0.553	0.345	2.696	-0.261	1.060
GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	4.449	-0.374	-0.374	0.711	-0.374	-0.374	-0.374	-0.374	-0.374	-0.374	0.244
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	-0.494	1.666	-0.494	1.152	0.396	-1.042	1.666	-1.042	-0.494	-1.042	-0.215
GOBP_CARDIAC_CHAMBER_DEVELOPMENT GOBP_CARDIAC_CHAMBER_DEVELOPMENT	-0.224	-0.624	-0.624	2.076	-0.624	-0.624	-0.624	0.823	0.395	-0.624	1.412
GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	-0.380	-0.874	0.234	-0.380	0.526	-0.874	0.526	2.743	0.931	-0.874	-0.858
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	-0.494	-0.494	-0.494	-0.223	-1.042	1.666	-1.042	0.727	1.666	-1.042	0.746
GOBP_ORGAN_GROWTH GOBP_ORGAN_GROWTH	0.508	0.263	-1.293	-1.293	-0.676	0.837	-1.293	1.246	0.508	-0.343	1.277
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	4.892	-0.332	-0.332	0.272	-0.332	-0.332	-0.332	-0.332	-0.332	-0.332	0.277
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	-0.665	-0.665	-0.665	-0.665	-0.665	0.762	-0.665	1.294	0.762	0.361	1.318
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	-0.665	-0.665	-0.248	-0.665	-0.665	0.361	-0.665	2.709	0.361	1.294	-0.241
GOBP_GASTRULATION GOBP_GASTRULATION	0.234	0.931	-0.380	-0.380	-0.874	-0.874	-0.380	3.524	-0.874	0.234	0.242
GOBP_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS GOBP_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	-0.457	-0.457	0.186	-0.457	-0.457	-0.457	-0.457	0.578	-0.457	1.148	2.791
GOBP_AMINOGLYCAN_METABOLIC_PROCESS GOBP_AMINOGLYCAN_METABOLIC_PROCESS	-0.582	-0.582	-0.200	0.892	-0.582	-0.582	-0.582	0.433	-0.582	0.892	2.252
GOBP_DE_NOVO_PROTEIN_FOLDING GOBP_DE_NOVO_PROTEIN_FOLDING	-0.200	1.491	0.892	1.491	0.433	-0.582	-0.582	-0.582	-0.582	-0.582	-0.571
