gene_name	log2FoldChange
TSPAN6	0.827630832744532
TNMD	0
DPM1	-0.848963989130714
SCYL3	-0.166157651335388
C1orf112	-0.510595981661069
FGR	1.88737316702687
CFH	0.50436637030596
FUCA2	0.543472801233885
GCLC	-0.658840009478319
NFYA	-0.709903337932023
STPG1	0.112564334213962
NIPAL3	0.308662624757352
LAS1L	-1.4721810544677
ENPP4	0.0131064823619953
SEMA3F	0.227057531480167
CFTR	0
ANKIB1	-0.370604474954623
CYP51A1	-0.390250810464809
KRIT1	-0.114411436174077
RAD52	-0.614799448595477
MYH16	0
BAD	0.582656435417893
LAP3	0.0203691025657632
CD99	-0.515599019492989
HS3ST1	0.662057033821402
AOC1	0.323594279584484
WNT16	0
HECW1	2.02965118139116
MAD1L1	0.18537158441136
LASP1	-0.0585790208348158
SNX11	0.583093893945161
TMEM176A	1.84825982969606
M6PR	-1.51163218838198
KLHL13	-1.33091829586759
CYP26B1	0
ICA1	-0.30574065663791
DBNDD1	2.9713179421355
ALS2	1.17245790512735
CASP10	0.269972131294158
CFLAR	0.58914406988225
TFPI	0.299276987933884
NDUFAF7	-0.215671727151601
RBM5	0.75624898527266
MTMR7	4.45730219943307
SLC7A2	-1.66829686880667
ARF5	1.2000126549061
SARM1	0.937989579331068
POLDIP2	-0.701329442101701
PLXND1	-1.3812965785602
AK2	-0.732814147400974
CD38	1.0454996538951
FKBP4	-0.573932855942926
KDM1A	-1.01837602392703
RBM6	-0.73793408233722
CAMKK1	-1.33700745377664
RECQL	0.362789292788818
VPS50	-0.582632131634876
HSPB6	5.79439584366703
ARHGAP33	0.828852411419957
NDUFAB1	-0.559649224530283
PDK4	5.78961155979011
SLC22A16	-3.52265820276818
ZMYND10	1.18786130975853
ABCB5	0.786653108613628
ARX	0.541198317592369
SLC25A13	-0.265029530147494
ST7	-1.37818651955789
CDC27	-0.128993473905998
SLC4A1	-0.187017990231673
CALCR	0
HCCS	-0.875144618631796
DVL2	0.2587446493112
PRSS22	0.924161000683259
UPF1	-0.458784576637789
SKAP2	-0.56595010039247
SLC25A5	-1.37407257010034
MCUB	1.34416621820452
HOXA11	0.64143804827108
POLR2J	0.219590236331902
