GO	[-2.86 -0.24]	[-0.24 -0.14]	[-0.14 -0.09]	[-0.09 -0.05]	[-0.05 -0.02]	[-0.02 0.02]	[0.02 0.06]	[0.06 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	1.761	2.144	4.573	0.605	0.835	-1.128	-2.242	-3.188	-3.188	-1.128	-0.809
MORF_PPP1CA MORF_PPP1CA	2.803	2.318	-0.671	-0.671	-0.246	0.568	-0.417	-1.042	-2.424	-1.042	0.546
GSE14308_TH1_VS_NATURAL_TREG_UP GSE14308_TH1_VS_NATURAL_TREG_UP	2.072	-0.550	-1.122	-1.122	0.347	0.347	0.647	-0.259	-1.122	-1.122	2.033
ZNF547_TARGET_GENES ZNF547_TARGET_GENES	0.372	2.821	1.095	-1.080	-1.080	-0.240	-0.521	-1.080	-0.240	-1.080	1.071
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_DN GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_DN	-1.372	0.758	0.454	0.454	-0.735	1.593	2.702	-0.735	-1.372	-0.735	-0.753
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	2.224	0.895	-0.580	-0.199	-0.580	-0.580	-0.580	2.224	-0.580	-0.580	-0.590
DAZARD_UV_RESPONSE_CLUSTER_G6 DAZARD_UV_RESPONSE_CLUSTER_G6	-1.502	-0.715	-1.502	-0.300	-1.502	-1.047	0.302	2.306	1.536	1.536	0.644
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP	-1.101	0.277	-1.565	-1.101	0.431	-0.507	-2.205	0.862	1.807	0.626	2.135
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	2.164	-0.351	-0.351	-0.830	0.256	-0.830	-0.830	-0.351	0.256	2.891	-0.844
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP	-0.897	-2.213	-0.558	3.773	0.697	-1.406	0.458	0.272	0.272	-0.332	0.440
