GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	-2.261	-0.583	0.257	-0.930	0.257	4.275	1.287	0.666	-0.930	-0.930	-0.343
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	0.964	2.760	0.655	0.224	0.964	0.224	-1.134	-0.681	-1.881	-0.394	-1.864
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	-0.707	-0.273	-0.707	-0.707	5.330	0.331	-0.707	0.331	-0.273	0.331	-0.700
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	-2.558	0.314	0.314	-1.135	0.499	3.618	1.013	0.499	-1.135	-0.746	-0.464
GOCC_CYTOSOLIC_RIBOSOME GOCC_CYTOSOLIC_RIBOSOME	-2.092	0.316	-0.496	-0.817	-0.286	3.456	1.476	0.785	-0.817	-1.306	-0.280
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-2.176	-0.539	-0.318	-0.873	0.285	3.861	1.378	0.723	-0.873	-0.873	-0.311
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	-0.832	-0.352	-0.832	-0.832	4.597	0.566	-0.352	0.566	-0.352	0.255	-0.824
GOBP_REGULATION_OF_RNA_SPLICING GOBP_REGULATION_OF_RNA_SPLICING	1.340	2.585	0.499	0.314	1.013	-0.474	-0.474	-1.135	-1.135	-0.474	-2.535
GOBP_VESICLE_BUDDING_FROM_MEMBRANE GOBP_VESICLE_BUDDING_FROM_MEMBRANE	-0.834	0.380	1.399	-1.502	-0.834	0.647	-0.834	1.875	-0.834	1.399	-0.824
GOBP_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY GOBP_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	-0.790	-0.790	0.609	2.281	-0.790	0.278	1.620	-0.790	0.278	-0.790	-0.321
GOBP_STEROL_BIOSYNTHETIC_PROCESS GOBP_STEROL_BIOSYNTHETIC_PROCESS	0.278	1.620	1.620	-0.325	-0.790	-0.790	1.059	-0.790	0.278	-0.790	-0.783
GOBP_L_AMINO_ACID_TRANSPORT GOBP_L_AMINO_ACID_TRANSPORT	3.512	0.524	-0.498	-0.498	-0.498	-0.498	0.524	-0.498	-0.498	0.524	-0.494
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	-1.502	-1.502	-0.235	1.399	-0.456	2.414	-0.834	0.647	0.380	-0.456	-0.230
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	3.689	-0.493	-1.041	-0.493	0.397	-0.493	1.153	-0.222	-0.222	-0.493	-1.031
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	-0.407	-0.915	1.362	0.216	1.362	-0.915	0.875	0.875	-0.407	-0.915	-0.907
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	-1.915	0.237	0.824	-0.592	-0.377	2.660	1.108	0.824	-0.592	-1.319	-0.881
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	0.796	-0.706	-0.706	-1.334	0.480	0.796	1.190	1.658	-0.364	-1.334	-0.697
GOMF_STEROID_HORMONE_RECEPTOR_BINDING GOMF_STEROID_HORMONE_RECEPTOR_BINDING	0.526	-0.873	-0.873	0.932	0.235	2.048	-0.379	-0.379	0.932	-0.873	-0.866
GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING	-0.248	-0.665	-0.665	1.947	1.947	-0.665	-0.248	0.362	-0.665	0.362	-0.659
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS GOMF_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS	-0.248	-0.665	-0.665	-0.665	-0.665	0.762	-0.248	-0.665	0.362	1.295	1.962
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	0.712	1.384	2.234	-0.373	-0.370
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS	-0.540	-0.540	-0.540	-0.540	-0.540	0.476	-0.177	-0.540	0.476	0.968	2.395
