GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.20]	[0.20 0.32]	[0.32 2.54]
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	4.129	0.561	-0.241	0.561	0.371	-0.921	-0.921	-2.856	-0.613	-1.350	1.101
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	-1.586	-1.586	-0.504	-0.504	0.338	4.109	0.901	0.901	-0.267	-0.899	-0.492
FUJII_YBX1_TARGETS_DN FUJII_YBX1_TARGETS_DN	2.046	-0.265	0.341	0.519	1.006	-0.973	0.741	-1.413	-1.413	-2.941	1.034
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	1.710	0.731	-0.474	0.498	0.314	0.731	-1.697	-2.558	-0.288	-1.697	1.370
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	0.975	1.259	-0.401	-0.603	-0.603	-1.245	3.702	-0.256	-1.735	-1.735	0.539
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	1.489	1.947	-0.338	0.751	-1.755	0.476	-0.338	-1.032	-0.603	-1.755	0.489
TSENG_IRS1_TARGETS_UP TSENG_IRS1_TARGETS_UP	2.066	-1.125	-1.125	-0.553	0.644	-0.553	2.066	-0.261	-0.261	0.346	-1.110
WHITFIELD_CELL_CYCLE_LITERATURE WHITFIELD_CELL_CYCLE_LITERATURE	2.709	-0.665	-0.665	0.361	-0.665	-0.665	0.361	-0.665	0.361	-0.665	1.311
FURUKAWA_DUSP6_TARGETS_PCI35_DN FURUKAWA_DUSP6_TARGETS_PCI35_DN	1.942	-0.407	1.361	1.361	0.216	-0.407	-0.915	-0.915	-0.915	-0.915	0.221
FIRESTEIN_PROLIFERATION FIRESTEIN_PROLIFERATION	-0.434	-1.202	-0.434	1.234	2.090	0.369	-1.202	-1.966	-0.434	0.369	1.260
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	-0.957	-0.957	-0.436	-0.957	0.822	1.287	1.287	1.287	0.198	-0.957	-0.427
GROSS_HYPOXIA_VIA_ELK3_DN GROSS_HYPOXIA_VIA_ELK3_DN	3.590	-0.675	-0.343	-0.675	-1.292	-0.343	0.508	0.263	0.838	0.263	-1.276
BURTON_ADIPOGENESIS_3 BURTON_ADIPOGENESIS_3	2.718	0.318	-0.932	0.318	-0.284	0.555	0.318	-1.628	-0.528	-1.628	0.879
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	-0.874	0.235	-0.380	0.931	1.441	-0.874	0.235	-0.874	2.046	-0.874	-0.372
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	2.354	0.441	1.066	1.341	-0.452	-0.912	0.299	-0.912	-1.250	-2.240	0.313
MORI_PLASMA_CELL_UP MORI_PLASMA_CELL_UP	-0.177	-0.540	-0.540	-0.540	-0.540	-0.540	0.476	2.378	-0.540	1.606	-0.173
DURAND_STROMA_NS_UP DURAND_STROMA_NS_UP	-0.665	0.361	-0.665	-0.248	-0.248	-0.665	-0.665	0.762	-0.665	0.762	2.737
