GO	[-5.24 -0.50]	[-0.50 -0.23]	[-0.23 -0.12]	[-0.12 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.18]	[0.18 0.36]	[0.36 0.73]	[0.73 7.53]
ATCATGA_MIR433 ATCATGA_MIR433	-1.335	0.467	-0.552	1.544	1.544	-4.736	0.628	0.628	1.839	-0.756	-1.726
ACCATTT_MIR522 ACCATTT_MIR522	-0.531	-0.399	3.991	3.256	0.691	-2.572	-0.293	-0.399	-1.404	-0.399	-2.111
MIR337_3P MIR337_3P	-0.469	1.358	0.530	0.892	2.245	-3.869	0.272	0.388	0.698	-1.483	-2.408
MIR3685 MIR3685	-0.318	0.285	2.582	1.536	-0.548	-3.910	0.491	0.285	0.767	-1.975	-0.418
MIR302D_5P MIR302D_5P	-0.889	1.236	1.048	0.876	0.463	-3.721	-0.334	1.901	0.584	-1.337	-1.329
MIR371A_5P MIR371A_5P	-0.762	1.509	0.591	0.353	-0.458	-4.320	1.086	2.005	-0.595	-1.193	0.356
MIR12135 MIR12135	-0.408	0.623	1.105	-0.528	0.386	-3.094	1.301	2.526	0.293	-2.219	-0.838
ACAACTT_MIR382 ACAACTT_MIR382	-1.518	0.288	1.467	1.817	-0.488	-1.065	-1.065	3.073	-0.732	-0.732	-0.486
MIR2115_5P MIR2115_5P	0.977	-1.168	5.021	-0.374	-0.512	-1.873	-0.512	-0.374	-0.903	0.782	-0.371
MIR628_3P MIR628_3P	0.435	-0.691	2.417	2.417	1.082	-1.364	-1.364	-0.691	-0.982	-0.982	0.291
MIR5699_5P MIR5699_5P	-0.522	-0.369	3.800	1.083	0.356	-1.677	-0.720	-2.165	0.496	0.664	-0.716
MIR5001_5P MIR5001_5P	-0.385	0.318	0.423	-0.285	-1.322	-4.077	1.955	0.691	0.318	-0.662	1.706
MIR218_1_3P MIR218_1_3P	0.362	-0.792	-0.247	-0.555	-0.555	-1.506	1.200	0.522	3.868	-2.033	-0.246
MIR619_5P MIR619_5P	0.426	0.426	0.565	0.565	-1.232	-3.692	-1.560	1.882	0.426	0.913	0.313
CAGTCAC_MIR134 CAGTCAC_MIR134	0.286	2.692	1.365	0.476	-1.363	-1.363	-1.363	0.476	-0.865	0.286	-0.315
MIR6820_5P MIR6820_5P	-0.456	-0.456	-0.456	0.578	-0.456	-0.456	1.875	-0.456	1.148	-0.456	0.580
