GO	[-7.27 -0.53]	[-0.53 -0.24]	[-0.24 -0.12]	[-0.12 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.20]	[0.20 0.43]	[0.43 0.92]	[0.92 8.92]
GOCC_SPECIFIC_GRANULE GOCC_SPECIFIC_GRANULE	-2.541	-2.541	-1.381	0.428	-0.678	-6.610	-1.105	2.031	1.761	0.707	8.718
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	1.237	-0.509	-2.863	-1.976	1.696	-2.863	-2.863	-2.386	-0.385	2.833	8.335
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	2.048	-1.261	-3.323	-0.621	0.908	-2.304	-3.323	-1.009	-1.009	1.782	9.665
GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY	0.436	-2.094	-1.186	-0.962	10.384	0.436	-4.071	-2.946	-0.271	-0.271	2.412
GOMF_PEPTIDE_RECEPTOR_ACTIVITY GOMF_PEPTIDE_RECEPTOR_ACTIVITY	1.709	-1.543	-3.460	-0.759	6.194	-0.580	-0.975	-2.341	-1.234	1.017	2.276
GOBP_OSTEOCLAST_DIFFERENTIATION GOBP_OSTEOCLAST_DIFFERENTIATION	-1.563	-1.151	-0.268	-2.807	0.337	-3.818	0.672	-0.589	0.889	1.733	5.248
GOBP_DETECTION_OF_ABIOTIC_STIMULUS GOBP_DETECTION_OF_ABIOTIC_STIMULUS	0.965	-0.258	-0.851	-3.941	3.228	-4.832	-0.652	-0.360	-0.490	0.965	2.878
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	0.863	0.343	-2.464	-0.462	2.166	-7.864	-0.462	-0.462	0.343	0.863	2.445
GOMF_CARGO_RECEPTOR_ACTIVITY GOMF_CARGO_RECEPTOR_ACTIVITY	1.427	-0.505	-1.549	-1.549	0.620	-2.180	-1.091	-3.111	0.851	3.006	2.563
GOMF_METALLOPEPTIDASE_ACTIVITY GOMF_METALLOPEPTIDASE_ACTIVITY	3.579	0.293	-1.615	-0.411	1.560	-5.373	0.293	-1.949	-0.411	-0.411	2.619
GOMF_SOLUTE_CATION_SYMPORTER_ACTIVITY GOMF_SOLUTE_CATION_SYMPORTER_ACTIVITY	0.946	-0.714	-0.506	-1.768	4.191	-4.109	-0.506	0.259	-1.329	0.385	2.481
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	1.456	0.349	-2.064	-0.390	0.505	-0.812	-2.770	1.169	-0.390	-1.126	3.339
GOBP_NEGATIVE_CHEMOTAXIS GOBP_NEGATIVE_CHEMOTAXIS	3.195	-0.411	-0.411	-0.702	-0.702	-1.907	-1.157	0.389	-0.228	-0.228	2.137
HP_MACROTHROMBOCYTOPENIA HP_MACROTHROMBOCYTOPENIA	-0.373	-0.373	-0.373	-0.373	0.240	-0.373	-0.373	0.240	-0.373	-0.373	5.811
GOMF_IGG_BINDING GOMF_IGG_BINDING	0.187	-0.455	-0.455	-0.455	0.578	-0.455	-0.455	-0.455	-0.455	0.187	4.921
GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	-0.199	-0.580	-0.580	-0.580	-0.580	-0.580	-0.580	0.892	-0.199	0.434	4.010
HP_ENCEPHALOMALACIA HP_ENCEPHALOMALACIA	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	0.211	0.211	2.039	2.040
GOBP_HISTIDINE_CATABOLIC_PROCESS GOBP_HISTIDINE_CATABOLIC_PROCESS	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	0.795	3.564
GOBP_EPOXIDE_METABOLIC_PROCESS GOBP_EPOXIDE_METABOLIC_PROCESS	-0.207	0.421	-0.207	-0.207	-0.207	-0.207	-0.207	-0.207	-0.207	-0.207	3.502
