GO	[-1.00 -0.89]	[-0.89 -0.74]	[-0.74 -0.56]	[-0.56 -0.35]	[-0.35 -0.16]	[-0.16 0.07]	[0.07 0.31]	[0.31 0.53]	[0.53 0.72]	[0.72 0.89]	[0.89 1.00]
GOCC_ORGANELLAR_RIBOSOME GOCC_ORGANELLAR_RIBOSOME	-1.837	-1.837	-0.671	-0.457	-1.336	-1.336	0.301	-1.336	1.407	1.115	8.551
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	-0.920	-2.240	-0.920	-0.920	-0.578	-0.920	-0.578	-1.432	2.549	0.946	6.907
GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	3.411	0.885	-1.309	-1.805	-1.309	-0.934	0.314	0.314	-1.309	-0.934	3.874
GOCC_ATPASE_COMPLEX GOCC_ATPASE_COMPLEX	5.666	-0.521	-0.360	-0.360	-2.367	-1.800	-0.521	-1.007	-0.521	0.923	1.431
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	4.813	-0.689	-1.456	-0.454	-2.072	-1.456	-0.288	-0.689	-0.288	0.938	1.904
GOCC_SAGA_TYPE_COMPLEX GOCC_SAGA_TYPE_COMPLEX	4.471	1.150	-1.036	-1.036	-0.222	-1.036	-0.491	0.398	-0.491	-1.036	0.396
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	-1.160	-0.579	-0.279	0.608	-1.160	-1.160	0.979	-0.579	-0.579	1.434	2.559
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	-0.351	-0.351	-0.828	-0.351	-0.828	-0.828	0.566	0.256	-0.351	-0.351	5.521
GOCC_PLATELET_ALPHA_GRANULE_LUMEN GOCC_PLATELET_ALPHA_GRANULE_LUMEN	-2.697	0.423	0.877	-0.835	-0.344	-0.344	1.506	1.506	-0.546	0.877	-1.829
GOCC_PHOTORECEPTOR_OUTER_SEGMENT GOCC_PHOTORECEPTOR_OUTER_SEGMENT	-2.549	0.617	1.085	0.290	1.371	-1.364	0.833	0.290	-2.549	0.435	0.431
GOCC_PEPTIDASE_COMPLEX GOCC_PEPTIDASE_COMPLEX	3.610	1.026	-0.731	-1.935	1.301	-1.029	-0.505	-0.338	-0.338	-1.029	0.264
GOCC_ISWI_TYPE_COMPLEX GOCC_ISWI_TYPE_COMPLEX	4.922	-0.455	0.187	0.187	-0.455	-0.455	-0.455	-0.455	0.187	0.187	-0.457
GOCC_SAGA_COMPLEX GOCC_SAGA_COMPLEX	4.922	0.187	-0.455	-0.455	0.187	-0.455	-0.455	0.187	-0.455	-0.455	0.186
GOCC_PROTEASOME_ACCESSORY_COMPLEX GOCC_PROTEASOME_ACCESSORY_COMPLEX	3.052	1.215	-0.204	-0.994	-0.204	-0.994	-0.462	-0.204	0.427	-0.462	-0.998
GOCC_CORE_MEDIATOR_COMPLEX GOCC_CORE_MEDIATOR_COMPLEX	4.877	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	-0.331	0.273	-0.332
GOCC_MEDIATOR_COMPLEX GOCC_MEDIATOR_COMPLEX	2.308	0.941	0.615	-0.476	-0.250	-0.476	-0.476	-1.533	-1.533	-0.476	0.935
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	-0.269	0.442	-0.363	-0.363	-2.641	-1.232	-0.269	-0.994	0.709	0.870	3.447
GOCC_STAGA_COMPLEX GOCC_STAGA_COMPLEX	2.549	1.053	-0.497	-0.497	-0.497	-0.497	-0.497	0.525	-0.497	-0.497	0.522
GOCC_SWR1_COMPLEX GOCC_SWR1_COMPLEX	-0.497	-0.497	-0.497	-0.497	-0.497	0.167	0.525	0.525	-0.497	0.167	3.490
GOCC_MITOTIC_SPINDLE_MICROTUBULE GOCC_MITOTIC_SPINDLE_MICROTUBULE	-0.497	0.167	0.525	-0.497	-0.497	0.167	-0.497	-0.497	-0.497	0.525	3.490
GOCC_NURF_COMPLEX GOCC_NURF_COMPLEX	4.467	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	0.361	-0.249
GOCC_ELONGATOR_HOLOENZYME_COMPLEX GOCC_ELONGATOR_HOLOENZYME_COMPLEX	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	0.361	4.459
GOCC_PARANODAL_JUNCTION GOCC_PARANODAL_JUNCTION	-0.331	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	2.453	1.529	-0.331	-0.332
GOCC_HAUS_COMPLEX GOCC_HAUS_COMPLEX	-0.331	-0.331	0.795	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	0.795	2.447
