GO	[-6.33 -1.22]	[-1.22 -0.34]	[-0.34 0.41]	[0.41 0.86]	[0.86 1.25]	[1.25 1.59]	[1.59 1.95]	[1.95 2.37]	[2.37 3.09]	[3.09 4.19]	[4.19 19.62]
CORRE_MULTIPLE_MYELOMA_UP CORRE_MULTIPLE_MYELOMA_UP	0.821	3.987	-0.954	-0.954	-0.434	-0.954	-0.954	-0.434	0.199	1.283	-0.430
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	-1.078	0.684	0.371	-1.078	1.089	0.684	-1.078	-1.078	0.371	2.150	-1.071
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	-0.788	-0.788	1.057	-0.325	-0.325	-0.788	3.862	0.279	0.608	-0.788	-0.783
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	-1.313	1.146	1.443	0.313	-0.654	1.774	-0.290	-3.455	-0.654	-0.443	0.668
BIOCARTA_VDR_PATHWAY BIOCARTA_VDR_PATHWAY	-0.746	-0.298	-0.746	-0.746	-0.746	0.655	0.655	-0.746	0.304	-0.298	4.083
REACTOME_INFLUENZA_INFECTION REACTOME_INFLUENZA_INFECTION	-0.740	0.315	1.005	1.005	0.498	2.100	0.315	-1.681	0.315	-1.125	-2.519
PID_FAK_PATHWAY PID_FAK_PATHWAY	0.554	-0.526	2.148	-1.619	-0.927	-0.927	1.227	0.319	0.319	-1.619	0.868
PID_VEGFR1_PATHWAY PID_VEGFR1_PATHWAY	-0.325	-0.325	2.271	-0.788	-0.788	1.057	1.614	-0.788	0.279	-0.788	-0.783
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	0.397	1.149	-0.492	-0.492	1.149	1.660	-1.037	0.726	-1.037	-1.037	-1.030
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	3.680	1.698	-0.419	-0.419	-2.139	-0.608	0.652	-1.599	-0.419	-0.419	-0.273
