GO	[-2.64 -0.21]	[-0.21 -0.13]	[-0.13 -0.08]	[-0.08 -0.05]	[-0.05 -0.01]	[-0.01 0.01]	[0.01 0.05]	[0.05 0.09]	[0.09 0.13]	[0.13 0.22]	[0.22 1.47]
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	4.188	-0.706	-0.706	0.246	0.246	-0.365	1.657	-0.706	0.246	-1.334	-1.317
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	0.371	-0.613	0.371	-1.953	-1.953	-1.953	-0.241	0.795	1.072	1.072	1.793
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	-0.665	0.762	-0.665	-0.248	0.361	-0.665	-0.665	-0.665	1.294	-0.665	2.737
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	1.827	-0.707	-0.273	1.209	0.706	-0.707	-0.707	1.209	-0.707	-0.707	-0.698
RASHI_RESPONSE_TO_IONIZING_RADIATION_3 RASHI_RESPONSE_TO_IONIZING_RADIATION_3	0.433	-0.200	-0.582	2.219	-0.582	2.219	-0.582	-0.200	-0.582	-0.582	-0.574
FINETTI_BREAST_CANCERS_KINOME_GRAY FINETTI_BREAST_CANCERS_KINOME_GRAY	-0.498	-0.498	0.166	-0.498	-0.498	-0.498	0.166	0.166	4.597	0.524	-0.492
CUI_GLUCOSE_DEPRIVATION CUI_GLUCOSE_DEPRIVATION	-0.540	0.476	-0.540	-0.540	-0.540	-0.177	-0.177	-0.540	-0.177	4.296	-0.173
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	-0.498	-0.498	0.166	-0.498	-0.498	-0.498	0.166	3.510	0.524	-0.498	0.531
MORI_LARGE_PRE_BII_LYMPHOCYTE_DN MORI_LARGE_PRE_BII_LYMPHOCYTE_DN	0.166	-0.498	0.166	2.556	-0.498	1.053	-0.498	-0.498	-0.498	-0.498	0.531
HOELZEL_NF1_TARGETS_DN HOELZEL_NF1_TARGETS_DN	-0.457	0.578	-0.457	-0.457	0.578	-0.457	-0.457	-0.457	-0.457	1.879	1.162
BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP	0.640	-0.415	1.258	0.211	-0.415	-0.415	-0.415	-0.415	-0.415	-0.415	2.063
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	-0.374	-0.374	-0.374	-0.374	-0.374	-0.374	0.239	1.383	0.239	-0.374	2.253
