GO	[-1.00 -0.89]	[-0.89 -0.73]	[-0.73 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.31]	[0.31 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	-2.856	-2.856	-0.760	-0.976	-1.911	-1.236	0.388	0.283	1.017	0.827	12.430
GOBP_TRANSLATIONAL_ELONGATION GOBP_TRANSLATIONAL_ELONGATION	-1.278	-2.608	-1.278	-0.282	-2.608	-2.608	-0.400	-0.282	0.769	2.671	9.596
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.435	-3.185	-0.385	-0.553	-2.435	-1.860	0.492	0.346	0.667	1.108	9.751
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	-1.935	-2.623	-0.506	-0.731	-1.935	-1.935	0.404	-0.506	0.783	1.605	9.605
GOBP_MITOCHONDRIAL_TRANSLATION GOBP_MITOCHONDRIAL_TRANSLATION	-2.132	-2.132	-0.779	-0.581	-1.689	-1.689	0.419	-0.301	0.419	1.141	11.292
GOCC_ORGANELLAR_RIBOSOME GOCC_ORGANELLAR_RIBOSOME	-1.837	-1.837	-0.672	-0.458	-1.337	-1.337	0.301	-1.337	1.113	1.113	9.296
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	-0.921	-2.240	-0.921	-0.921	-0.578	-0.921	-0.578	-1.432	2.077	0.944	7.710
GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	3.402	1.144	-1.805	-1.805	-1.309	-0.935	0.313	0.313	-1.309	-0.935	3.904
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-2.671	-1.114	0.597	-0.371	-0.503	-1.408	-0.503	-0.267	0.338	-0.371	8.810
GOBP_TRNA_PROCESSING GOBP_TRNA_PROCESSING	-2.290	-0.583	0.593	-1.384	0.311	-1.056	-0.583	-0.418	0.439	-0.291	7.601
GOCC_ATPASE_COMPLEX GOCC_ATPASE_COMPLEX	5.647	-0.522	0.249	-0.522	-2.367	-1.800	-0.522	-1.007	-0.522	0.707	1.754
GOBP_RECOMBINATIONAL_REPAIR GOBP_RECOMBINATIONAL_REPAIR	7.776	0.445	-0.282	-0.552	0.594	-2.074	-0.282	-0.984	-0.282	-1.278	-0.975
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	3.081	-0.586	-2.780	-0.374	0.581	-0.374	-0.586	-0.374	-0.374	-1.892	3.096
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	4.801	-0.689	-1.013	-0.689	-2.072	-1.456	-0.288	-0.689	-0.288	0.936	1.924
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	7.033	0.684	-0.520	-0.241	-0.520	-0.520	-1.077	-0.520	-1.077	-0.241	-0.518
GOBP_TRNA_WOBBLE_BASE_MODIFICATION GOBP_TRNA_WOBBLE_BASE_MODIFICATION	-0.298	-0.746	-0.746	-0.746	-0.746	-0.298	-0.746	-0.298	0.304	0.655	6.094
GOCC_SAGA_TYPE_COMPLEX GOCC_SAGA_TYPE_COMPLEX	4.466	1.149	-1.036	-1.036	-0.222	-1.036	-0.491	0.398	-0.491	-1.036	0.400
GOBP_NCRNA_TRANSCRIPTION GOBP_NCRNA_TRANSCRIPTION	0.456	0.840	-2.884	-2.166	-0.624	0.632	-0.876	1.352	-0.624	-0.290	3.172
GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	-0.621	0.396	5.902	-0.223	0.396	-0.621	-0.223	-0.621	-0.621	-0.621	-0.619
HP_ANTERIOR_OPEN_BITE_MALOCCLUSION HP_ANTERIOR_OPEN_BITE_MALOCCLUSION	1.488	0.434	-0.580	-0.580	-0.580	-0.580	-0.580	-0.199	4.009	-0.580	-0.578
GOBP_REGULATION_OF_MRNA_PROCESSING GOBP_REGULATION_OF_MRNA_PROCESSING	0.840	0.504	-1.417	-1.106	-0.342	-0.641	0.264	-0.641	0.372	-1.794	5.731
HP_ABNORMAL_EPIPHYSEAL_OSSIFICATION HP_ABNORMAL_EPIPHYSEAL_OSSIFICATION	-0.921	-0.578	-1.432	-0.348	0.664	-0.348	2.545	0.664	2.545	-1.432	-1.426
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	-0.256	-0.756	-1.991	-1.226	-0.451	-0.756	0.571	0.571	-0.256	0.351	4.883
HP_ATHETOSIS HP_ATHETOSIS	0.302	-0.958	0.527	1.176	-0.549	2.070	1.594	-1.658	-0.958	-0.300	-1.652
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	5.278	0.513	-0.320	-0.320	-1.911	-0.320	-2.344	-0.581	0.827	-0.320	-0.430
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	5.343	0.398	-0.222	-0.491	-1.036	-0.222	-0.491	-1.036	0.398	-1.036	-0.221
GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS	-0.489	-0.762	-1.152	-1.713	-0.301	-1.152	0.301	0.970	0.301	0.301	5.230
GOMF_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE GOMF_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE	-0.787	-0.324	-0.787	1.057	0.279	-0.324	4.783	-0.324	-0.324	-0.787	-0.784
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	-0.611	-1.064	0.282	-3.408	-0.611	-0.321	-0.814	0.881	0.881	0.695	3.626
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	-1.160	-0.580	-0.280	0.607	-1.160	-1.160	0.978	-0.580	-0.580	1.432	2.574
GOMF_PHOSPHOLIPASE_A2_ACTIVITY GOMF_PHOSPHOLIPASE_A2_ACTIVITY	-0.520	-0.520	-1.077	1.088	-0.241	-0.520	5.141	-0.241	-0.241	-0.520	-1.074
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	1.112	2.276	1.112	-0.668	-0.668	-1.035	-0.247	-1.572	0.564	0.564	-2.397
GOBP_SNRNA_TRANSCRIPTION GOBP_SNRNA_TRANSCRIPTION	-0.240	1.729	-2.822	-1.928	-0.390	0.560	-0.606	0.790	-0.390	-0.390	2.132
GOBP_INTERLEUKIN_10_PRODUCTION GOBP_INTERLEUKIN_10_PRODUCTION	-2.281	-0.600	-0.949	2.016	0.910	0.415	-1.467	-0.600	0.910	1.601	-0.596
