GO	[-3.26 -0.36]	[-0.36 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.02]	[-0.02 0.03]	[0.03 0.07]	[0.07 0.13]	[0.13 0.20]	[0.20 0.32]	[0.32 2.42]
MIR4753_5P MIR4753_5P	-0.401	-0.401	-0.235	-2.389	0.850	3.979	0.379	-0.401	1.161	-2.389	-1.002
MIR1278 MIR1278	-0.957	-0.957	-0.435	0.199	1.845	-0.957	-0.957	1.287	0.822	1.287	-0.949
MIR6776_3P MIR6776_3P	-0.352	-0.832	-0.832	2.160	-0.832	2.886	-0.832	0.255	0.255	0.255	-0.824
MIR583 MIR583	0.718	-1.797	-0.356	2.382	1.881	-0.629	-0.356	-1.797	0.453	-0.356	-0.619
MIR597_3P MIR597_3P	1.131	-0.748	-0.748	-0.299	-0.748	-0.748	0.303	-0.299	-0.748	3.203	0.663
MIR4494 MIR4494	-0.707	1.209	-0.707	0.331	-0.707	1.209	-0.707	1.828	-0.707	0.331	-0.700
MIR512_5P MIR512_5P	-0.748	-0.748	0.303	-0.748	-0.748	-0.299	-0.748	0.303	0.303	2.412	1.735
MIR138_2_3P MIR138_2_3P	-0.539	-0.539	-2.177	-0.318	1.378	1.025	-2.177	0.476	1.025	0.476	0.292
MIR1264 MIR1264	-0.456	1.399	-0.834	-1.502	-0.834	0.380	-0.834	1.875	0.988	-0.834	0.657
MIR1228_3P MIR1228_3P	-0.832	0.566	-0.352	0.255	-0.832	2.160	-0.352	-0.832	-0.832	0.255	1.542
