gene	rho	combined.z	pv
1	A1BG	-2.82511022536372	-1.11534368760538	0.264703170868208
2	AADACL2	-2.49023133546183	-0.866466389734128	0.386234450176077
3	AADACL4	-1.25419058723872	-0.311541402671464	0.75538907298776
4	AAMP	-1.62242472338492	-0.308592103647775	0.757631828270857
5	AANAT	-2.39264672423318	-0.798135993271686	0.424791576179592
6	AARD	-1.47814167461385	-0.224832241697632	0.822109782883121
7	AARSD1	-2.02442044211841	-0.554183434363983	0.579453314231867
8	ABAT	-2.67430590992884	-1.00028942735638	0.317170462238128
9	ABCA10	2.19929556603596	1.45982001685439	0.144339545753222
10	ABCA3	-0.247448914063044	0.418856362125544	0.675321110646042
11	ABCB11	-1.60507707847853	-0.298408140373039	0.76539167681952
12	ABCB6	-1.01041671567396	0.0333525855179887	0.973393419881375
13	ABCC1	-1.21417741753558	-0.0767807051450493	0.938798000483288
14	ABCC4	-2.42546088024135	-0.820923858040238	0.41168964042463
15	ABCD1	-4.00150475465978	-2.33733938514234	0.0194215441854746
16	ABCF1	2.65614352088062	2.60626392864814	0.0091535898304733
17	ABCF3	-2.13559179517731	-0.625708403963663	0.531506219986309
18	ABCG4	-0.155547921523637	0.462808482717232	0.643501650384223
19	ABHD1	-0.773845490066111	0.157145736462319	0.875129992851466
20	ABHD14A	0.0600779162697598	0.606557884559394	0.544144356875594
21	ABHD14B	-2.10279712928378	-0.60443004904812	0.545557762780554
22	ABHD17A	-2.60706324217892	-0.95061265144335	0.341801043914604
23	ABHD4	-1.54164243707354	-0.261435163743439	0.793756942916314
24	ABI2	-1.43358816229356	-0.199387722323839	0.841959463836089
25	ABI3BP	-1.75152986966826	0.0199058491010261	0.984118479162668
26	ABL1	-0.809035808453196	0.138992537834727	0.889456045756337
27	ABLIM1	-0.0107471181985212	0.531105810737473	0.595345457797875
28	ABRA	-1.76984223899066	-0.396450086632912	0.691773022707576
29	ACAA2	-1.01243053914875	0.133209388106026	0.894027786383454
30	ACAD10	-1.37715369724656	-0.167430688148199	0.867031180322489
31	ACADSB	-1.99357172747627	-0.534634288597746	0.592902768489598
32	ACBD4	-2.06152030778158	-0.577862853687907	0.563356716034685
33	ACBD7	-1.52156854396435	-0.249820682577334	0.802726024402023
34	ACE	-3.57961704910765	-1.79960578975703	0.0719229062358183
35	ACIN1	0.348368219325724	0.695777474361999	0.48656819809433
36	ACOT4	-1.21494833825631	-0.077203974050792	0.938461280249827
37	ACOT7	-1.03165904476189	0.0220284687735944	0.982425246247191
38	ACP5	0.687303606479606	0.845573008232237	0.397790988418281
39	ACSF2	0.62761336400571	0.819562775660777	0.412465401517001
40	ACSF3	-1.27876520681367	-0.112421591783895	0.910489136080705
41	ACSL6	0.267955920333449	0.659460962156263	0.509599806331354
42	ACSM5	0.439728351788317	0.73666721001594	0.461324751883547
43	ACSS1	-1.98779025778896	-0.530984479428988	0.595429534463144
44	ACSS3	-1.50420433777846	-0.239806609700367	0.81048018266944
45	ACTA1	-4.21797922281443	-2.7379962296242	0.00618147846047646
46	ACTG2	-0.45620912820579	0.25714390912329	0.797067682296806
47	ACTL6B	1.94571467262135	1.3621386941647	0.173154118845843
48	ACTN3	0.171587213643561	0.615523538017495	0.538209029614095
49	ACTR5	2.04358859530744	1.40006773639925	0.161493035430522
50	ACTRT1	-2.67069237554273	-0.997595521838751	0.31847553346453
51	ACTRT3	3.30356952798644	1.86478429956274	0.062211644883542
52	ACVR1B	-0.384634736603255	0.352331591381847	0.724589598695152
53	ACVRL1	-2.36762657026929	-0.78088554429515	0.434869814934519
54	ADA	2.66569317695208	1.63470047724541	0.102111852415473
55	ADAM12	-1.71093430677295	-0.361054020273299	0.718059064517812
56	ADAM20	-2.43995431841147	-0.831049100831799	0.405945891901184
57	ADAM30	0.770062045976907	0.881384169277578	0.378109923111298
58	ADAM32	-3.58804973760616	-1.80875027965277	0.0704898078342532
59	ADAMDEC1	-0.414116903640548	-0.289989132583074	0.771824551505985
60	ADAMTS13	-3.15035120782913	-1.38394802291188	0.16637437065503
61	ADAMTS16	-4.29463595679959	-2.9375977425447	0.00330765887791543
62	ADAMTS18	-0.412502821095089	0.834912471100967	0.403766992491617
63	ADAMTS19	-1.14720134979873	-0.0402013841406292	0.967932574139112
64	ADAMTS3	0.62369363512284	0.817849351916616	0.413443213724705
65	ADAMTS4	0.0362159591264375	0.553013969182937	0.580253844753243
66	ADAMTS5	0.0911974618143825	0.851304850275103	0.394600031302695
67	ADAMTS7	-1.35229097946021	-0.153446424895731	0.878046236579978
68	ADAMTSL1	-1.40033151509243	-0.180519143202242	0.85674502715604
69	ADCK1	-1.36126220080856	-0.158485770790489	0.874074032223967
70	ADCK2	-0.566497870341863	-0.071963008426816	0.942631346493226
71	ADCY1	-1.08947753213617	-0.00897622297295099	0.99283810645106
72	ADCY10	-0.395166827854697	0.029060439005858	0.976816387561663
73	ADCY3	2.21720732539135	1.4666482103969	0.142471778045972
74	ADK	-1.01886961614292	0.0288506734116365	0.976983686142078
75	ADNP2	-0.439919138288491	0.325202109422402	0.745028112290826
76	ADPRHL1	0.742616166728872	0.86953978689584	0.384551955889416
77	ADRA2C	-4.46468128226299	NA	NA
78	ADRB1	1.25486219655423	1.08564306723717	0.277636938035221
79	AEBP2	-0.588866339632344	0.251152833489827	0.801695949383152
80	AEN	-2.75985921324665	-1.06491402224887	0.28691483894409
81	AFF1	-0.220383542549239	0.431850594656447	0.665850004538506
82	AFM	-1.11804499705103	-0.0243952094727628	0.98053736947698
83	AFMID	0.436171031466806	0.735082329993225	0.462289355009984
84	AFP	0.450140042688044	0.741302549087933	0.458510016468919
85	AGA	-1.89833292578975	-0.47505809518511	0.634745565653602
86	AGAP3	-1.45282975060997	-0.210352994483388	0.833392176792134
87	AGBL1	-1.46748716877353	-0.218729904660584	0.826860452444934
