GO	[-3.26 -0.36]	[-0.36 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.02]	[-0.02 0.03]	[0.03 0.07]	[0.07 0.13]	[0.13 0.20]	[0.20 0.32]	[0.32 2.98]
REACTOME_CLEC7A_DECTIN_1_SIGNALING REACTOME_CLEC7A_DECTIN_1_SIGNALING	2.115	0.758	-0.735	-0.735	-1.372	0.758	-1.372	-1.372	2.115	0.231	-0.397
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	2.550	2.023	-0.575	0.789	-0.317	-0.317	-1.708	-0.995	0.285	-0.317	-1.737
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	2.891	2.164	-0.351	0.256	-0.830	-0.351	-0.351	-0.830	-0.830	-0.830	0.249
MORF_EIF4E MORF_EIF4E	2.311	2.853	-1.096	0.689	0.432	-0.652	-0.373	-0.652	-1.096	-1.096	-0.671
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	2.115	2.702	-0.385	0.231	-0.385	-0.385	-1.372	-0.735	0.454	-0.385	-1.396
MORF_DDX11 MORF_DDX11	2.286	0.279	0.611	-0.324	-0.788	0.279	1.623	-0.788	-0.788	-0.788	-0.802
METTL14_TARGET_GENES METTL14_TARGET_GENES	3.027	0.283	-0.641	0.542	0.542	-0.320	-1.247	0.542	-1.247	0.283	-1.268
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	2.378	1.221	-0.462	-0.462	-0.462	0.776	-0.996	-0.996	0.776	-0.462	-1.014
QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_NEGATIVE QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_NEGATIVE	3.406	-1.122	0.347	0.347	-0.550	-1.122	0.647	-1.122	-0.259	-0.259	0.337
GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP	2.982	0.549	-1.267	-0.472	-2.044	0.335	-0.270	-0.472	-0.786	0.335	1.117
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	3.208	1.134	-0.298	-0.746	-0.746	-0.298	-0.746	-0.298	0.657	-0.298	-0.759
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	3.328	0.364	0.364	0.823	-0.417	-1.042	0.364	-0.246	-0.671	-0.417	-2.466
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21 REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	2.885	1.392	-0.223	-0.622	-0.622	-0.223	-0.622	-0.622	0.397	-0.223	-0.632
