GO	[-22.20 -0.67]	[-0.67 -0.24]	[-0.24 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.16]	[0.16 0.48]	[0.48 1.01]	[1.01 24.36]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-8.302	21.181	19.087	1.191	-8.302	-8.302	-8.302	3.553	-1.969	-6.977	-8.292
MORF_RAB1A MORF_RAB1A	-6.622	1.842	11.899	0.676	-7.927	-7.927	-7.927	9.181	6.769	-4.792	-6.613
GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_DN GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_DN	-4.323	14.766	16.666	-0.561	-8.219	-6.898	-8.219	1.656	0.874	-2.697	-4.316
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP	-7.017	3.847	8.420	-1.144	-8.344	-8.344	-8.344	7.941	7.474	-0.467	-5.983
GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_DN GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_DN	-4.357	5.041	19.906	-1.109	-8.260	-8.260	-8.260	5.041	2.115	-2.310	-3.730
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	-5.917	3.269	16.550	-1.628	-8.260	-8.260	-8.260	5.436	5.436	-1.946	-2.718
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	-4.290	3.349	19.473	-1.586	-6.859	-8.177	-8.177	5.547	4.026	-2.670	-4.282
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	-5.955	0.692	8.987	0.341	-8.302	-8.302	-8.302	12.193	7.542	-2.335	-3.761
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN	-5.955	4.988	12.193	-0.351	-8.302	-6.977	-8.302	9.493	2.627	-2.751	-5.101
GCM_MLL GCM_MLL	-5.914	1.856	16.368	-0.545	-7.179	-7.179	-7.179	7.549	3.358	-1.379	-7.170
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	-8.135	3.071	7.818	-0.417	-8.135	-8.135	-8.135	10.884	5.200	-1.058	-4.249
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-3.124	16.298	9.114	-2.197	-7.428	-7.428	-6.149	4.532	1.454	-2.197	-6.141
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-5.955	1.606	10.539	-0.351	-8.302	-8.302	-8.302	5.382	10.539	-1.649	-3.761
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP	-4.722	5.182	12.090	-2.063	-7.844	-7.844	-7.844	9.342	1.657	-0.352	-5.536
GSE7852_THYMUS_VS_FAT_TREG_UP GSE7852_THYMUS_VS_FAT_TREG_UP	-3.706	3.980	9.652	-0.561	-8.219	-8.219	-8.219	9.652	4.709	-3.168	-4.316
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP	-2.751	8.987	6.207	-3.768	-8.302	-8.302	-8.302	7.084	6.207	-1.969	-2.745
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	-8.302	3.553	7.084	-1.649	-8.302	-8.302	-8.302	7.084	6.639	0.692	-3.219
GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_UP GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_UP	-5.955	3.891	11.631	-2.335	-6.977	-8.302	-8.302	6.639	6.207	-0.917	-3.219
GSE27786_BCELL_VS_NEUTROPHIL_UP GSE27786_BCELL_VS_NEUTROPHIL_UP	-3.768	3.891	14.553	-2.751	-8.302	-8.302	-6.977	6.639	4.243	-1.127	-3.761
GSE41867_DAY15_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN GSE41867_DAY15_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN	-4.357	7.150	16.550	-0.447	-8.260	-8.260	-8.260	2.958	1.865	-1.628	-3.190
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	-6.859	4.026	9.733	-1.075	-8.177	-8.177	-8.177	5.547	6.389	-0.550	-3.132
GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN	-5.917	3.269	15.909	-0.447	-8.260	-8.260	-8.260	3.936	3.595	-0.902	-2.718
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	-2.751	3.230	18.409	-0.737	-8.302	-8.302	-8.302	3.230	3.553	-1.369	-3.761
