GO	[-20.07 -0.73]	[-0.73 -0.32]	[-0.32 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.26]	[0.26 0.46]	[0.46 0.96]	[0.96 22.12]
GO:0006413 translational initiation	-3.857	1.456	25.758	-1.677	-5.927	-5.927	-5.927	0.495	-2.083	2.291	-0.464
GO:0005681 spliceosomal complex	-3.316	-0.695	16.866	-0.283	-6.135	-6.135	-6.135	2.412	-0.695	2.734	-0.390
GO:0006260 DNA replication	-3.217	0.492	15.433	-0.750	-6.799	-5.557	-6.799	5.372	0.276	0.276	0.276
GO:0008168 methyltransferase activity	-1.381	-0.441	5.699	-2.402	-7.754	-7.754	-6.458	5.285	-0.726	2.792	4.888
GO:0000775 chromosome, centromeric region	-1.776	-0.884	9.173	-0.380	-6.093	-6.093	-6.093	11.565	-0.884	-0.380	0.742
GO:0006914 autophagy	4.593	-0.937	7.297	-0.430	-4.581	-6.757	-5.518	9.392	-0.735	-1.463	-2.188
GO:0042254 ribosome biogenesis	-3.101	-2.360	4.589	-1.794	-4.143	-3.101	-4.143	-1.004	-0.732	5.093	12.049
GO:0016874 ligase activity	0.385	0.505	4.593	-1.463	-6.757	-6.757	-6.757	1.401	-1.797	3.106	5.009
GO:1903231 mRNA binding involved in posttranscriptional gene silencing	-0.980	-3.254	-3.254	2.320	5.618	3.807	7.172	-3.254	-2.598	-4.087	-3.253
GO:0046777 protein autophosphorylation	0.617	1.554	5.564	-1.419	-7.256	-5.987	-7.256	4.738	0.277	0.617	0.373
GO:0005085 guanyl-nucleotide exchange factor activity	2.710	1.404	5.214	-2.246	-7.505	-6.222	-5.242	4.050	-1.023	0.318	0.832
GO:0005814 centriole	-0.430	0.958	5.300	-1.404	-4.848	-3.744	-4.848	11.850	-0.430	-0.809	-1.073
GO:0006888 ER to Golgi vesicle-mediated transport	0.659	1.205	3.499	0.292	-5.479	-5.479	-6.716	8.399	-1.441	-0.310	0.293
GO:0008022 protein C-terminus binding	0.479	-0.712	5.341	-0.558	-7.712	-5.427	-6.419	4.550	0.606	1.092	0.913
GO:0070126 mitochondrial translational termination	-3.563	0.595	2.359	-0.488	-3.563	-3.563	-3.563	-1.389	-0.488	4.145	6.974
