ensembl_id	gene_name	logFC	AveExpr	P.Value	adj.P.Val
ENSG00000278311	GGNBP2	0.0364515721341185	-0.0068974184793733	0.79961128753512	0.946812291213649
ENSG00000278259	MYO19	-0.0334222541155003	0.0828215922224879	0.737871389719247	0.935088130529896
ENSG00000277149	TYW1B	-0.0918014185630427	-0.380718522957189	0.489755781925343	0.835633681751119
ENSG00000276234	TADA2A	-0.136424912344984	-0.249362482364352	0.283612475700801	0.713433965440342
ENSG00000276043	UHRF1	-0.0752214046740971	-0.110604630384414	0.375661805611912	0.773044605173216
ENSG00000275895	U2AF1L5	-0.218782633164179	0.239269317215741	0.167826936768091	0.622384277438282
ENSG00000275700	AATF	-0.103386785702232	-0.632610284669327	0.390431691429563	0.783167749588551
ENSG00000275066	SYNRG	-0.00633414251823975	-0.109406297613451	0.943158221790327	0.987139364038526
ENSG00000275052	PPP4R3B	-0.217373426795657	0.0198115314448385	0.11922193910145	0.574035201053082
ENSG00000273749	CYFIP1	-0.309727299354568	0.0170850938103338	0.00933917361981263	0.333015932809826
ENSG00000272886	DCP1A	0.062188628611591	-0.0131630711005492	0.524714684136124	0.84262142626423
ENSG00000272391	POM121C	0.128534395871639	0.328167112676813	0.643380689250831	0.896093971872795
ENSG00000270872	SRGAP2D	-0.0509924609295879	0.238635073632608	0.679912179363347	0.91067230583269
ENSG00000270800	RPS10-NUDT3	0.0794722300295679	-0.71011952085649	0.589522105507274	0.864642346221805
ENSG00000270647	TAF15	-0.101800326544384	0.714870547872418	0.458852757160855	0.821124824812018
ENSG00000269343	ZNF587B	-0.014780861658956	-0.0782567003229495	0.868818571512735	0.967057078796853
ENSG00000266412	NCOA4	-0.301103544563679	-0.182107285058991	0.0431400996869389	0.475550695975412
ENSG00000266028	SRGAP2	-0.208562086037228	0.510081302775311	0.052236485679027	0.4941592495805
ENSG00000265491	RNF115	-0.104627641958383	-0.26406749855027	0.2555858128797	0.686807342309603
ENSG00000265354	TIMM23	0.0430242910716522	-0.374560196108392	0.716153180258763	0.925635196096891
ENSG00000264343	NOTCH2NL	0.108401762904782	0.572866859613497	0.262346073635082	0.69083244027281
ENSG00000263956	NBPF11	-0.0259970440059673	-0.533486606099886	0.756035662898594	0.939040268548769
ENSG00000263513	FAM72C	-0.416688572486037	-0.594079379072625	0.00168602055282617	0.198651091381054
ENSG00000263001	GTF2I	-0.195825473903399	0.123981587702552	0.0552603436944675	0.499766971837479
ENSG00000261794	GOLGA8H	0.142007598153651	-0.456364246393558	0.205354634240795	0.650356676178856
ENSG00000260916	CCPG1	0.0988458169045482	-0.322919167051336	0.398615841080953	0.789330213134006
ENSG00000260097	SPDYE6	-0.209645582647185	-0.170151750580841	0.151376081848005	0.60550432739202
ENSG00000258890	CEP95	0.055695433398557	-0.275986095717402	0.667602997757076	0.90772591446109
ENSG00000257923	CUX1	-0.246901067760019	0.225771617833107	0.214917043040953	0.654294735744425
ENSG00000257529	RPL36A-HNRNPH2	-0.345522081636111	-0.70710088968756	0.0677437636513992	0.509203791364512
ENSG00000257103	LSM14A	0.0249790373055064	0.0907762650950828	0.852385725159276	0.955663478611531
ENSG00000256525	POLG2	-0.134505604738754	0.0582598676478653	0.183539328393931	0.634142201257624
ENSG00000255152	MSH5-SAPCD1	0.0444607465695688	-0.158575979850613	0.629318979064354	0.890866642469478
ENSG00000254772	EEF1G	-0.112769779356059	-0.559361454217782	0.399664011055029	0.789330213134006
ENSG00000254087	LYN	0.0964461433049274	0.719217916565691	0.374460412443096	0.771716484737962
ENSG00000253729	PRKDC	-0.153450198290744	-0.0474021460959374	0.0825508371729538	0.519639736943582
ENSG00000251201	TMED7-TICAM2	0.064017370010802	-0.384588905152924	0.61921962478639	0.884235431279331
ENSG00000250312	ZNF718	-0.0144428410234126	0.0659785595107339	0.88041396162619	0.97079553262772
ENSG00000249931	GOLGA8K	0.189475170229753	-0.354443031729551	0.059587058204982	0.505852212773792
ENSG00000249437	NAIP	0.271103156270009	0.156723753696322	0.0656504292193538	0.507857367513666
