ensembl_id	gene_name	logFC	AveExpr	P.Value	adj.P.Val
ENSG00000278311	GGNBP2	0.096114704088939	-0.144052779263744	0.623783762090525	0.929481333098925
ENSG00000278259	MYO19	-0.0255351363599034	0.00611858324990202	0.799984732559351	0.973312861693895
ENSG00000277149	TYW1B	-0.133162041212916	-0.531865512341976	0.234386884078955	0.854274241441379
ENSG00000276234	TADA2A	0.324256947275862	-0.160010228453904	0.0165166481430995	0.803867644731148
ENSG00000276043	UHRF1	-4.31073383693067e-05	0.00808720038308535	0.999654506888814	0.999701269583609
ENSG00000275895	U2AF1L5	-0.0604270241506408	-0.19805488334872	0.73366398098896	0.953934993548175
ENSG00000275700	AATF	-0.129763641067853	0.0176848963694842	0.394316769405225	0.889738607255723
ENSG00000275066	SYNRG	-0.28722429455829	0.25072018598213	0.104222938202664	0.803867644731148
ENSG00000275052	PPP4R3B	-0.079679892901049	-0.0290570313242906	0.42290410448317	0.899572845832563
ENSG00000273749	CYFIP1	0.0679842189759447	0.00266470664919868	0.47191529833371	0.910474136288652
ENSG00000272886	DCP1A	-0.250976814365226	-0.182756178887488	0.0742020491188995	0.803867644731148
ENSG00000272391	POM121C	0.410099190306726	0.154136026903277	0.0473259082645532	0.803867644731148
ENSG00000270872	SRGAP2D	0.0091531515850209	0.0303057922679774	0.926469705960713	0.988804269029965
ENSG00000270800	RPS10-NUDT3	0.237682003198558	0.365042055668485	0.183416074165375	0.822750212240772
ENSG00000270647	TAF15	-0.0872465754749333	0.386977366615424	0.657049639335794	0.937081519281346
ENSG00000269343	ZNF587B	-0.0776558836261038	-0.0135106829958969	0.478634449588367	0.910813023297402
ENSG00000266412	NCOA4	0.117385460627198	-0.214811843545846	0.232545607634438	0.853167131852529
ENSG00000266028	SRGAP2	0.00141782079349882	0.426253063103298	0.988025044541302	0.998540551383704
ENSG00000265491	RNF115	0.0805498532094418	-0.534191932320573	0.522274403608987	0.920186852159152
ENSG00000265354	TIMM23	0.180190811662175	0.0327377204382984	0.17125511339141	0.81559896160815
ENSG00000264343	NOTCH2NL	0.0530696132597319	-0.51710345866322	0.648131735434309	0.934813226213952
ENSG00000263956	NBPF11	-0.183189976440723	-0.222418823750464	0.0857490320668194	0.803867644731148
ENSG00000263513	FAM72C	0.189367484631005	-0.0826535448231183	0.230638843428265	0.853167131852529
ENSG00000263001	GTF2I	-0.0885352198391768	-0.0808557111520979	0.405754511436528	0.894077422680373
ENSG00000261794	GOLGA8H	-0.0193144266173079	0.160461169638894	0.896974406296115	0.982346855726232
ENSG00000260916	CCPG1	0.207171804693121	-0.268519892742412	0.121251976435546	0.803867644731148
ENSG00000260097	SPDYE6	-0.0635293527703718	-0.0817274467345988	0.641639998678981	0.932561589703064
ENSG00000258890	CEP95	-0.0456457141556043	0.1688922442824	0.751964512131108	0.959748729046416
ENSG00000257923	CUX1	-0.448124609904057	-0.295423217099746	0.0178894120398021	0.803867644731148
ENSG00000257529	RPL36A-HNRNPH2	-0.019028304403086	-0.227099551315752	0.92820736791797	0.989110324354226
ENSG00000257103	LSM14A	-0.0587217470509214	-0.0448341138816627	0.50758880610269	0.91612344706383
ENSG00000256525	POLG2	-0.0674424867351744	-0.0334951149644211	0.546256390007357	0.925606066517972
ENSG00000255152	MSH5-SAPCD1	0.0363445031625926	-0.016588835104688	0.718303203062991	0.949552971003236
ENSG00000254772	EEF1G	0.0307137886620017	-0.391173228280241	0.807383559507116	0.973312861693895
ENSG00000254087	LYN	-0.0119689968513094	-0.1352852556914	0.916314475358497	0.986796040030962
ENSG00000253729	PRKDC	0.0267906186251726	0.127358306774844	0.77071691328048	0.968259823937437
ENSG00000251201	TMED7-TICAM2	0.0907950697929123	0.411232184521223	0.392658346623124	0.889738607255723
ENSG00000250312	ZNF718	0.279012670395071	0.209379508842128	0.100508385960405	0.803867644731148
ENSG00000249931	GOLGA8K	0.0352603985873835	0.118204665884406	0.727693454077317	0.949797724788435
ENSG00000249437	NAIP	0.0330180222631177	-0.198838728814249	0.812698819399538	0.973312861693895
ENSG00000248643	RBM14-RBM4	0.165433455762214	-0.305497038628008	0.318041158689149	0.870155334460292
ENSG00000248333	CDK11B	-0.415555367109234	-0.0896060546613025	0.0479783539635424	0.803867644731148
ENSG00000244687	UBE2V1	-0.0755973219689143	0.0266077891826051	0.580805306402443	0.925606066517972
ENSG00000243943	ZNF512	-0.0452987875129015	-0.0950640584070654	0.715156741164496	0.949552971003236
ENSG00000243927	MRPS6	-0.0886833025424813	0.330677714662439	0.460124946999242	0.910474136288652
ENSG00000243753	HLA-L	0.661474075152295	-0.224657141682465	0.000485539668633047	0.336964530031335
ENSG00000241973	PI4KA	-0.147899481573498	0.0280010881751876	0.41015084615879	0.895216457745889
ENSG00000241878	PISD	-0.194621321405625	-0.386446279503532	0.130467340559571	0.803867644731148
ENSG00000241553	ARPC4	-0.0706839572762224	0.123430736208573	0.610714117915883	0.925606066517972
ENSG00000241343	RPL36A	0.158047134819424	-0.186940568945061	0.252469891263117	0.85629138940515
ENSG00000239900	ADSL	-0.0425158755998831	-0.00832990076361993	0.801401886892737	0.973312861693895
ENSG00000239264	TXNDC5	-0.031499484806252	0.117250346577484	0.778836014291625	0.972093195297989
ENSG00000237649	KIFC1	-5.90946891123339e-05	-0.0924700107716985	0.999701269583609	0.999701269583609
ENSG00000237296	SMG1P1	-0.141708475501453	0.162617680716532	0.202221813558499	0.838227774427885
ENSG00000231500	RPS18	0.170747017438395	-0.0972372158420483	0.25214789570217	0.85629138940515
ENSG00000230124	ACBD6	-0.236114116080682	0.129389134762905	0.123605923662995	0.803867644731148
ENSG00000228716	DHFR	-0.14028529972638	0.019240571401843	0.226717898124162	0.853167131852529
ENSG00000227345	PARG	0.0730186782050013	-0.16389836562669	0.549359783100985	0.925606066517972
ENSG00000226259	GTF2H2B	0.00949354046201776	-0.000562778784100549	0.923512312957698	0.988096701060426
ENSG00000225190	PLEKHM1	-0.118346437855331	0.185296879751829	0.372772328970277	0.886785737012773
ENSG00000221983	UBA52	0.00659241023484503	-0.210245164789755	0.946228882995239	0.992494684630678
ENSG00000221914	PPP2R2A	0.12041105529178	0.183290134755491	0.256753636780561	0.85629138940515
ENSG00000221823	PPP3R1	0.235660602747418	0.263321379025826	0.0862743198708729	0.803867644731148
ENSG00000217128	FNIP1	0.220177767652305	0.0803871683077285	0.0730770515631418	0.803867644731148
ENSG00000215784	FAM72D	0.117698523660518	-0.0119773347174867	0.425160452577663	0.899572845832563
