ensembl_id	gene_name	logFC	AveExpr	P.Value	adj.P.Val
ENSG00000278311	GGNBP2	-0.00907059668498406	0.0263075011543323	0.957427801677688	0.995438043991484
ENSG00000278259	MYO19	0.0834500764595898	0.0331023378540461	0.380954607336394	0.778167763035931
ENSG00000277149	TYW1B	-0.494389297502353	-0.540457527329788	0.00460141410915701	0.310189520532073
ENSG00000276234	TADA2A	-0.165662083983708	-0.0324265299781101	0.321499143971765	0.741433381595967
ENSG00000276043	UHRF1	0.0590261518928743	-0.205212798992102	0.669261313788538	0.911371238865325
ENSG00000275895	U2AF1L5	-0.109095255066131	-0.243898418374499	0.608600622913476	0.890134525399268
ENSG00000275700	AATF	-0.175831884101717	-0.910170721637167	0.257931894884755	0.705437379507469
ENSG00000275066	SYNRG	-0.0891032825857669	0.136989083874143	0.476800340964743	0.835866718962619
ENSG00000275052	PPP4R3B	-0.0412822395318388	0.152984831806258	0.648518990124521	0.901496603197631
ENSG00000273749	CYFIP1	-0.00501677861551935	-0.269342595426009	0.961999526178081	0.996459210697893
ENSG00000272886	DCP1A	0.0917771125163177	0.0288494940750185	0.327965160264422	0.745643967972182
ENSG00000272391	POM121C	0.722291033145933	0.0154879740509204	0.00300357602353222	0.277930901377515
ENSG00000270872	SRGAP2D	0.175992707244418	0.379283388309928	0.115877644626059	0.552757280421201
ENSG00000270800	RPS10-NUDT3	-0.0297847520581807	0.217927406529979	0.866133042636779	0.973081063762149
ENSG00000270647	TAF15	0.0300148354182845	-0.0406160015444028	0.813048351725089	0.956860942400403
ENSG00000269343	ZNF587B	-0.166755087798155	-0.0663062701817755	0.230489392807311	0.681769336553784
ENSG00000266412	NCOA4	0.150635127474086	0.000969810100817934	0.287199801094078	0.725389996117124
ENSG00000266028	SRGAP2	0.0752255120987855	0.0531546043543405	0.383890658997777	0.780146756499142
ENSG00000265491	RNF115	-0.174100018100009	-0.34799118882703	0.137792056480831	0.579237978744227
